I	I	pns11	I	i	0
Haue	Haue	vhb	Have	have	0
both	both	av-d	both	both	0
heard	heard	vvn	herd	hear	0
&	&	cc	&	and	0
read	read	vvn	read	read	0
oft	oft	av	oft	oft	0
tymes	tymes	n2	times	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
Bookes	Bookes	n2	Books	book	0
and	and	cc	and	and	0
Cheeses	Cheeses	n2	Cheeses	cheese	0
may	may	vmb	may	may	0
very	very	av	very	very	0
well	well	av	well	well	0
be	be	vbi	be	be	0
likened	likened	vvn	likened	liken	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
poynt	poynt	n1	point	point	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
diuersitie	diuersitie	n1	diversity	diversity	0
of	of	pp-f	of	of	0
mens	mens	ng2	men's	man	0
iudgementes	iudgementes	n2	judgements	judgement	0
giuen	giuen	vvn	given	give	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
wares	wares	n2	wares	ware	0
both	both	av-d	both	both	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
loo	loo	n1	loo	loo	0
∣	∣	sy	∣	∣	0
ked	ked	j	ked	ked	0
on	on	a-acp	on	on	0
for	for	p-acp	for	for	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
bought	bought	vvd	bought	buy	0
for	for	p-acp	for	for	0
money	money	n1	money	money	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cheese	Cheese	n1	Cheese	cheese	0
once	once	a-acp	once	once	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
,	,	,	,	,	0
shortly	shortly	av-j	shortly	short	0
after	after	c-acp	after	after	0
comes	comes	vvz	comes	come	0
to	to	p-acp	to	to	0
market	market	n1	market	market	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
solde	solde	vvn	sold	sell	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
(	(	(	(	(	0
perhaps	perhaps	av	perhaps	perhaps	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
ta	ta	uh	ta	ta	0
∣	∣	sy	∣	∣	0
sted	sted	n1	stead	stead	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
bought	bought	vvn	bought	buy	0
.	.	.	.	.	1
And	And	cc	And	and	0
bookes	bookes	n2	books	book	0
once	once	a-acp	once	once	0
imprin	imprin	av	imprin	imprin	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
are	are	vbr	are	be	0
presently	presently	av-j	presently	present	0
in	in	p-acp	in	in	0
shoppes	shoppes	n2	shops	shop	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
many	many	d	many	many	0
peruse	peruse	vvb	peruse	peruse	0
them	them	pno32	them	they	0
,	,	,	,	,	0
ere	ere	c-acp	ere	ere	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
solde	solde	vvn	sold	sell	0
.	.	.	.	.	1
Nowe	Nowe	av	Now	now	0
▪	▪	▪	▪	▪	0
some	some	d	some	some	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
tasted	tasted	vvn	tasted	taste	0
the	the	dt	the	the	0
Cheese	Cheese	n1	Cheese	cheese	0
,	,	,	,	,	0
wil	wil	vmb	will	will	0
say	say	vvi	say	say	0
(	(	(	(	(	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
chaunce	chaunce	n1	chance	chance	0
)	)	)	)	)	0
tis	tis	pn31|vbz	this	it|be	0
too	too	av	too	too	0
drye	drye	j	dry	dry	0
:	:	:	:	:	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
wyl	wyl	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
tis	tis	pn31|vbz	this	it|be	0
too	too	av	too	too	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
whaye	whaye	n1	whaye	whaye	0
▪	▪	▪	▪	▪	0
the	the	dt	the	the	0
third	third	ord	third	three	0
wyll	wyll	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
meate	meate	n1	meat	meat	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
yll	yll	av-jn	ill	ill	0
handled	handled	vvn	handled	handle	0
:	:	:	:	:	0
the	the	dt	the	the	0
fourth	fourth	ord	fourth	four	0
wil	wil	n1	will	will	0
(	(	(	(	(	0
contrary	contrary	j-jn	contrary	contrary	0
)	)	)	)	)	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
lookes	lookes	vvz	looks	look	0
better	better	jc	better	better	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
.	.	.	.	.	1
Come	Come	np1	Come	Come	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
he	he	pns31	he	he	0
wyl	wyl	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Berlady	Berlady	uh	Byr'lady	byrlady	0
tis	tis	pn31|vbz	this	it|be	0
prety	prety	j	pretty	pretty	0
good	good	j	good	good	0
meate	meate	n1	meat	meat	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
wyl	wyl	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
litle	litle	j	little	little	0
worth	worth	n1	worth	worth	0
:	:	:	:	:	0
and	and	cc	and	and	0
some	some	d	some	some	0
wyll	wyll	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
starke	starke	av-j	stark	stark	0
naught	naught	pix	nought	nought	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
euyl	euyl	n-jn	evil	evil	0
toungd	toungd	vvn	toungd	tongue	0
felow	felow	n1	fellow	fellow	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
wyl	wyl	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Tis	Tis	pn31|vbz	This	it|be	0
Cheese	Cheese	n1	Cheese	cheese	0
:	:	:	:	:	0
thats	thats	d|vbz	thats	that|be	0
a	a	dt	a	a	0
blunt	blunt	j	blunt	blunt	0
whorson	whorson	n1	whoreson	whoreson	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
wyl	wyl	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Twil	Twil	pn31|vmb	'Twill	it|will	0
serue	serue	vvi	serve	serve	0
