NOBLE	NOBLE	j	NOBLE	noble	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
TO	TO	p-acp	TO	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Favourer	Favourer	n1	Favourer	favourer	0
of	of	pp-f	of	of	0
Know	Know	vvb	Know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Bounty	Bounty	n1	Bounty	bounty	0
of	of	pp-f	of	of	0
Goodnesse	Goodnesse	n1	Goodness	goodness	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
the	the	av	the	then	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Favourite	Favourite	n1	Favourite	favourite	0
of	of	pp-f	of	of	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
Bounty	Bounty	n1	Bounty	bounty	0
of	of	pp-f	of	of	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
ture	ture	np1-n	ture	ture	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
few	few	d	few	few	0
:	:	:	:	:	0
Each	Each	d	Each	each	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
Happinesse	Happinesse	n1	Happiness	happiness	0
;	;	;	;	;	0
Both	Both	d	Both	both	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
a	a	dt	a	a	0
Double	Double	j-jn	Double	double	0
Happi	Happi	fw-la	Happi	happi	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
which	which	q-crq	which	which	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Freely	Freely	av-j	Freely	free	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Ʋnexpectedly	Ʋnexpectedly	av-j	Ʋnexpectedly	ʋnexpected	0
deriv'd	deriv'd	vvn	derived	derive	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
unto	unto	p-acp	unto	unto	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
providence	providence	n1	providence	providence	0
which	which	r-crq	which	which	0
workes	workes	vvz	works	work	0
by	by	p-acp	by	by	0
man	man	n1	man	man	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
:	:	:	:	:	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
behold	behold	vvi	behold	behold	0
it	it	pn31	it	it	0
as	as	a-acp	as	as	0
from	from	p-acp	from	from	0
God's	God's	npg1	God's	God	0
Favour	Favour	n1	Favour	favour	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
with	with	p-acp	with	with	0
reverent	reverent	j	reverend	reverent	0
proportion	proportion	n1	proportion	proportion	0
indeavour	indeavour	vvi	endeavour	endeavour	0
an	an	dt	and	a	0
Imi	Imi	np1	Imi	Imi	0
∣	∣	sy	∣	∣	0
tation	tation	n1	tation	tation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
thankfull	thankfull	j	thankful	thankful	0
and	and	cc	and	and	0
speak	speak	vvi	speak	speak	0
Good	Good	j	Good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
suite	suite	n1	suit	suit	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
your	your	po22	your	your	0
happy	happy	j	happy	happy	0
Education	Education	n1	Education	education	0
for	for	p-acp	for	for	0
Arts	Arts	n2	Arts	art	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ʋniversity	Ʋniversity	n1	Ʋniversity	ʋniversity	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
farther	farther	jc	farther	far	0
Prudence	Prudence	n1	Prudence	prudence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
studies	studies	n2	studies	study	0
of	of	pp-f	of	of	0
Our	Our	po12	Our	our	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
improve	improve	vvi	improve	improve	0
the	the	dt	the	the	0
Expression	Expression	n1	Expression	expression	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Edu	Edu	np1	Edu	Edu	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
improvement	improvement	n1	improvement	improvement	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Education	Education	n1	Education	education	0
in	in	p-acp	in	in	0
Forraine	Forraine	j	Foreign	foreign	0
Travaile	Travaile	n1	Travail	travail	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
Language	Language	n1	Language	language	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
Wise	Wise	j	Wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
;	;	;	;	;	0
learning	learning	n1	learning	learning	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
French	French	jp	French	french	0
his	his	po31	his	his	0
Learning	Learning	n1	Learning	learning	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
his	his	po31	his	his	0
Vanity	Vanity	n1	Vanity	vanity	0
;	;	;	;	;	0
learning	learning	n1	learning	learning	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
his	his	po31	his	his	0
Gravity	Gravity	n1	Gravity	gravity	0
without	without	p-acp	without	without	0
his	his	po31	his	his	0
Arrogance	Arrogance	n1	Arrogance	arrogance	0
;	;	;	;	;	0
learning	learning	n1	learning	learning	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Italian	Italian	jp	Italian	italian	0
his	his	po31	his	his	0
Civility	Civility	n1	Civility	civility	0
without	without	p-acp	without	without	0
his	his	po31	his	his	0
Impurity	Impurity	n1	Impurity	impurity	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
your	your	po22	your	your	0
more	more	n1	more	moor	0
happy	happy	j	happy	happy	0
Retreat	Retreat	n1	Retreat	retreat	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Dangers	Dangers	n2	Dangers	danger	0
of	of	pp-f	of	of	0
Travaile	Travaile	n1	Travail	travail	0
,	,	,	,	,	0
rescuing	rescuing	vvg	rescuing	rescue	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
retir'd	retir'd	vvn	retired	retire	0
Eminency	Eminency	n1	Eminency	eminency	0
,	,	,	,	,	0
and	and	cc	and	and	0
becomming	becomming	vvg	becoming	become	0
by	by	p-acp	by	by	0
Vertue	Vertue	n1	Virtue	virtue	0
your	your	po22	your	your	0
own	own	d	own	own	0
Memo	Memo	np1	Memo	Memo	0
∣	∣	sy	∣	∣	0
riall	riall	n1	riall	rial	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
may	may	vmb	may	may	0
I	I	pns11	I	i	0
forget	forget	vvi	forget	forget	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
Marriage	Marriage	n1	Marriage	marriage	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Blessing	Blessing	n1	Blessing	blessing	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
choise	choise	n1	choice	choice	0
,	,	,	,	,	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
Consort	Consort	n1	Consort	consort	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Ornaments	Ornaments	n2	Ornaments	ornament	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
portray	portray	vvi	portray	portray	0
the	the	dt	the	the	0
Ornaments	Ornaments	n2	Ornaments	ornament	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Fame	Fame	n1	Fame	fame	0
present	present	vvi	present	present	0
them	them	pno32	them	they	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
reflexe	reflexe	n1	reflex	reflex	0
of	of	pp-f	of	of	0
Art.	Art.	n1	Art.	art	1
Your	Your	po22	Your	your	0
singular	singular	j	singular	singular	0
Goodnesse	Goodnesse	n1	Goodness	goodness	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
terring	terring	vvg	terring	ter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
provident	provident	j	provident	provident	0
and	and	cc	and	and	0
Loving	Loving	j-vvg	Loving	love	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
blazon'd	blazon'd	vvn	blazoned	blazon	0
not	not	xx	not	not	0
more	more	av-dc	more	more	0
your	your	po22	your	your	0
Birth	Birth	n1	Birth	birth	0
,	,	,	,	,	0
than	than	cs	than	than	0
your	your	po22	your	your	0
Love	Love	n1	Love	love	0
:	:	:	:	:	0
This	This	d	This	this	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
Funerall	Funerall	n1	Funeral	funeral	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Funerall	Funerall	n1	Funeral	funeral	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Epitaph	Epitaph	n1	Epitaph	epitaph	0
.	.	.	.	.	1
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
insist	insist	vvi	insist	insist	0
on	on	p-acp	on	on	0
these	these	d	these	these	0
particulars	particulars	n2-j	particulars	particular	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
extracted	extracted	vvn	extracted	extract	0
from	from	p-acp	from	from	0
Grati	Grati	np1	Grati	Grati	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Merits	Merits	n2	Merits	merit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Fruitfullnesse	Fruitfullnesse	n1	Fruitfullness	fruitfulness	0
from	from	p-acp	from	from	0
Earth	Earth	n1	Earth	earth	0
Enlivened	Enlivened	vvn	Enlivened	enliven	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
.	.	.	.	.	1
This	This	np1	This	This	0
makes	makes	vvz	makes	make	0
me	me	pno11	me	i	0
present	present	vvi	present	present	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
like	like	j	like	like	0
Thankes	Thankes	n2	Thanks	thank	0
and	and	cc	and	and	0
Life	Life	n1	Life	life	0
.	.	.	.	.	1
Life	Life	n1	Life	life	0
indeed	indeed	av	indeed	indeed	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
a	a	dt	a	a	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
Life	Life	n1	Life	life	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
man's	man's	ng1	man's	man	0
Duty	Duty	n1	Duty	duty	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
Study	Study	n1	Study	study	0
;	;	;	;	;	0
From	From	p-acp	From	from	0
a	a	dt	a	a	0
practicall	practicall	j	practical	practical	0
Life	Life	n1	Life	life	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	j	present	present	0
the	the	dt	the	the	0
Christian's	Christian's	njpg1	Christian's	christian	0
Feare	Feare	n1	Fear	fear	0
and	and	cc	and	and	0
Sorrow	Sorrow	n1	Sorrow	sorrow	0
and	and	cc	and	and	0
Strife	Strife	n1	Strife	strife	0
