Reverend	Reverend	n-jn	Reverend	reverend	0
,	,	,	,	,	0
and	and	cc	and	and	0
Right	Right	j-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
Sir	Sir	n1	Sir	sir	0
;	;	;	;	;	0
Uno	Uno	np1	Uno	Uno	0
non	non	fw-fr	non	non	0
possum	possum	fw-la	possum	possum	0
quantum	quantum	fw-la	quantum	quantum	0
te	te	fw-la	te	te	0
diligo	diligo	fw-la	diligo	diligo	0
versu	versu	fw-la	versu	versu	0
Dicere	Dicere	fw-la	Dicere	dicere	0
,	,	,	,	,	0
si	si	fw-la	si	si	0
satis	satis	fw-la	satis	satis	0
est	est	fw-la	est	est	0
distichon	distichon	fw-mi	distichon	distichon	0
,	,	,	,	,	0
ecce	ecce	fw-la	ecce	ecce	0
duos	duos	fw-la	duos	duos	0
.	.	.	.	.	1
If	If	cs	If	if	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
verse	verse	n1	verse	verse	0
my	my	po11	my	my	0
mind	mind	n1	mind	mind	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
clare	clare	vvb	clare	clare	0
,	,	,	,	,	0
If	If	cs	If	if	0
two	two	crd	two	two	0
will	will	vmb	will	will	0
serve	serve	vvi	serve	serve	0
the	the	dt	the	the	0
turn	turn	n1	turn	turn	0
,	,	,	,	,	0
lo	lo	uh	lo	lo	0
here	here	av	here	here	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
.	.	.	.	.	1
SO	SO	av	SO	so	0
great	great	j	great	great	0
an	an	dt	and	a	0
honourer	honourer	n1	honourer	honourer	0
,	,	,	,	,	0
and	and	cc	and	and	0
admirer	admirer	n1	admirer	admirer	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
House	House	n1	House	house	0
and	and	cc	and	and	0
Family	Family	n1	Family	family	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
descended	descended	vvn	descended	descend	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
belong	belong	vvi	belong	belong	0
unto	unto	p-acp	unto	unto	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
praetermit	praetermit	vvi	pretermit	pretermit	0
you	you	pn22	you	you	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
presenting	presenting	vvg	presenting	present	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
small	small	j	small	small	0
Tract	Tract	n1	Tract	tract	0
,	,	,	,	,	0
and	and	cc	and	and	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
great	great	j	great	great	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
or	or	cc	or	or	0
value	value	n1	valve	value	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
an	an	dt	and	a	0
act	act	n1	act	act	0
,	,	,	,	,	0
or	or	cc	or	or	0
an	an	dt	and	a	0
expression	expression	n1	expression	expression	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
su	su	n1	sum	sum	0
∣	∣	sy	∣	∣	0
perlative	perlative	j	perlative	perlative	0
respect	respect	n1	respect	respect	0
and	and	cc	and	and	0
service	service	n1	service	service	0
I	I	pns11	I	i	0
bear	bear	vvb	bear	bear	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Certainly	Certainly	av-j	Certainly	certain	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
then	then	av	then	then	0
bee	bee	vbi	be	be	0
an	an	dt	and	a	0
Adinstar	Adinstar	n1	Adinstar	adinstar	0
Niciae	Niciae	np1	Niciae	Niciae	0
cujusdam	cujusdam	n1	cujusdam	cujusdam	0
Pictoris	Pictoris	np1	Pictoris	Pictoris	0
,	,	,	,	,	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
said	said	vvn	said	say	0
tantam	tantam	uh	tantam	tantam	0
in	in	p-acp	in	in	0
pingendo	pingendo	fw-la	pingendo	pingendo	0
diligentiam	diligentiam	fw-la	diligentiam	diligentiam	0
adhibuit	adhibuit	fw-la	adhibuit	adhibuit	0
,	,	,	,	,	0
ut	ut	fw-la	ut	ut	0
saepe	saepe	fw-la	saepe	saepe	0
numero	numero	fw-it	numero	numero	0
intentus	intentus	fw-la	intentus	intentus	0
arti	arti	fw-la	arti	arti	0
cibum	cibum	fw-la	cibum	cibum	0
sumere	sumere	fw-la	sumere	sumere	0
obliviscere	obliviscere	fw-la	obliviscere	obliviscere	0
∣	∣	sy	∣	∣	0
tur	tur	n1	tur	tur	0
:	:	:	:	:	0
&	&	cc	&	and	0
è	è	fw-la	è	è	0
famulo	famulo	fw-la	famulo	famulo	0
quaereret	quaereret	fw-la	quaereret	quaereret	0
,	,	,	,	,	0
LAVINE	LAVINE	np1	LAVINE	LAVINE	0
,	,	,	,	,	0
pransus	pransus	fw-la	pransus	pransus	0
ne	ne	fw-fr	ne	ne	0
sum	sum	fw-la	sum	sum	0
?	?	?	?	?	0
)	)	)	)	)	0
a	a	dt	a	a	0
very	very	j	very	very	0
forgetful	forgetful	j	forgetful	forgetful	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
.	.	.	.	.	1
I	I	pns11	I	i	0
question	question	vvb	question	question	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
some	some	d	some	some	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
worth	worth	n1	worth	worth	0
your	your	po22	your	your	0
reading	reading	n-vvg	reading	read	0
;	;	;	;	;	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
travelled	travelled	vvn	traveled	travel	0
all	all	d	all	all	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
great	great	j	great	great	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
known	known	j-vvn	known	know	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
