Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Have	Have	vhb	Have	have	0
read	read	vvn	read	read	0
your	your	po22	your	your	0
History	History	n1	History	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reign	Reign	vvi	Reign	reign	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
CHARLES	CHARLES	np1	CHARLES	Charles	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
sorry	sorry	j	sorry	sorry	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
muh	muh	d	muh	much	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quaintance	quaintance	n1	quaintance	quaintance	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
Papers	Papers	n2	Papers	paper	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
you	you	pn22	you	you	0
put	put	vvd	put	put	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
done	done	vdn	done	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
advertised	advertised	vvn	advertised	advertise	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
things	things	n2	things	thing	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
either	either	d	either	either	0
your	your	po22	your	your	0
intelligence	intelligence	n1	intelligence	intelligence	0
,	,	,	,	,	0
or	or	cc	or	or	0
your	your	po22	your	your	0
diligence	diligence	n1	diligence	diligence	0
failed	failed	vvd	failed	fail	0
you	you	pn22	you	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
your	your	po22	your	your	0
judgment	judgment	n1	judgement	judgement	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
well	well	av	well	well	0
informed	informed	vvn	informed	inform	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
byassed	byassed	vvn	biased	bias	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
