THere	THere	pc-acp	THere	there	0
have	have	vhi	have	have	0
now	now	av	now	now	0
(	(	(	(	(	0
Dearly	Dearly	av-jn	Dearly	dear	0
Beloved	Beloved	vvn	Beloved	belove	0
)	)	)	)	)	0
several	several	j	several	several	0
yeares	yeares	n2	years	year	0
passed	passed	vvn	passed	pass	0
over	over	p-acp	over	over	0
our	our	po12	our	our	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
first	first	ord	first	first	0
obtained	obtained	vvd	obtained	obtain	0
that	that	cst	that	that	0
good	good	j	good	good	0
opinion	opinion	n1	opinion	opinion	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
admitted	admitted	vvn	admitted	admit	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
So	So	av	So	so	0
∣	∣	sy	∣	∣	0
ciety	ciety	n1	ciety	ciety	0
.	.	.	.	.	1
And	And	cc	And	and	0
sure	sure	av-j	sure	sure	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
flatter	flatter	vvi	flatter	flatter	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
this	this	d	this	this	0
time	time	n1	time	time	0
improved	improved	vvn	improved	improve	0
my	my	po11	my	my	0
Spiri	Spiri	np1	Spiri	Spiri	0
∣	∣	sy	∣	∣	0
tual	tual	j	tual	tual	0
estate	estate	n1	estate	estate	0
very	very	av	very	very	0
much	much	av-d	much	much	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
opportunity	opportunity	n1	opportunity	opportunity	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
an	an	dt	and	a	0
heart	heart	n1	heart	heart	0
fully	fully	av-j	fully	full	0
to	to	pc-acp	to	to	0
improve	improve	vvi	improve	improve	0
this	this	d	this	this	0
opportunity	opportunity	n1	opportunity	opportunity	0
.	.	.	.	.	1
And	And	cc	And	and	0
how	how	q-crq	how	how	0
ever	ever	av	ever	ever	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
dulnesse	dulnesse	n1	dulness	dulness	0
and	and	cc	and	and	0
indisposition	indisposition	n1	indisposition	indisposition	0
,	,	,	,	,	0
have	have	vhb	have	have	0
obstructed	obstructed	vvn	obstructed	obstruct	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
increase	increase	n1	increase	increase	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tended	tended	vvn	tended	tend	0
me	me	pno11	me	i	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
part	part	n1	part	part	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
this	this	d	this	this	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
rich	rich	j	rich	rich	0
and	and	cc	and	and	0
abundant	abundant	j	abundant	abundant	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
uttered	uttered	vvn	uttered	utter	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
declared	declared	vvn	declared	declare	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
love	love	n1	love	love	0
,	,	,	,	,	0
diligence	diligence	n1	diligence	diligence	0
,	,	,	,	,	0
faithfulnesse	faithfulnesse	n1	faithfulness	faithfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
such	such	d	such	such	0
impressions	impressions	n2	impressions	impression	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
well	well	av	well	well	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
)	)	)	)	)	0
stand	stand	vvb	stand	stand	0
much	much	d	much	much	0
indeared	indeared	vvn	endeared	endear	0
