MOST	MOST	av-ds	MOST	most	0
Excellent	Excellent	j	Excellent	excellent	0
,	,	,	,	,	0
gracious	gracious	j	gracious	gracious	0
,	,	,	,	,	0
and	and	cc	and	and	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
cred	cred	j	cred	cred	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
mooued	mooued	vvn	moved	move	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
to	to	pc-acp	to	to	0
compyle	compyle	vvi	compile	compile	0
out	out	av	out	out	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
(	(	(	(	(	0
so	so	av	so	so	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
simple	simple	j	simple	simple	0
learning	learning	n1	learning	learning	0
would	would	vmd	would	will	0
serue	serue	vvi	serve	serve	0
me	me	pno11	me	i	0
)	)	)	)	)	0
a	a	dt	a	a	0
briefe	briefe	j	brief	brief	0
Treatise	Treatise	n1	Treatise	treatise	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
readie	readie	j	ready	ready	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spheare	Spheare	n1	Sphere	sphere	0
or	or	cc	or	or	0
Globe	Globe	n1	Globe	globe	0
:	:	:	:	:	0
A	A	dt	A	a	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
poore	poore	j	poor	poor	0
obedient	obedient	j	obedient	obedient	0
subiect	subiect	n-jn	subject	subject	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
paines	paines	n2	pains	pain	0
,	,	,	,	,	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
studie	studie	n1	study	study	0
,	,	,	,	,	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
inuented	inuented	vvn	invented	invent	0
:	:	:	:	:	0
with	with	p-acp	with	with	0
sundrie	sundrie	j	sundry	sundry	0
additions	additions	n2	additions	addition	0
and	and	cc	and	and	0
formes	formes	n2	forms	form	0
,	,	,	,	,	0
not	not	xx	not	not	0
heeretofore	heeretofore	av	heretofore	heretofore	0
deuised	deuised	vvn	devised	devise	0
by	by	p-acp	by	by	0
anie	anie	d	any	any	0
:	:	:	:	:	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
pleasant	pleasant	j	pleasant	pleasant	0
than	than	cs	than	than	0
profitable	profitable	j	profitable	profitable	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefite	benefite	n1	benefit	benefit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
Common	Common	vvi	Common	come	0
∣	∣	sy	∣	∣	0
weale	weale	n1	weal	weal	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
studious	studious	j	studious	studious	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
thematicall	thematicall	j	thematical	thematical	0
Sciences	Sciences	n2	Sciences	science	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
furtheraunce	furtheraunce	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
Trauellers	Trauellers	n2	Travellers	traveller	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arte	Arte	n1	Art	art	0
of	of	pp-f	of	of	0
Nauigation	Nauigation	n1	Navigation	navigation	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
subiectes	subiectes	n2-jn	subjects	subject	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
desirous	desirous	j	desirous	desirous	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
beautifull	beautifull	j	beautiful	beautiful	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cele	Cele	n1	Cele	cele	0
∣	∣	sy	∣	∣	0
stiall	stiall	j	stiall	stiall	0
Orbes	Orbes	n2	Orbs	orb	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
quantities	quantities	n2	quantities	quantity	0
,	,	,	,	,	0
dstances	dstances	n2	dstances	dstance	0
,	,	,	,	,	0
courses	courses	n2	courses	course	0
,	,	,	,	,	0
and	and	cc	and	and	0
strange	strange	j	strange	strange	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tricate	tricate	j	tricate	tricate	0
miraculous	miraculous	j	miraculous	miraculous	0
motions	motions	n2	motions	motion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
resplendant	resplendant	j	resplendant	resplendent	0
