May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
NOthing	NOthing	pix	NOthing	nothing	0
could	could	vmd	could	can	0
ever	ever	av	ever	ever	0
contribute	contribute	vvi	contribute	contribute	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
being	being	vbg	being	be	0
favour'd	favour'd	vvn	favoured	favour	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
:	:	:	:	:	0
The	The	dt	The	the	0
thought	thought	n1	thought	thought	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
has	has	vhz	has	have	0
so	so	av	so	so	0
exalted	exalted	vvn	exalted	exalt	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
conceal	conceal	vvi	conceal	conceal	0
my	my	po11	my	my	0
Pride	Pride	n1	Pride	pride	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
must	must	vmb	must	must	0
publish	publish	vvi	publish	publish	0
the	the	dt	the	the	0
Joy	Joy	n1	Joy	joy	0
I	I	pns11	I	i	0
receive	receive	vvb	receive	receive	0
in	in	p-acp	in	in	0
having	having	vhg	having	have	0
so	so	av	so	so	0
noble	noble	j	noble	noble	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
so	so	av	so	so	0
excelling	excelling	vvg	excelling	excel	0
in	in	p-acp	in	in	0
Wit	Wit	n1	Wit	wit	0
and	and	cc	and	and	0
Judgment	Judgment	n1	Judgement	judgement	0
;	;	;	;	;	0
Qualities	Qualities	n2	Qualities	quality	0
which	which	r-crq	which	which	0
even	even	av	even	even	0
your	your	po22	your	your	0
Enemies	Enemies	n2	Enemies	enemy	0
could	could	vmd	could	can	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
doubt	doubt	n1	doubt	doubt	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
or	or	cc	or	or	0
detract	detract	vvi	detract	detract	0
from	from	p-acp	from	from	0
.	.	.	.	.	1
And	And	cc	And	and	0
which	which	q-crq	which	which	0
make	make	vvb	make	make	0
all	all	d	all	all	0
good	good	j	good	good	0
men	men	n2	men	man	0
and	and	cc	and	and	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
sence	sence	n1	sense	sense	0
admire	admire	vvb	admire	admire	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
Fools	Fools	n2	Fools	fool	0
and	and	cc	and	and	0
ill	ill	j-jn	ill	ill	0
men	men	n2	men	man	0
fear	fear	vvb	fear	fear	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
'	'	'	'	'	0
em	em	pno32	em	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
extreamly	extreamly	av-jn	extremely	extreme	0
sensible	sensible	j	sensible	sensible	0
what	what	r-crq	what	what	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
t	t	pn31	tO	it	0
me	me	po11	me	my	0
that	that	d	that	that	0
my	my	po11	my	my	0
Writings	Writings	n2-vvg	Writings	write	0
are	are	vbr	are	be	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proved	proved	vvd	proved	prove	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
own	own	d	own	own	0
have	have	vhb	have	have	0
so	so	av	so	so	0
clearly	clearly	av-j	clearly	clear	0
shown	shown	vvn	shown	show	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
Wit	Wit	n1	Wit	wit	0
and	and	cc	and	and	0
