Friends	Friends	ng1	Friends	friend	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Having	Having	vhg	Having	have	0
had	had	vhn	had	have	0
cause	cause	n1	cause	cause	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
suspect	suspect	vvi	suspect	suspect	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
put	put	vvn	put	put	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
&	&	cc	&	and	0
try	try	vvi	try	try	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
mistaken	mistaken	vvn	mistaken	mistake	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
high	high	j	high	high	0
concernment	concernment	n1	concernment	concernment	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
lay	lay	vvi	lay	lay	0
and	and	cc	and	and	0
bind	bind	vvi	bind	bind	0
up	up	a-acp	up	up	0
together	together	av	together	together	0
these	these	d	these	these	0
Meditations	Meditations	n2	Meditations	meditation	0
(	(	(	(	(	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
anatomi	anatomi	n2	anatomi	anatomi	0
∣	∣	sy	∣	∣	0
zing	zing	n1	zing	zing	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
turning	turning	n-vvg	turning	turn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inside	inside	n1-an	inside	inside	0
outward	outward	j	outward	outward	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Looking-glass	Looking-glass	n1	Looking-glass	looking-glass	0
or	or	cc	or	or	0
Touchstone	Touchstone	n1	Touchstone	touchstone	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
help	help	n1	help	help	0
herein	herein	av	herein	herein	0
.	.	.	.	.	1
And	And	np1	And	And	0
finding	finding	vvg	finding	find	0
them	them	pno32	them	they	0
somewhat	somewhat	av	somewhat	somewhat	0
usefull	usefull	j	useful	useful	0
for	for	p-acp	for	for	0
