HAving	HAving	vhg	HAving	have	0
been	been	vbn	been	be	0
some	some	d	some	some	0
time	time	n1	time	time	0
since	since	c-acp	since	since	0
ingaged	ingaged	vvn	engaged	engage	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Service	Service	n1	Service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
I	I	pns11	I	i	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sidered	sidered	vvn	sidered	sidere	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
course	course	n1	course	course	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
proper	proper	j	proper	proper	0
and	and	cc	and	and	0
expedient	expedient	j	expedient	expedient	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discharge	discharge	vvi	discharge	discharge	0
the	the	dt	the	the	0
Obligations	Obligations	n2	Obligations	obligation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Chaplain's	Chaplain's	ng1	Chaplain's	chaplain	0
Duty	Duty	n1	Duty	duty	0
;	;	;	;	;	0
And	And	cc	And	and	0
(	(	(	(	(	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
of	of	pp-f	of	of	0
Opinion	Opinion	n1	Opinion	opinion	0
)	)	)	)	)	0
That	That	cst	That	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
way	way	n1	way	way	0
more	more	av-dc	more	more	0
useful	useful	j	useful	useful	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	pc-acp	to	to	0
promote	promote	vvi	promote	promote	0
the	the	dt	the	the	0
Practical	Practical	j	Practical	practical	0
Exercise	Exercise	n1	Exercise	exercise	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
ordinary	ordinary	j	ordinary	ordinary	0
and	and	cc	and	and	0
private	private	j	private	private	0
Soldiers	Soldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
generally	generally	av-j	generally	general	0
very	very	av	very	very	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
Rudiments	Rudiments	n2	Rudiments	rudiment	0
and	and	cc	and	and	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
Christianity	Christianity	np1	Christianity	Christianity	0
)	)	)	)	)	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
advise	advise	vvi	advice	advise	0
the	the	dt	the	the	0
frequent	frequent	j	frequent	frequent	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
by	by	p-acp	by	by	0
sad	sad	j	sad	sad	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
perience	perience	n1	perience	perience	0
,	,	,	,	,	0
was	was	vbds	was	be	0
shamefully	shamefully	av-j	shamefully	shameful	0
neglected	neglected	vvn	neglected	neglect	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
scandal	scandal	n1	scandal	scandal	0
and	and	cc	and	and	0
abuse	abuse	n1	abuse	abuse	0
of	of	pp-f	of	of	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
I	I	pns11	I	i	0
chiefly	chiefly	av-jn	chiefly	chief	0
impute	impute	vvb	impute	impute	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
Bibles	Bibles	np1	Bibles	Bibles	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvi	say	say	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
strict	strict	j	strict	strict	0
search	search	n1	search	search	0
and	and	cc	and	and	0
enquiry	enquiry	n1	enquiry	enquiry	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
giment	giment	n1	giment	giment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
find	find	vvi	find	find	0
many	many	d	many	many	0
possess'd	possess'd	vvn	possessed	possess	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Holy	Holy	j	Holy	holy	0
Treasure	Treasure	n1	Treasure	treasure	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
does	does	vdz	does	do	0
so	so	av	so	so	0
nearly	nearly	av-j	nearly	near	0
concern	concern	vvi	concern	concern	0
the	the	dt	the	the	0
necessary	necessary	j	necessary	necessary	0
good	good	j	good	good	0
and	and	cc	and	and	0
Salva	Salva	np1	Salva	Salva	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Precious	Precious	j	Precious	precious	0
and	and	cc	and	and	0
Immortal	Immortal	j	Immortal	immortal	0
Souls	Souls	n2	Souls	soul	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
