Most	Most	ds	Most	most	0
gracious	gracious	j	gracious	gracious	0
&	&	cc	&	and	0
dread	dread	j	dread	dread	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
TO	TO	p-acp	TO	to	0
your	your	po22	your	your	0
sacred	sacred	j	sacred	sacred	0
hand	hand	n1	hand	hand	0
&	&	cc	&	and	0
view	view	n1	view	view	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
offer	offer	vvb	offer	offer	0
this	this	d	this	this	0
little	little	j	little	little	0
peiee	peiee	n2	peiee	peiee	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
sort	sort	n1	sort	sort	0
concerned	concerned	vvn	concerned	concern	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
;	;	;	;	;	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
hath	hath	vhz	hath	have	0
little	little	j	little	little	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
books	books	n2	books	book	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
some	some	d	some	some	0
books	books	n2	books	book	0
which	which	r-crq	which	which	0
both	both	d	both	both	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
usefulnes	usefulnes	n1	usefulness	usefulness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
subject	subject	j-jn	subject	subject	0
&	&	cc	&	and	0
matter	matter	n1	matter	matter	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
treat	treat	vvb	treat	treat	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
smoothnes	smoothnes	n1	smoothness	smoothness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
style	style	n1	style	style	0
&	&	cc	&	and	0
language	language	n1	language	language	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
cloth'd	cloth'd	vvn	clothed	clothe	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
are	are	vbr	are	be	0
both	both	d	both	both	0
pleasant	pleasant	j	pleasant	pleasant	0
&	&	cc	&	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fitable	fitable	j-u	fitable	fitable	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
stu	stu	fw-la	stu	stu	0
∣	∣	sy	∣	∣	0
dious	dious	j	dious	dious	0
recreation	recreation	n1	recreation	recreation	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
is	is	vbz	is	be	0
this	this	d	this	this	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
one	one	pi	one	one	0
,	,	,	,	,	0
it	it	pn31	it	it	0
took	took	vvd	took	take	0
not	not	xx	not	not	0
up	up	a-acp	up	up	0
above	above	p-acp	above	above	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
writing	writing	n-vvg	writing	write	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
lsse	lsse	n1	lsse	lsse	0
then	then	av	then	then	0
one	one	crd	one	one	0
hours	hours	ng2	hours	hour	0
