May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Excellent	Excellent	j	Excellent	excellent	0
Majesty	Majesty	n1	Majesty	majesty	0
;	;	;	;	;	0
BEcause	BEcause	c-acp	BEcause	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pay	pay	vvi	pay	pay	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nually	nually	av-j	nually	nual	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
all	all	d	all	all	0
faithfull	faithfull	j	faithful	faithful	0
service	service	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
whereas	whereas	cs	whereas	whereas	0
,	,	,	,	,	0
most	most	ds	most	most	0
are	are	vbr	are	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
express	express	vvi	express	express	0
their	their	po32	their	their	0
forward	forward	av-j	forward	forward	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
things	things	n2	things	thing	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
judge	judge	vvb	judge	judge	0
most	most	av-ds	most	most	0
pleasing	pleasing	j-vvg	pleasing	please	0
,	,	,	,	,	0
and	and	cc	and	and	0
acceptable	acceptable	j	acceptable	acceptable	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
;	;	;	;	;	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
this	this	d	this	this	0
subject	subject	n-jn	subject	subject	0
;	;	;	;	;	0
well	well	av	well	well	0
knowing	knowing	vvg	knowing	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
comes	comes	fw-la	comes	comes	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
King	King	n1	King	king	0
,	,	,	,	,	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
greatest	greatest	js	greatest	great	0
delight	delight	n1	delight	delight	0
,	,	,	,	,	0
and	and	cc	and	and	0
chief	chief	j-jn	chief	chief	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
care	care	n1	care	care	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
advance	advance	vvi	advance	advance	0
the	the	dt	the	the	0
welfare	welfare	n1	welfare	welfare	0
and	and	cc	and	and	0
happiness	happiness	n1	happiness	happiness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
people	people	n1	people	people	0
.	.	.	.	.	1
This	This	np1	This	This	0
indeed	indeed	av	indeed	indeed	0
always	always	av	always	always	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
aim	aim	n1	aim	aim	0
,	,	,	,	,	0
and	and	cc	and	and	0
designe	designe	n1	design	design	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
with	with	p-acp	with	with	0
best	best	js	best	best	0
success	success	n1	success	success	0
,	,	,	,	,	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
ceeded	ceeded	vvd	ceeded	ceed	0
furthest	furthest	js	furthest	further	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
have	have	vhb	have	have	0
deser	deser	n1	desert	desert	0
∣	∣	sy	∣	∣	0
vedly	vedly	av-j	vedly	ved	0
chronicled	chronicled	vvn	chronicled	chronicle	0
their	their	po32	their	their	0
names	names	n2	names	name	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
