WHat	WHat	q-crq	WHat	what	0
I	I	pns11	I	i	0
studied	studied	vvd	studied	study	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
vate	vate	vvb	vate	vate	0
Chappell	Chappell	n1	Chapel	chapel	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
delivered	delivered	vvd	delivered	deliver	0
before	before	p-acp	before	before	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
Tuesday	Tuesday	np1	Tuesday	Tuesday	0
the	the	dt	the	the	0
19.	19.	crd	19.	19	0
of	of	pp-f	of	of	0
Iune	Iune	np1	Iune	June	0
,	,	,	,	,	0
last	last	ord	last	last	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
importuned	importuned	vvn	importuned	importune	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
publick	publick	j	public	public	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
good	good	j	good	good	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
good	good	j	good	good	0
,	,	,	,	,	0
then	then	av	then	then	0
quò	quò	fw-la	quò	quò	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
munius	munius	n1	munius	munius	0
,	,	,	,	,	0
eò	eò	fw-la	eò	eò	0
melius	melius	fw-la	melius	melius	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
publicke	publicke	j	public	public	0
it	it	pn31	it	it	0
becommeth	becommeth	vvz	becomes	become	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
good	good	j	good	good	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
doe	doe	vdi	do	do	0
.	.	.	.	.	1
I	I	pns11	I	i	0
wisht	wisht	vvd	wished	wish	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
study	study	n1	study	study	0
and	and	cc	and	and	0
delivery	delivery	n1	delivery	delivery	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
desire	desire	vvb	desire	desire	0
the	the	dt	the	the	0
prosperity	prosperity	n1	prosperity	prosperity	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
royall	royall	j	royal	royal	0
foundation	foundation	n1	foundation	foundation	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
gladly	gladly	av-j	gladly	glad	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
conceived	conceived	vvn	conceived	conceive	0
that	that	cst	that	that	0
my	my	po11	my	my	0
zeale	zeale	n1	zeal	zeal	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publicke	publicke	j	public	public	0
wel	wel	av	well	well	0
∣	∣	sy	∣	∣	0
fare	fare	vvb	fare	fare	0
▪	▪	▪	▪	▪	0
If	If	cs	If	if	0
that	that	cst	that	that	0
memorable	memorable	j	memorable	memorable	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
piety	piety	n1	piety	piety	0
▪	▪	▪	▪	▪	0
which	which	r-crq	which	which	0
