THat	THat	cst	THat	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
so	so	av	so	so	0
bould	bould	j	bold	bold	0
(	(	(	(	(	0
Right	Right	np1	Right	Right	0
Honora	Honora	np1	Honora	Honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
to	to	p-acp	to	to	0
shrewde	shrewde	j	shrewd	shrewd	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
this	this	d	this	this	0
my	my	po11	my	my	0
work	work	n1	work	work	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
not	not	xx	not	not	0
deserued	deserued	vvn	deserved	deserve	0
the	the	dt	the	the	0
least	least	ds	least	least	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
so	so	av	so	so	0
many	many	d	many	many	0
and	and	cc	and	and	0
irrequitable	irrequitable	j	irrequitable	irrequitable	0
fauours	fauours	n2	favours	favour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
bountiful	bountiful	j	bountiful	bountiful	0
harts	harts	n2	hearts	heart	0
and	and	cc	and	and	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
,	,	,	,	,	0
alreadie	alreadie	av	already	already	0
receiued	receiued	vvn	received	receive	0
;	;	;	;	;	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
except	except	vvi	except	except	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vnderstāding	vnderstāding	n1	understanding	understanding	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
endeauor	endeauor	vvb	endeavour	endeavour	0
this	this	d	this	this	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
