ALthough	ALthough	cs	ALthough	although	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
true	true	j	true	true	0
(	(	(	(	(	0
Right	Right	n-jn	Right	right	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
commonly	commonly	av-j	commonly	common	0
spo	spo	zz	spo	spo	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
,	,	,	,	,	0
that	that	cst	that	that	0
great	great	j	great	great	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
many	many	d	many	many	0
eares	eares	n2	ears	ear	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
are	are	vbr	are	be	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
rich	rich	j	rich	rich	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
as	as	c-acp	as	as	0
fewe	fewe	d	few	few	0
true	true	j	true	true	0
friends	friends	n2	friends	friend	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
who	who	r-crq	who	who	0
more	more	dc	more	more	0
licentious	licentious	j	licentious	licentious	0
and	and	cc	and	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
order	order	n1	order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
more	more	av-dc	more	more	0
incorrigibly	incorrigibly	av-j	incorrigibly	incorrigible	0
and	and	cc	and	and	0
vnreprooued	vnreprooued	j	unreproved	unreproved	0
,	,	,	,	,	0
walke	walke	vvb	walk	walk	0
in	in	p-acp	in	in	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
then	then	cs	then	than	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
?	?	?	?	?	1
Let	Let	vvb	Let	let	0
experience	experience	n1	experience	experience	0
speake	speake	vvi	speak	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
either	either	av-d	either	either	0
the	the	dt	the	the	0
timerousnes	timerousnes	n1	timorousness	timorousness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
professed	professed	j-vvn	professed	profess	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
or	or	cc	or	or	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
greatnes	greatnes	n1	greatness	greatness	0
,	,	,	,	,	0
keepe	keepe	vvb	keep	keep	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
entring	entring	vvg	entering	enter	0
into	into	p-acp	into	into	0
reproofe	reproofe	n1	reproof	reproof	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
,	,	,	,	,	0
withhold	withhold	vvb	withhold	withhold	0
themselues	themselues	px32	themselves	themselves	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
most	most	ds	most	most	0
commonly	commonly	av-j	commonly	common	0
both	both	d	both	both	0
they	they	pns32	they	they	0
and	and	cc	and	and	0
their	their	po32	their	their	0
true	true	j	true	true	0
friendship	friendship	n1	friendship	friendship	0
finde	finde	vvi	find	find	0
hard	hard	av-j	hard	hard	0
enter	enter	vvi	enter	enter	0
∣	∣	sy	∣	∣	0
tainment	tainment	n1	tainment	tainment	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
(	(	(	(	(	0
presuming	presuming	vvg	presuming	presume	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
kind	kind	j	kind	kind	0
acceptation	acceptation	n1	acceptation	acceptation	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
)	)	)	)	)	0
made	made	vvn	made	make	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
little	little	j	little	little	0
