To	To	p-acp	To	to	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
Schole-Deuines	Schole-Deuines	j	Schole-Deuines	schole-deuines	0
and	and	cc	and	and	0
Lawiers	Lawiers	n2	Lawyers	lawyer	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
faculties	faculties	n2	faculties	faculty	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Vniuersities	Vniuersities	n2	Universities	university	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
.	.	.	.	.	1
IT	IT	pn31	IT	it	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
(	(	(	(	(	0
learned	learned	j	learned	learned	0
Countrey-men	Countrey-men	n2	Countrymen	countryman	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
tooke	tooke	vvd	took	take	0
this	this	d	this	this	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
either	either	av-d	either	either	0
to	to	pc-acp	to	to	0
wade	wade	vvi	wade	wade	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
byn	byn	vbn	been	be	0
compelled	compelled	vvn	compelled	compel	0
;	;	;	;	;	0
or	or	cc	or	or	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
prefix	prefix	vvi	prefix	prefix	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Epistle	Epistle	n1	Epistle	epistle	0
Dedica	Dedica	np1	Dedica	Dedica	0
∣	∣	sy	∣	∣	0
tory	tory	n1	tory	tory	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
large	large	j	large	large	0
common	common	j	common	common	0
Preface	Preface	n1	Preface	preface	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
ensue	ensue	vvi	ensue	ensue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
may	may	vmb	may	may	0
partly	partly	av	partly	partly	0
appeare	appeare	vvi	appear	appear	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
argument	argument	n1	argument	argument	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
namely	namely	av	namely	namely	0
also	also	av	also	also	0
and	and	cc	and	and	0
principally	principally	av-jn	principally	principal	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
third	third	ord	third	three	0
Chap	Chap	n1	Chap	chap	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
taking	taking	vvg	taking	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
point	point	vvi	point	point	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
exorbitant	exorbitant	j	exorbitant	exorbitant	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
monstrous	monstrous	j	monstrous	monstrous	0
,	,	,	,	,	0
and	and	cc	and	and	0
malitious	malitious	j	malicious	malicious	0
lyes	lyes	n2	lies	lie	0
,	,	,	,	,	0
and	and	cc	and	and	0
slaunders	slaunders	n2	slanders	slander	0
cast	cast	vvd	cast	cast	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
broad	broad	j	broad	broad	0
this	this	d	this	this	0
last	last	ord	last	last	0
yeare	yeare	n1	year	year	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
certayne	certayne	j	certain	certain	0
small	small	j	small	small	0
contemptible	contemptible	j	contemptible	contemptible	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wicked	wicked	j	wicked	wicked	0
and	and	cc	and	and	0
hatefull	hatefull	j	hateful	hateful	0
libell	libell	n1	libel	libel	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
tytle	tytle	n1	title	title	0
of	of	pp-f	of	of	0
A	A	dt	A	a	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
couery	couery	n1	couery	couery	0
of	of	pp-f	of	of	0
Romish	Romish	jp	Romish	romish	0
doctrine	doctrine	n1	doctrine	doctrine	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
Conspiracy	Conspiracy	n1	Conspiracy	conspiracy	0
and	and	cc	and	and	0
Rebellion	Rebellion	n1	Rebellion	rebellion	0
by	by	p-acp	by	by	0
T.	T.	np1	T.	T.	0
M.	M.	n1	M.	m.	1
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
purpose	purpose	n1	purpose	purpose	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
cankred	cankred	j-vvn	cankered	canker	0
vntruthes	vntruthes	n2	untruths	untruth	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
most	most	av-ds	most	most	0
false	false	j	false	false	0
&	&	cc	&	and	0
virulent	virulent	j	virulent	virulent	0
calumniations	calumniations	n2	calumniations	calumniation	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
many	many	d	many	many	0
inōueniencesThe	inōueniencesThe	np1	inōueniencesThe	inōueniencesThe	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thors	thors	n2	thors	thor	0
first	first	ord	first	first	0
intention	intention	n1	intention	intention	0
.	.	.	.	.	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
publicke	publicke	j	public	public	0
hurtes	hurtes	n2	hurts	hurt	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
