SIRS	SIRS	np1	SIRS	Sirs	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Have	Have	vhb	Have	have	0
a	a	dt	a	a	0
few	few	d	few	few	0
words	words	n2	words	word	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	j	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
view	view	n1	view	view	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowing	lowing	vvg	lowing	low	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
concerning	concerning	vvg	concerning	concern	0
Preaching	Preaching	vvg	Preaching	preach	0
without	without	p-acp	without	without	0
Ordination	Ordination	n1	Ordination	ordination	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Esa.	Esa.	np1	Esa.	Esa.	1
8.20	8.20	crd	8.20	8.20	0
.	.	.	.	.	1
1	1	crd	1	1	0
Thes.	Thes.	np1	Thes.	Thes.	1
4	4	crd	4	4	0
▪	▪	▪	▪	▪	0
21.	21.	crd	21.	21.	0
that	that	n1	that	hat	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
reade	reade	vvi	read	read	0
and	and	cc	and	and	0
seriously	seriously	av-j	seriously	serious	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
it	it	pn31	it	it	0
,	,	,	,	,	0
trying	trying	vvg	trying	try	0
all	all	d	all	all	0
things	things	n2	things	thing	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
tryall	tryall	n1	trial	trial	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
to	to	pc-acp	to	to	0
corrispond	corrispond	vvi	corrispond	corrispond	0
