Honoured	Honoured	j-vvn	Honoured	honour	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
LOVE	LOVE	n1	LOVE	love	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
great	great	j	great	great	0
instru	instru	n2	instru	instru	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
paying	paying	vvg	paying	pay	0
our	our	po12	our	our	0
Duty	Duty	n1	Duty	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Holy	Holy	j	Holy	holy	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
Sanctions	Sanctions	n2	Sanctions	sanction	0
;	;	;	;	;	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
King	King	n1	King	king	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
obser	obser	n1	obser	obser	0
∣	∣	sy	∣	∣	0
vance	vance	n1	vance	vance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sacred	Sacred	j	Sacred	sacred	0
Commands	Commands	vvz	Commands	command	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Charity	Charity	n1	Charity	charity	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Neigh	Neigh	n1	Neigh	neigh	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
doing	doing	vdg	doing	do	0
him	him	pno31	him	he	0
all	all	d	all	all	0
the	the	dt	the	the	0
good	good	j	good	good	0
Offices	Offices	n2	Offices	office	0
of	of	pp-f	of	of	0
Friendship	Friendship	n1	Friendship	friendship	0
,	,	,	,	,	0
Bene	Bene	fw-la	Bene	bene	0
∣	∣	sy	∣	∣	0
volence	volence	n1	volence	volence	0
,	,	,	,	,	0
and	and	cc	and	and	0
Beneficence	Beneficence	n1	Beneficence	beneficence	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
many	many	d	many	many	0
great	great	j	great	great	0
instances	instances	n2	instances	instance	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Society	Society	n1	Society	society	0
.	.	.	.	.	1
Man	Man	n1	Man	man	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Primitive	Primitive	j	Primitive	primitive	0
Estate	Estate	n1	Estate	estate	0
and	and	cc	and	and	0
Perfection	Perfection	n1	Perfection	perfection	0
,	,	,	,	,	0
did	did	vdd	did	do	0
love	love	vvi	love	love	0
the	the	dt	the	the	0
First	First	ord	First	first	0
Infinite	Infinite	j	Infinite	infinite	0
and	and	cc	and	and	0
Omnipotent	Omnipotent	j	Omnipotent	omnipotent	0
Being	Being	vbg	Being	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Supream	Supream	j	Supreme	supreme	0
Good	Good	j	Good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Beings	Beings	n2	Beings	being	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
so	so	av	so	so	0
many	many	d	many	many	0
Emanations	Emanations	n2	Emanations	emanation	0
(	(	(	(	(	0
deri	deri	fw-la	deri	deri	0
∣	∣	sy	∣	∣	0
ved	ved	vvn	ved	ve	0
from	from	p-acp	from	from	0
Him	Him	pno31	Him	he	0
)	)	)	)	)	0
which	which	q-crq	which	which	0
are	are	vbr	are	be	0
more	more	n1	more	moor	0
or	or	cc	or	or	0
less	less	av-dc	less	less	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
beloved	beloved	vvn	beloved	belove	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
participate	participate	vvb	participate	participate	0
greater	greater	jc	greater	great	0
or	or	cc	or	or	0
less	less	av-dc	less	less	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Essential	Essential	j	Essential	essential	0
Goodness	Goodness	n1	Goodness	goodness	0
.	.	.	.	.	1
The	The	dt	The	the	0
King	King	n1	King	king	0
resembling	resembling	vvg	resembling	resemble	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
Particle	Particle	n1	Particle	particle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
vine	vine	n1	vine	vine	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
being	being	vbg	being	be	0
his	his	po31	his	his	0
Vicegerent	Vicegerent	n1	Vicegerent	vicegerent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sacred	Sacred	j	Sacred	sacred	0
Of	Of	pp-f	Of	of	0
∣	∣	sy	∣	∣	0
fice	fice	n1	fice	fice	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
treated	treated	vvn	treated	treat	0
with	with	p-acp	with	with	0
most	most	ds	most	most	0
reverential	reverential	j	reverential	reverential	0
Esteems	Esteems	vvz	Esteems	esteem	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
sincere	sincere	j	sincere	sincere	0
Affection	Affection	n1	Affection	affection	0
and	and	cc	and	and	0
Obedience	Obedience	n1	Obedience	obedience	0
.	.	.	.	.	1
We	We	pns12	We	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
entertain	entertain	vvi	entertain	entertain	0
our	our	po12	our	our	0
Neighbour	Neighbour	n1	Neighbour	neighbour	0
with	with	p-acp	with	with	0
kind	kind	j	kind	kind	0
Respects	Respects	n2	Respects	respect	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Humane	Humane	j	Humane	humane	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
created	created	vvn	created	create	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
Image	Image	n1	Image	image	0
;	;	;	;	;	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
greater	greater	jc	greater	great	0
love	love	n1	love	love	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
redeemed	redeemed	vvn	redeemed	redeem	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Merits	Merits	n2	Merits	merit	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
affectionate	affectionate	j	affectionate	affectionate	0
Esteems	Esteems	vvz	Esteems	esteem	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
sanctified	sanctified	vvn	sanctified	sanctify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
,	,	,	,	,	0
and	and	cc	and	and	0
adorned	adorned	vvn	adorned	adorn	0
with	with	p-acp	with	with	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Graces	Graces	n2	Graces	grace	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
several	several	j	several	several	0
capacities	capacities	n2	capacities	capacity	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
and	and	cc	and	and	0
a	a	dt	a	a	0
good	good	j	good	good	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
,	,	,	,	,	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	p-acp	to	to	0
caress	caress	n1	caress	caress	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
affectionate	affectionate	j	affectionate	affectionate	0
Kindness	Kindness	n1	Kindness	kindness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
highly	highly	av-j	highly	high	0
our	our	po12	our	our	0
entire	entire	j	entire	entire	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
Benefactor	Benefactor	n1	Benefactor	benefactor	0
,	,	,	,	,	0
and	and	cc	and	and	0
Preserver	Preserver	n1	Preserver	preserver	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
loved	loved	vvn	loved	love	0
our	our	po12	our	our	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
built	built	vvd	built	build	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
Synagogue	Synagogue	n1	Synagogue	synagogue	0
.	.	.	.	.	1
And	And	cc	And	and	0
having	having	vhg	having	have	0
read	read	vvn	read	read	0
many	many	d	many	many	0
Lectures	Lectures	n2	Lectures	lecture	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
of	of	pp-f	of	of	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Animals	Animals	n2	Animals	animal	0
,	,	,	,	,	0
Dissected	Dissected	vvn	Dissected	dissect	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
stately	stately	j	stately	stately	0
Theater	Theater	n1	Theater	theater	0
(	(	(	(	(	0
built	built	vvn	built	build	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
great	great	j	great	great	0
charges	charges	n2	charges	charge	0
)	)	)	)	)	0
I	I	pns11	I	i	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
this	this	d	this	this	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Anatomy	Anatomy	n1	Anatomy	anatomy	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Fruits	Fruits	n2	Fruits	fruit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Munificence	Munificence	n1	Munificence	munificence	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
YOƲ	YOƲ	np1	YOƲ	YOƲ	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
Patron	Patron	n1	Patron	patron	0
and	and	cc	and	and	0
supporter	supporter	n1	supporter	supporter	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Society	Society	n1	Society	society	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
elegant	elegant	j	elegant	elegant	0
Structure	Structure	n1	Structure	structure	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
styled	styled	vvn	styled	style	0
the	the	dt	the	the	0
Seat	Seat	n1	Seat	seat	0
of	of	pp-f	of	of	0
Pallas	Pallas	np1	Pallas	Pallas	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Academy	Academy	n1	Academy	academy	0
of	of	pp-f	of	of	0
Arts	Arts	n2	Arts	art	0
and	and	cc	and	and	0
Sciences	Sciences	n2	Sciences	science	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
our	our	po12	our	our	0
Anatomical	Anatomical	j	Anatomical	anatomical	0
Lectures	Lectures	n2	Lectures	lecture	0
are	are	vbr	are	be	0
celebrated	celebrated	vvn	celebrated	celebrate	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
experimen	experimen	n1	experiment	experiment	0
∣	∣	sy	∣	∣	0
tal	tal	j	tal	tall	0
Phylosophy	Phylosophy	n1	Philosophy	philosophy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Faculty	Faculty	n1	Faculty	faculty	0
of	of	pp-f	of	of	0
Physick	Physick	n1	Physic	physic	0
and	and	cc	and	and	0
Chyrurgery	Chyrurgery	n1	Chirurgery	chirurgery	0
is	is	vbz	is	be	0
advanced	advanced	vvn	advanced	advance	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
prying	prying	vvg	prying	pry	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
secrets	secrets	n2-jn	secrets	secret	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
manifested	manifested	vvn	manifested	manifest	0
by	by	p-acp	by	by	0
laying	laying	vvg	laying	lay	0
open	open	av-j	open	open	0
the	the	dt	the	the	0
several	several	j	several	several	0
apartiments	apartiments	n2	apartiments	apartiment	0
