DEare	DEare	n1	DEare	deer	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
giveth	giveth	vvz	gives	give	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
title	title	n1	title	title	0
of	of	pp-f	of	of	0
Watchmen	Watchmen	n2	Watchmen	watchman	0
,	,	,	,	,	0
and	and	cc	and	and	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
verseers	verseers	n2	verseers	verseer	0
,	,	,	,	,	0
Ezek.	Ezek.	np1	Ezek.	Ezek.	1
3.17	3.17	crd	3.17	3.17	0
.	.	.	.	.	1
Act.	Act.	n1	Act.	act	0
20.28	20.28	crd	20.28	20.28	0
.	.	.	.	.	0
and	and	cc	and	and	0
these	these	d	these	these	0
Titles	Titles	n2	Titles	title	0
admonish	admonish	vvb	admonish	admonish	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
office	office	n1	office	office	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
Watch	Watch	vvi	Watch	watch	0
and	and	cc	and	and	0
Oversee	Oversee	vvi	Oversee	oversee	0
yourselves	yourselves	px22	yourselves	yourselves	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
20.28	20.28	crd	20.28	20.28	0
.	.	.	.	.	1
Heb.	Heb.	np1	Heb.	Heb.	0
13.17	13.17	crd	13.17	13.17	0
.	.	.	.	.	1
Open	Open	j	Open	open	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
look	look	vvb	look	look	0
first	first	ord	first	first	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
about	about	p-acp	about	about	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bove	bove	p-acp	above	above	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
discover	discover	vvi	discover	discover	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
)	)	)	)	)	0
why	why	q-crq	why	why	0
God	God	np1	God	God	0
raiseth	raiseth	vvz	raiseth	raise	0
such	such	d	such	such	0
swarmes	swarmes	n2	swarms	swarm	0
of	of	pp-f	of	of	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
many	many	d	many	many	0
thousand	thousand	crd	thousand	thousand	0
Petitioners	Petitioners	n2	Petitioners	petitioner	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
storme	storme	vvi	storm	storm	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
starve	starve	vvi	starve	starve	0
you	you	pn22	you	you	0
,	,	,	,	,	0
why	why	q-crq	why	why	0
so	so	av	so	so	0
many	many	d	many	many	0
call	call	vvb	call	call	0
you	you	pn22	you	you	0
Priests	Priests	n2	Priests	priest	0
in	in	p-acp	in	in	0
spight	spight	n1	spite	spite	0
and	and	cc	and	and	0
scorne	scorne	n1	scorn	scorn	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Priests	Priests	n2	Priests	priest	0
to	to	pc-acp	to	to	0
sacrifice	sacrifice	vvi	sacrifice	sacrifice	0
you	you	pn22	you	you	0
,	,	,	,	,	0
if	if	cs	if	if	0
that	that	d	that	that	0
Gods	Gods	ng1	Gods	god	0
providence	providence	n1	providence	providence	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
civill	civill	j	civil	civil	0
&	&	cc	&	and	0
military	military	j	military	military	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
tect	tect	vvb	tect	tect	0
you	you	pn22	you	you	0
,	,	,	,	,	0
&	&	cc	&	and	0
Black	Black	j-jn	Black	black	0
coates	coates	n2	coats	coat	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
(	(	(	(	(	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
power	power	n1	power	power	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
the	the	dt	the	the	0
Priests	Priests	n2	Priests	priest	0
of	of	pp-f	of	of	0
Ceres	Ceres	np1	Ceres	Ceres	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
aTunicam	aTunicam	fw-la	aTunicam	atunicam	0
quam	quam	fw-la	quam	quam	0
initiati	initiati	fw-la	initiati	initiati	0
∣	∣	sy	∣	∣	0
onis	onis	fw-la	onis	onis	0
die	die	zz	die	die	0
indu	indu	fw-fr	indu	indu	0
