RIGHT	RIGHT	av-jn	RIGHT	right	0
HONORABLE	HONORABLE	j	HONOURABLE	honourable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fairest	fairest	js	fairest	fair	0
Ornament	Ornament	n1	Ornament	ornament	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
glorious	glorious	j	glorious	glorious	0
Citty	Citty	n1	City	city	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
my	my	po11	my	my	0
small	small	j	small	small	0
discouery	discouery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
abuses	abuses	n2	abuses	abuse	0
;	;	;	;	;	0
wherein	wherein	q-crq	wherein	wherein	0
is	is	vbz	is	be	0
declared	declared	vvn	declared	declare	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hidden	hidden	j-vvn	hidden	hide	0
euils	euils	n2-jn	evils	evil	0
harboured	harboured	vvn	harboured	harbour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
wels	wels	ng1	wells	well	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
reformation	reformation	n1	reformation	reformation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
them	them	pno32	them	they	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ported	ported	j-vvn	ported	port	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
yeare	yeare	n1	year	year	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Maiesties	Maiesties	n2	Majesties	majesty	0
Reigne	Reigne	vvi	Reign	reign	0
(	(	(	(	(	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
being	being	vbg	being	be	0
then	then	av	then	then	0
Shriefe	Shriefe	n1	Shriefe	sheriff	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Cit	Cit	np1	Cit	Cit	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
)	)	)	)	)	0
you	you	pn22	you	you	0
made	made	vvd	made	make	0
your	your	po22	your	your	0
Visitations	Visitations	n2	Visitations	visitation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sub-vrbs	Sub-vrbs	j	Suburbs	suburbs	0
,	,	,	,	,	0
and	and	cc	and	and	0
out	out	av	out	out	0
∣	∣	sy	∣	∣	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Precincts	Precincts	n2	Precincts	precinct	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
enquire	enquire	vvi	inquire	inquire	0
