Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
continuall	continuall	j	continual	continual	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
uours	uours	n2	uours	uour	0
J	J	pns11	J	i	0
receiued	receiued	vvd	received	receive	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
FRANCE	FRANCE	np1	FRANCE	France	0
,	,	,	,	,	0
doe	doe	n1	doe	doe	0
(	(	(	(	(	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
wayes	wayes	n2	ways	way	0
)	)	)	)	)	0
binde	binde	vvb	bind	bind	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
serue	serue	vvi	serve	serve	0
and	and	cc	and	and	0
honor	honor	vvi	honour	honour	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
J	J	pns11	J	i	0
may	may	vmb	may	may	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
posing	posing	vvg	posing	pose	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
consecrate	consecrate	vvi	consecrate	consecrate	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
our	our	po12	our	our	0
Age	Age	n1	Age	age	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
Posteritie	Posteritie	n1	Posterity	posterity	0
,	,	,	,	,	0
the	the	dt	the	the	0
memorie	memorie	n1	memory	memory	0
of	of	pp-f	of	of	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
4.	4.	crd	4.	4.	0
the	the	dt	the	the	0
late	late	j	late	late	0
French	French	jp	French	french	0
King	King	n1	King	king	0
,	,	,	,	,	0
(	(	(	(	(	0
whose	whose	r-crq	whose	who	0
most	most	av-ds	most	most	0
deplorable	deplorable	j	deplorable	deplorable	0
Murder	Murder	n1	Murder	murder	0
,	,	,	,	,	0
sorrow	sorrow	n1	sorrow	sorrow	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
can	can	vmb	can	can	0
neuer	neuer	av-x	never	never	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
bewaile	bewaile	vvi	bewail	bewail	0
)	)	)	)	)	0
J	J	pns11	J	i	0
esteemed	esteemed	vvd	esteemed	esteem	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
dueties	dueties	n2	duties	duty	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
L.	L.	n1	L.	lord	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
gard	gard	n1	guard	guard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Qualitie	Qualitie	n1	Quality	quality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
