Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
THERE	THERE	pc-acp	THERE	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
common	common	j	common	common	0
to	to	p-acp	to	to	0
man	man	n1	man	man	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
nature	nature	n1	nature	nature	0
is	is	vbz	is	be	0
capable	capable	j	capable	capable	0
of	of	pp-f	of	of	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
:	:	:	:	:	0
one	one	pi	one	one	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
appetite	appetite	n1	appetite	appetite	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
a	a	dt	a	a	0
mista	mista	fw-la	mista	mista	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
himselfe	himselfe	px31	himself	himself	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
or	or	cc	or	or	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
:	:	:	:	:	0
Ambition	Ambition	n1	Ambition	ambition	0
stirres	stirres	n2	stirs	stir	0
up	up	p-acp	up	up	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ignorance	Ignorance	n1	Ignorance	ignorance	0
causeth	causeth	vvz	causeth	cause	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
;	;	;	;	;	0
that	that	cst	that	that	0
swels	swels	vvz	swells	swell	0
,	,	,	,	,	0
this	this	d	this	this	0
poysons	poysons	n2	poisons	poison	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
Humour	Humour	n1	Humour	humour	0
did	did	vdd	did	do	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
transport	transport	vvi	transport	transport	0
some	some	d	some	some	0
Ancients	Ancients	n2-j	Ancients	ancient	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
placed	placed	vvd	placed	place	0
very	very	av	very	very	0
Fe	Fe	uh	Fe	fe	0
∣	∣	sy	∣	∣	0
licitie	licitie	n1	licitie	licitie	0
in	in	p-acp	in	in	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
strange	strange	j	strange	strange	0
and	and	cc	and	and	0
unnaturall	unnaturall	j	unnatural	unnatural	0
Adventures	Adventures	n2	Adventures	adventure	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Evill	Evill	n-jn	Evil	evil	0
,	,	,	,	,	0
made	made	vvd	made	make	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
;	;	;	;	;	0
and	and	cc	and	and	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
