Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Find	Find	vvb	Find	find	0
it	it	pn31	it	it	0
disputed	disputed	vvn	disputed	dispute	0
a	a	pp-f	a	of	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
your	your	po22	your	your	0
Casuists	Casuists	n2	Casuists	casuist	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
writ	writ	vvn	writ	write	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Member	Member	n1	Member	member	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Or	Or	cc	Or	or	0
∣	∣	sy	∣	∣	0
der	der	fw-mi	der	der	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
belong	belong	vvi	belong	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Society	Society	n1	Society	society	0
;	;	;	;	;	0
the	the	dt	the	the	0
Argu	Argu	n1	Argu	argu	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
are	are	vbr	are	be	0
very	very	av	very	very	0
weigh	weigh	vvb	weigh	weigh	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
in	in	p-acp	in	in	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Society	Society	n1	Society	society	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
pleaded	pleaded	vvn	pleaded	plead	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
no	no	dx	no	no	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
Member	Member	n1	Member	member	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
