WHen	WHen	c-crq	WHen	when	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Honou	Honou	np1	Honou	Honou	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
)	)	)	)	)	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
course	course	n1	course	course	0
to	to	pc-acp	to	to	0
Read	Read	vvi	Read	read	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Middle	Middle	j-jn	Middle	middle	0
Temple	Temple	n1	Temple	temple	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
there	there	a-acp	there	there	0
continued	continued	vvn	continued	continue	0
a	a	dt	a	a	0
Puisnè	Puisnè	fw-la	Puisnè	puisnè	0
full	full	av-j	full	full	0
20	20	crd	20	20	0
years	years	n2	years	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
Read	Read	vvb	Read	read	0
)	)	)	)	)	0
and	and	cc	and	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
an	an	dt	and	a	0
Ap	Ap	fw-mi	Ap	ap	0
∣	∣	sy	∣	∣	0
prentice	prentice	n1	prentice	apprentice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Reading	Reading	n-vvg	Reading	read	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Fellows	Fellows	n2	Fellows	fellow	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
House	House	n1	House	house	0
,	,	,	,	,	0
such	such	d	such	such	0
Notes	Notes	n2	Notes	note	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
collected	collected	vvn	collected	collect	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Study	Study	n1	Study	study	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
profitable	profitable	j	profitable	profitable	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
opened	opened	vvn	opened	open	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
and	and	cc	and	and	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
Law	Law	n1	Law	law	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
time	time	n1	time	time	0
;	;	;	;	;	0
And	And	cc	And	and	0
whē	whē	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
looked	looked	vvn	looked	look	0
into	into	p-acp	into	into	0
some	some	d	some	some	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
mens	mens	ng2	men's	man	0
Travels	Travels	n2	Travels	travel	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
Read	Read	vvn	Read	read	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Writers	Writers	n2	Writers	writer	0
,	,	,	,	,	0
and	and	cc	and	and	0
found	found	vvd	found	find	0
many	many	d	many	many	0
several	several	j	several	several	0
Con	Con	fw-mi	Con	con	0
∣	∣	sy	∣	∣	0
ceipts	ceipts	ng2	ceipts	ceipts	0
,	,	,	,	,	0
and	and	cc	and	and	0
sundry	sundry	j	sundry	sundry	0
Incertainties	Incertainties	n2	Incertainties	incertainty	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
Commencement	Commencement	n1	Commencement	commencement	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
whence	whence	c-crq	whence	whence	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
meet	meet	j	meet	meet	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Tully	Tully	np1	Tully	Tully	0
teacheth	teacheth	vvz	teaches	teach	0
)	)	)	)	)	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
derstood	derstood	vvd	derstood	derstood	0
,	,	,	,	,	0
Quid	Quid	fw-la	Quid	quid	0
est	est	fw-la	est	est	0
de	de	fw-la	de	de	0
quo	quo	fw-la	quo	quo	0
disputetur	disputetur	fw-la	disputetur	disputetur	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
par	par	fw-fr	par	par	0
∣	∣	sy	∣	∣	0
ticular	ticular	j	ticular	ticular	0
cases	cases	n2	cases	case	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
decided	decided	vvn	decided	decide	0
thereby	thereby	av	thereby	thereby	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
exercise	exercise	n1	exercise	exercise	0
,	,	,	,	,	0
well	well	av	well	well	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
that	that	cst	that	that	0
entred	entred	vvd	entered	enter	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
Gate	Gate	n1	Gate	gate	0
