BEing	BEing	vbg	BEing	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
duetifull	duetifull	j	dutiful	dutiful	0
minde	minde	n1	mind	mind	0
towardes	towardes	p-acp	towards	towards	0
your	your	po22	your	your	0
good	good	j	good	good	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
there	there	a-acp	there	there	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
no	no	dx	no	no	0
better	better	jc	better	better	0
meane	meane	n1	mean	mean	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
dedication	dedication	n1	dedication	dedication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
present	present	j	present	present	0
worke	worke	n1	work	work	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
containeth	containeth	vvz	containeth	contain	0
a	a	dt	a	a	0
large	large	j	large	large	0
exposition	exposition	n1	exposition	exposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Lawe	Lawe	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
practise	practise	n1	practice	practice	0
thereof	thereof	av	thereof	thereof	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Commonweale	Commonweale	n1	Commonweal	commonweal	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
:	:	:	:	:	0
wher	wher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
reading	reading	n-vvg	reading	read	0
with	with	p-acp	with	with	0
due	due	j-jn	due	due	0
consideration	consideration	n1	consideration	consideration	0
,	,	,	,	,	0
may	may	vmb	may	may	0
iustly	iustly	av-j	justly	just	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvi	mend	mend	0
it	it	pn31	it	it	0
many	many	d	many	many	0
wayes	wayes	n2	ways	way	0
,	,	,	,	,	0
euen	euen	av	even	even	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
greatest	greatest	js	greatest	great	0
lear	lear	j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
authoritie	authoritie	n1	authority	authority	0
and	and	cc	and	and	0
vertue	vertue	n1	virtue	virtue	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
an	an	dt	and	a	0
eye	eye	n1	eye	eye	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
groundworks	groundworks	n2	groundworks	groundwork	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
God	God	np1	God	God	0
and	and	cc	and	and	0
not	not	xx	not	not	0
man	man	n1	man	man	0
.	.	.	.	.	1
If	If	cs	If	if	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Lawemaker	Lawemaker	n1	Lawmaker	lawmaker	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lawe	Lawe	n1	Law	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iudge	Iudge	n1	Judge	judge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
