MOST	MOST	av-ds	MOST	most	0
DREAD	DREAD	j	DREAD	dread	0
SOVERAIGN	SOVERAIGN	n-jn	SOVERAIGN	sovereign	0
,	,	,	,	,	0
THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
amongst	amongst	p-acp	among	among	0
men	men	n2	men	man	0
a	a	dt	a	a	0
grea	grea	zz	grea	grea	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
help	help	n1	help	help	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
attaining	attaining	vvg	attaining	attain	0
unto	unto	p-acp	unto	unto	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
then	then	av	then	then	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
History	History	n1	History	history	0
.	.	.	.	.	1
We	We	pns12	We	we	0
call	call	vvb	call	call	0
Experience	Experience	n1	Experience	experience	0
a	a	dt	a	a	0
good	good	j	good	good	0
Mistris	Mistris	n1	Mistress	mistress	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
she	she	pns31	she	she	0
is	is	vbz	is	be	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Scottish	Scottish	jp	Scottish	scottish	0
Proverb	Proverb	n1	Proverb	proverb	0
,	,	,	,	,	0
It	It	pn31	It	it	0
seldome	seldome	av	seldom	seldom	0
quits	quits	vvz	quits	quit	0
the	the	dt	the	the	0
cost	cost	n1	cost	cost	0
:	:	:	:	:	0
Hi	Hi	pno31	Him	he	0
∣	∣	sy	∣	∣	0
story	story	n1	story	story	0
not	not	xx	not	not	0
so	so	av	so	so	0
;	;	;	;	;	0
it	it	pn31	it	it	0
teacheth	teacheth	vvz	teaches	teach	0
us	us	pno12	us	we	0
at	at	p-acp	at	at	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
cost	cost	n1	cost	cost	0
,	,	,	,	,	0
and	and	cc	and	and	0
carrieth	carrieth	vvz	carrieth	carry	0
this	this	d	this	this	0
advantage	advantage	n1	advantage	advantage	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
few	few	d	few	few	0
hours	hours	n2	hours	hour	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
gather	gather	vvi	gather	gather	0
moe	moe	dc	more	more	0
Instructions	Instructions	n2	Instructions	instruction	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
then	then	cs	then	than	0
twenty	twenty	crd	twenty	twenty	0
men	men	n2	men	man	0
living	living	vvg	living	live	0
successively	successively	av-j	successively	successive	0
one	one	pi	one	one	0
after	after	p-acp	after	after	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
can	can	vmb	can	can	0
possibly	possibly	av-j	possibly	possible	0
learn	learn	vvi	learn	learn	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
own	own	d	own	own	0
experience	experience	n1	experience	experience	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
hath	hath	vhz	hath	have	0
History	History	n1	History	history	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
