WHat	WHat	q-crq	WHat	what	0
greater	greater	jc	greater	great	0
Good	Good	j	Good	good	0
than	than	cs	than	than	0
timely	timely	j	timely	timely	0
preservation	preservation	n1	preservation	preservation	0
,	,	,	,	,	0
From	From	p-acp	From	from	0
Fire	Fire	n1	Fire	fire	0
and	and	cc	and	and	0
Sword	Sword	n1	Sword	sword	0
,	,	,	,	,	0
Destruction	Destruction	n1	Destruction	destruction	0
,	,	,	,	,	0
Devastation	Devastation	n1	Devastation	devastation	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Can	Can	vmb	Can	can	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
great	great	j	great	great	0
or	or	cc	or	or	0
small	small	j	small	small	0
?	?	?	?	?	1
Which	Which	r-crq	Which	which	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
confest	confest	vvn	confessed	confess	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
That	That	cst	That	that	0
Heav'n	Heav'n	n1	Heaven	heaven	0
hath	hath	vhz	hath	have	0
pitch'd	pitch'd	vvn	pitched	pitch	0
on	on	p-acp	on	on	0
You	You	pn22	You	you	0
,	,	,	,	,	0
truth	truth	n1	truth	truth	0
to	to	pc-acp	to	to	0
advance	advance	vvi	advance	advance	0
,	,	,	,	,	0
And	And	cc	And	and	0
work	work	vvi	work	work	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
such	such	d	such	such	0
great	great	j	great	great	0
Deliverance	Deliverance	n1	Deliverance	deliverance	0
;	;	;	;	;	0
You	You	pn22	You	you	0
that	that	cst	that	that	0
kick	kick	vvb	kick	kick	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
vidence	vidence	n1	vidence	vidence	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
Provi	Provi	fw-la	Provi	provi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
may	may	vmb	may	may	0
kick	kick	vvi	kick	kick	0
you	you	pn22	you	you	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
don't	don't	vdbx	don't	do	0
mend	mend	vvi	mend	mend	0
your	your	po22	your	your	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ners	ners	zz	ners	ners	0
.	.	.	.	.	1
None	None	pix	None	none	0
but	but	p-acp	but	but	0
blind	blind	j	blind	blind	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
will	will	vmb	will	will	0
or	or	cc	or	or	0
dare	dare	vvb	dare	dare	0
deny	deny	vvi	deny	deny	0
,	,	,	,	,	0
Or	Or	cc	Or	or	0
blinder	blinder	jc	blinder	blind	0
Protestants	Protestants	n2	Protestants	protestant	0
;	;	;	;	;	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
such	such	d	such	such	0
we	we	pns12	we	we	0
spy	spy	vvb	spy	spy	0
.	.	.	.	.	0
)	)	)	)	)	1
You	You	pn22	You	you	0
came	came	vvd	came	come	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
nick	nick	n1	neck	nick	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
,	,	,	,	,	0
Even	Even	av-j	Even	even	0
when	when	c-crq	when	when	0
our	our	po12	our	our	0
Foes	Foes	n2	Foes	foe	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
prime	prime	n-jn	prime	prime	0
;	;	;	;	;	0
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
wanted	wanted	vvd	wanted	want	0
