Dearly	Dearly	av-jn	Dearly	dear	0
Beloved	Beloved	vvn	Beloved	belove	0
,	,	,	,	,	0
THough	THough	cs	THough	though	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
decency	decency	n1	decency	decency	0
decline	decline	vvi	decline	decline	0
the	the	dt	the	the	0
Publication	Publication	n1	Publication	publication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
so	so	av	so	so	0
earnestly	earnestly	av-j	earnestly	earnest	0
desired	desired	vvn	desired	desire	0
,	,	,	,	,	0
then	then	av	then	then	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
greatnesse	greatnesse	n1	greatness	greatness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
respects	respects	n2	respects	respect	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
function	function	n1	function	function	0
,	,	,	,	,	0
did	did	vdd	did	do	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
dayes	dayes	n2	days	day	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
presse	presse	n1	press	press	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
free	free	j	free	free	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
Reception	Reception	n1	Reception	reception	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
Divine	Divine	vvi	Divine	divine	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
sore	sore	j	soar	sore	0
visitation	visitation	n1	visitation	visitation	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
obstruct	obstruct	vvi	obstruct	obstruct	0
the	the	dt	the	the	0
performance	performance	n1	performance	performance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Service	Service	n1	Service	service	0
,	,	,	,	,	0
so	so	av	so	so	0
long	long	av-j	long	long	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
justly	justly	av-j	justly	just	0
have	have	vhi	have	have	0
hoped	hoped	vvn	hoped	hope	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
minded	minded	vvn	minded	mind	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
being	being	vbg	being	be	0
disappointed	disappointed	vvn	disappointed	disappoint	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
I	I	pns11	I	i	0
now	now	av	now	now	0
,	,	,	,	,	0
though	though	cs	though	though	0
late	late	j	late	late	0
,	,	,	,	,	0
send	send	vvb	send	send	0
it	it	pn31	it	it	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
altering	altering	vvg	altering	alter	0
any	any	d	any	any	0
one	one	crd	one	one	0
Line	Line	n1	Line	line	0
or	or	cc	or	or	0
period	period	n1	perjod	period	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
then	then	av	then	then	0
delivered	delivered	vvn	delivered	deliver	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
very	very	j	very	very	0
Slen	Slen	np1	Slen	Slen	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
Return	Return	n1	Return	return	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
favours	favours	n2	favours	favour	0
I	I	pns11	I	i	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
crave	crave	vvi	crave	crave	0
your	your	po22	your	your	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
professe	professe	vvi	profess	profess	0
,	,	,	,	,	0
That	That	cst	That	that	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Ring	Ring	n1	Ring	ring	0
,	,	,	,	,	0
though	though	cs	though	though	0
placed	placed	vvn	placed	place	0
only	only	av-j	only	only	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
finger	finger	n1	finger	finger	0
is	is	vbz	is	be	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
;	;	;	;	;	0
so	so	av	so	so	0
this	this	d	this	this	0
little	little	j	little	little	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
though	though	cs	though	though	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
dicated	dicated	vvn	dicated	dicate	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
intended	intended	vvn	intended	intend	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Honour	Honour	n1	Honour	honour	0
&	&	cc	&	and	0
Thanks	Thanks	n2	Thanks	thank	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
Orders	Orders	n1	Order	order	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
great	great	j	great	great	0
Diocese	Diocese	n1	Diocese	diocese	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
signal	signal	n1	signal	signal	0
and	and	cc	and	and	0
publick	publick	j	public	public	0
favours	favours	n2	favours	favour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
attendance	attendance	n1	attendance	attendance	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
service	service	n1	service	service	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
every	every	d	every	every	0
where	where	q-crq	where	where	0
received	received	vvn	received	receive	0
.	.	.	.	.	1
All	All	av-d	All	all	0
the	the	dt	the	the	0
Answer	Answer	n1	Answer	answer	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
great	great	j	great	great	0
an	an	dt	and	a	0
Obligation	Obligation	n1	Obligation	obligation	0
,	,	,	,	,	0
is	is	vbz	is	be	0
dai	dai	n1	day	day	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
large	large	j	large	large	0
Diocese	Diocese	n1	Diocese	diocese	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
beautifi	beautifi	n2	beautifi	beautifi	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
blessings	blessings	n2	blessings	blessing	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Vnity	Vnity	n1	Unity	unity	0
and	and	cc	and	and	0
Holinesse	Holinesse	n1	Holiness	holiness	0
;	;	;	;	;	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
thereof	thereof	av	thereof	thereof	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
fide	fide	fw-la	fide	fide	0
∣	∣	sy	∣	∣	0
lity	lity	n1	lity	lity	0
deliver	deliver	vvi	deliver	deliver	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
effectual	effectual	j	effectual	effectual	0
opera	opera	fw-la	opera	opera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
free	free	j	free	free	0
and	and	cc	and	and	0
successfull	successfull	j	successful	successful	0
pas	pas	vvb	pass	pass	0
∣	∣	sy	∣	∣	0
sage	sage	j-jn	sage	sage	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
lives	lives	n2	lives	life	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Charge	Charge	n1	Charge	charge	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Continual	Continual	j	Continual	continual	0
Prayer	Prayer	n1	Prayer	prayer	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Assistance	Assistance	n1	Assistance	assistance	0
of	of	pp-f	of	of	0
Divine	Divine	j-jn	Divine	divine	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
unwea	unwea	n1	unwea	unwea	0
