Most	Most	ds	Most	most	0
gracious	gracious	j	gracious	gracious	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
only	only	j	only	only	0
ends	ends	n2	ends	end	0
or	or	cc	or	or	0
scopes	scopes	n2	scopes	scope	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
my	my	po11	my	my	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
draught	draught	n1	draught	draught	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
long	long	j	long	long	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
comments	comments	n2	comments	comment	0
upō	upō	p-acp	upon	upon	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
Creed	Creed	n1	Creed	creed	0
,	,	,	,	,	0
did	did	vdd	did	do	0
ayme	ayme	vvi	aim	aim	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
first	first	ord	first	first	0
and	and	cc	and	and	0
principally	principally	av-j	principally	principal	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
supreme	supreme	j	supreme	supreme	0
Cause	Cause	n1	Cause	cause	0
of	of	pp-f	of	of	0
causes	causes	n2	causes	cause	0
,	,	,	,	,	0
the	the	dt	the	the	0
maine	maine	n1	main	main	0
End	End	vvb	End	end	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
ends	ends	n2	ends	end	0
,	,	,	,	,	0
intended	intended	vvn	intended	intend	0
by	by	p-acp	by	by	0
good	good	j	good	good	0
men	men	n2	men	man	0
or	or	cc	or	or	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gels	gels	n2	gels	gel	0
:	:	:	:	:	0
The	The	dt	The	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
subordinate	subordinate	j	subordinate	subordinate	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
,	,	,	,	,	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
longing	longing	n1	longing	longing	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
sires	sires	ng1	sire's	sire	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
discharging	discharging	vvg	discharging	discharge	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
my	my	po11	my	my	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
