AS	AS	p-acp	AS	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
your	your	po22	your	your	0
Pleasure	Pleasure	n1	Pleasure	pleasure	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Command	Command	n1	Command	command	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Regiment	Regiment	n1	Regiment	regiment	0
of	of	pp-f	of	of	0
Foot	Foot	n1	Foot	foot	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
design	design	n1	design	design	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
complete	complete	j	complete	complete	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Officers	Officers	n2	Officers	officer	0
,	,	,	,	,	0
Men	Men	n2	Men	man	0
(	(	(	(	(	0
and	and	cc	and	and	0
Arms	Arms	n2	Arms	arm	0
)	)	)	)	)	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
well	well	av	well	well	0
disciplin'd	disciplin'd	vvn	disciplined	discipline	0
in	in	p-acp	in	in	0
Military	Military	j	Military	military	0
Art	Art	n1	Art	art	0
;	;	;	;	;	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
commanded	commanded	vvd	commanded	command	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
view	view	n1	view	view	0
some	some	d	some	some	0
Collections	Collections	n2	Collections	collection	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Observations	Observations	n2	Observations	observation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
Military	Military	j	Military	military	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Exercise	Exercise	n1	Exercise	exercise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Foot	Foot	n1	Foot	foot	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
confident	confident	j	confident	confident	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
ever	ever	av	ever	ever	0
is	is	vbz	is	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
amiss	amiss	av	amiss	amiss	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Re	Re	fw-mi	Re	re	0
∣	∣	sy	∣	∣	0
giment	giment	n1	giment	giment	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
completed	completed	vvd	completed	complete	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
