THe	THe	dt	THe	the	0
Ancients	Ancients	n2-j	Ancients	ancient	0
considering	considering	vvg	considering	consider	0
in	in	p-acp	in	in	0
man	man	n1	man	man	0
the	the	dt	the	the	0
facul	facul	n1	facul	facul	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
ordained	ordained	vvn	ordained	ordain	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
,	,	,	,	,	0
distinguisht	distinguisht	vvn	distinguished	distinguish	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
.	.	.	.	.	1
The	The	dt	The	the	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
well-doing	well-doing	n1	welldoing	well-doing	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
well-speaking	well-speaking	j	well-speaking	well-speaking	0
.	.	.	.	.	1
The	The	dt	The	the	0
Moderns	Moderns	np2-j	Moderns	modern	0
have	have	vhb	have	have	0
esteemed	esteemed	vvn	esteemed	esteem	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
lesse	lesse	dc	less	less	0
considerable	considerable	j	considerable	considerable	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
dangerous	dangerous	j	dangerous	dangerous	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
undertake	undertake	vvi	undertake	undertake	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
done	done	vdn	done	do	0
amisse	amisse	av	amiss	amiss	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
for	for	c-acp	for	for	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
looke	looke	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
ordained	ordained	vvn	ordained	ordain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quiring	quiring	vvg	choiring	choir	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
highly	highly	av-j	highly	high	0
esteeme	esteeme	vvb	esteem	esteem	0
the	the	dt	the	the	0
faculty	faculty	n1	faculty	faculty	0
of	of	pp-f	of	of	0
Wel-Speaking	Wel-Speaking	j	Well-speaking	well-speaking	0
;	;	;	;	;	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
vaine	vaine	j	vain	vain	0
ostentation	ostentation	n1	ostentation	ostentation	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
Instrument	Instrument	n1	Instrument	instrument	0
and	and	cc	and	and	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
provide	provide	vvi	provide	provide	0
in	in	p-acp	in	in	0
Man	Man	n1	Man	man	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
Well-doing	Well-doing	j	Welldoing	welldoing	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
accomplish	accomplish	vvi	accomplish	accomplish	0
the	the	dt	the	the	0
good	good	j	good	good	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
