WHereas	WHereas	cs	WHereas	whereas	0
(	(	(	(	(	0
worshipfull	worshipfull	j	worshipful	worshipful	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
God	God	n1	God	god	0
hath	hath	vhz	hath	have	0
giuen	giuen	vvn	given	give	0
you	you	pn22	you	you	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
counsel	counsel	n1	counsel	counsel	0
to	to	pc-acp	to	to	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
good	good	j	good	good	0
ensample	ensample	n1	ensample	ensample	0
to	to	p-acp	to	to	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
uoke	uoke	n1	uoke	uoke	0
,	,	,	,	,	0
many	many	d	many	many	0
carelesse	carelesse	j	careless	careless	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
:	:	:	:	:	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
reuerence	reuerence	vvi	reverence	reverence	0
this	this	d	this	this	0
grace	grace	n1	grace	grace	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
wish	wish	vvb	wish	wish	0
it	it	pn31	it	it	0
many	many	d	many	many	0
waies	waies	n2	ways	way	0
multiplied	multiplied	vvn	multiplied	multiply	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
coū	coū	n1	coum	coum	0
∣	∣	sy	∣	∣	0
tries	tries	vvz	tries	try	0
good	good	j	good	good	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	q-crq	when	when	0
prophanes	prophanes	vvz	profanes	profane	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
poisoned	poisoned	vvn	poisoned	poison	0
the	the	dt	the	the	0
harts	harts	n2	hearts	heart	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
aske	aske	vvb	ask	ask	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
heare	heare	vvi	hear	hear	0
his	his	po31	his	his	0
voice	voice	n1	voice	voice	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
world	world	n1	world	world	0
hath	hath	vhz	hath	have	0
