SIRS	SIRS	np1	SIRS	Sirs	0
,	,	,	,	,	0
THAT	THAT	cst	THAT	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
approve	approve	vvi	approve	approve	0
my	my	po11	my	my	0
self	self	n1	self	self	0
grateful	grateful	j	grateful	grateful	0
,	,	,	,	,	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
and	and	cc	and	and	0
entertained	entertained	vvd	entertained	entertain	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Member	Member	n1	Member	member	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
Society	Society	n1	Society	society	0
;	;	;	;	;	0
I	I	pns11	I	i	0
,	,	,	,	,	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Widow	Widow	n1	Widow	widow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
come	come	vvb	come	come	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
Chearfulness	Chearfulness	n1	Cheerfulness	cheerfulness	0
imaginable	imaginable	j	imaginable	imaginable	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
my	my	po11	my	my	0
Mite	Mite	n1	Mite	mite	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Corban	Corban	np1	Corban	Corban	0
.	.	.	.	.	1
The	The	dt	The	the	0
Offering	Offering	vvg	Offering	offer	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
great	great	j	great	great	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
may	may	vmb	may	may	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
submit	submit	vvb	submit	submit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
more	more	av-dc	more	more	0
serene	serene	j	serene	serene	0
Judgements	Judgements	n2	Judgements	judgement	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
will	will	vmb	will	will	0
pass	pass	vvi	pass	pass	0
a	a	dt	a	a	0
Censure	Censure	n1	Censure	censure	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
IF	IF	cs	IF	if	0
you	you	pn22	you	you	0
disapprove	disapprove	vvi	disapprove	disapprove	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
sink	sink	vvi	sink	sink	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
Weight	Weight	n1	Weight	weight	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
its	its	po31	its	its	0
own	own	d	own	own	0
Abyss	Abyss	n1	Abyss	abyss	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
lost	lost	vvn	lost	lose	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
never	never	av-x	never	never	0
yet	yet	av	yet	yet	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
and	and	cc	and	and	0
approve	approve	vvi	approve	approve	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
live	live	vvi	live	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
grow	grow	vvb	grow	grow	0
up	up	a-acp	up	up	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
benign	benign	j	benign	benign	0
Rays	Rays	n2	Rays	ray	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Tree	Tree	n1	Tree	tree	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
magnitude	magnitude	n1	magnitude	magnitude	0
,	,	,	,	,	0
bringing	bringing	vvg	bringing	bring	0
forth	forth	av	forth	forth	0
desireable	desireable	j	desirable	desirable	0
Fruit	Fruit	n1	Fruit	fruit	0
;	;	;	;	;	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
after-Ages	after-Ages	n2	after-Ages	after-age	0
a	a	dt	a	a	0
Monument	Monument	n1	Monument	monument	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Goodness	Goodness	n1	Goodness	goodness	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
neither	neither	av-dx	neither	neither	0
the	the	dt	the	the	0
Malice	Malice	n1	Malice	malice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
or	or	cc	or	or	0
future	future	j-jn	future	future	0
Times	Times	n2	Times	time	0
shall	shall	vmb	shall	shall	0
ever	ever	av	ever	ever	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	p-acp	to	to	0
obliterate	obliterate	j	obliterate	obliterate	0
.	.	.	.	.	1
IN	IN	p-acp	IN	in	0
this	this	d	this	this	0
short	short	j	short	short	0
Practice	Practice	n1	Practice	practice	0
of	of	pp-f	of	of	0
Chirurgick	Chirurgick	j	Chirurgick	chirurgick	0
Physick	Physick	n1	Physic	physic	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
direct	direct	j	direct	direct	0
Line	Line	n1	Line	line	0
of	of	pp-f	of	of	0
Practice	Practice	n1	Practice	practice	0
,	,	,	,	,	0
laid	laid	vvn	laid	lay	0
down	down	a-acp	down	down	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
Opinion	Opinion	n1	Opinion	opinion	0
only	only	av-j	only	only	0
,	,	,	,	,	0
Prejudice	Prejudice	n1	Prejudice	prejudice	0
,	,	,	,	,	0
or	or	cc	or	or	0
Custom	Custom	n1	Custom	custom	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
superstructed	superstructed	vvn	superstructed	superstruct	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
solid	solid	j	solid	solid	0
Foundations	Foundations	n2	Foundations	foundation	0
of	of	pp-f	of	of	0
Reason	Reason	n1	Reason	reason	0
and	and	cc	and	and	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
confirm'd	confirm'd	vvn	confirmed	confirm	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Experience	Experience	n1	Experience	experience	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
precedent	precedent	j	precedent	precedent	0
Ages	Ages	n2	Ages	age	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
Direct	Direct	j	Direct	direct	0
Line	Line	n1	Line	line	0
of	of	pp-f	of	of	0
Practice	Practice	n1	Practice	practice	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
gone	gone	vvn	gone	go	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Circle	Circle	n1	Circle	circle	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
go	go	vvi	go	go	0
directly	directly	av-j	directly	direct	0
over	over	a-acp	over	over	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
