IF	IF	cs	IF	if	0
among	among	p-acp	among	among	0
friendes	friendes	n2	friends	friend	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
needes	needes	av	needs	needs	0
great	great	j	great	great	0
and	and	cc	and	and	0
ample	ample	j	ample	ample	0
giftes	giftes	n2	gifts	gift	0
,	,	,	,	,	0
then	then	av	then	then	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
my	my	po11	my	my	0
pouertie	pouertie	n1	poverty	poverty	0
furnishe	furnishe	vvi	furnish	furnish	0
your	your	po22	your	your	0
expectation	expectation	n1	expectation	expectation	0
.	.	.	.	.	1
Large	Large	j	Large	large	0
giftes	giftes	n2	gifts	gift	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
none	none	pix	none	none	0
,	,	,	,	,	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
,	,	,	,	,	0
is	is	vbz	is	be	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
gift	gift	n1	gift	gift	0
great	great	j	great	great	0
ynough	ynough	av-d	enough	enough	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
right	right	j-jn	right	right	0
friendes	friendes	n2	friends	friend	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
alwayes	alwayes	av	always	always	0
counted	counted	vvn	counted	count	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
dearest	dearest	js-jn	dearest	dear	0
friendes	friendes	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
likewise	likewise	av	likewise	likewise	0
haue	haue	vhb	have	have	0
accepted	accepted	vvn	accepted	accept	0
mee	mee	pno11	me	i	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
friendly	friendly	j	friendly	friendly	0
fraternitie	fraternitie	n1	fraternity	fraternity	0
(	(	(	(	(	0
I	I	pns11	I	i	0
thanke	thanke	vvb	thank	thank	0
you	you	pn22	you	you	0
therefore	therefore	av	therefore	therefore	0
)	)	)	)	)	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
this	this	d	this	this	0
my	my	po11	my	my	0
remembraunce	remembraunce	n1	remembrance	remembrance	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
sufficient	sufficient	j	sufficient	sufficient	0
token	token	n1	token	token	0
and	and	cc	and	and	0
pledge	pledge	n1	pledge	pledge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
better	better	jc	better	better	0
furniture	furniture	n1	furniture	furniture	0
,	,	,	,	,	0
offred	offred	vvd	offered	offer	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
like	like	j	like	like	0
token	token	n1	token	token	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
so	so	av	so	so	0
gently	gently	av-j	gently	gentle	0
receyued	receyued	vvn	received	receive	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
well	well	av	well	well	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
sorie	sorie	j	sorry	sorry	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
better	better	jc	better	better	0
gift	gift	n1	gift	gift	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
you	you	pn22	you	you	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
or	or	cc	or	or	0
wheather	wheather	cs	whether	whether	0
I	I	pns11	I	i	0
more	more	av-dc	more	more	0
marueyled	marueyled	vvd	marveled	marvele	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
curtesie	curtesie	n1	courtesy	courtesy	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
well	well	av	well	well	0
esteeming	esteeming	vvg	esteeming	esteem	0
)	)	)	)	)	0
so	so	av	so	so	0
small	small	j	small	small	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
If	If	cs	If	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
had	had	vhn	had	have	0
better	better	j	better	better	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
tyme	tyme	n1	time	time	0
,	,	,	,	,	0
better	better	j	better	better	0
would	would	vmd	would	will	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
stowed	stowed	vvn	stowed	stow	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
nowe	nowe	av	now	now	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
also	also	av	also	also	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
receyued	receyued	vvd	received	receive	0
that	that	cst	that	that	0
simple	simple	j	simple	simple	0
and	and	cc	and	and	0
rude	rude	j	rude	rude	0
thing	thing	n1	thing	thing	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
I	I	pns11	I	i	0
againe	againe	av	again	again	0
,	,	,	,	,	0
trust	trust	vvb	trust	trust	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
nowe	nowe	av	now	now	0
no	no	av-dx	no	no	0
