Most	Most	ds	Most	most	0
illustrious	illustrious	j	illustrious	illustrious	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
HEE	HEE	pns31	HE	he	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
foole	foole	n1	fool	fool	0
who	who	r-crq	who	who	0
first	first	ord	first	first	0
affirmed	affirmed	vvd	affirmed	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
prevalent	prevalent	j	prevalent	prevalent	0
than	than	cs	than	than	0
superstition	superstition	n1	superstition	superstition	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
Christ	Christ	np1	Christ	Christ	0
most	most	av-ds	most	most	0
divinely	divinely	av-jn	divinely	divine	0
foretold	foretold	vvn	foretold	foretell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
were	were	vbdr	were	be	0
wiser	wiser	jc	wiser	wise	0
then	then	cs	then	than	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
light	light	n1	light	light	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
force	force	n1	force	force	0
of	of	pp-f	of	of	0
deceivers	deceivers	n2	deceivers	deceiver	0
is	is	vbz	is	be	0
great	great	j	great	great	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
the	the	dt	the	the	0
perversenesse	perversenesse	n1	perverseness	perverseness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
is	is	vbz	is	be	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
rather	rather	av-c	rather	rather	0
bee	bee	vbi	be	be	0
deluded	deluded	vvn	deluded	delude	0
,	,	,	,	,	0
than	than	cs	than	than	0
listen	listen	vvb	listen	listen	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
recom	recom	vvn	recom	recom	0
∣	∣	sy	∣	∣	0
mended	mended	vvn	mended	mend	0
his	his	po31	his	his	0
true	true	j	true	true	0
worship	worship	n1	worship	worship	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
Satan	Satan	np1	Satan	Satan	0
hath	hath	vhz	hath	have	0
prevail	prevail	vvb	prevail	prevail	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
more	more	av-dc	more	more	0
by	by	p-acp	by	by	0
superstition	superstition	n1	superstition	superstition	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
.	.	.	.	.	1
All	All	av-d	All	all	0
Ages	Ages	n2	Ages	age	0
can	can	vmb	can	can	0
beare	beare	vvi	bear	bear	0
witnesse	witnesse	n1	witness	witness	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
God	God	np1	God	God	0
imployed	imployed	vvd	employed	employ	0
the	the	dt	the	the	0
divine	divine	j-jn	divine	divine	0
Prophet	Prophet	n1	Prophet	prophet	0
Moses	Moses	np1	Moses	Moses	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
message	message	n1	message	message	0
to	to	p-acp	to	to	0
Pharaoh	Pharaoh	np1	Pharaoh	Pharaoh	0
he	he	pns31	he	he	0
armed	armed	vvd	armed	arm	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Miracles	Miracles	n2	Miracles	miracle	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Jannes	Jannes	n2	Jannes	janne	0
and	and	cc	and	and	0
Jambres	Jambres	np1	Jambres	Jambres	0
resisted	resisted	vvd	resisted	resist	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
eagernesse	eagernesse	n1	eagerness	eagerness	0
,	,	,	,	,	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
while	while	n1	while	while	0
,	,	,	,	,	0
they	they	pns32	they	they	0
prevailed	prevailed	vvd	prevailed	prevail	0
more	more	av-dc	more	more	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
false	false	j	false	false	0
exorcismes	exorcismes	n2	exorcisms	exorcism	0
,	,	,	,	,	0
than	than	cs	than	than	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
true	true	j	true	true	0
Miracles	Miracles	n2	Miracles	miracle	0
.	.	.	.	.	1
Solomon	Solomon	np1	Solomon	Solomon	0
built	built	vvd	built	build	0
and	and	cc	and	and	0
dedicated	dedicated	vvn	dedicated	dedicate	0
the	the	dt	the	the	0
Tmple	Tmple	n1	Tmple	tmple	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perpetuall	perpetuall	j	perpetual	perpetual	0
preser	preser	n1	preser	preser	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
worship	worship	n1	worship	worship	0
:	:	:	:	:	0
scarce	scarce	j	scarce	scarce	0
were	were	vbdr	were	be	0
forty	forty	crd	forty	forty	0
years	years	n2	years	year	0
expired	expired	vvn	expired	expire	0
,	,	,	,	,	0
whn	whn	n1	whn	whn	0
Jeroboam	Jeroboam	np1	Jeroboam	Jeroboam	0
a	a	dt	a	a	0
private	private	j	private	private	0
man	man	n1	man	man	0
set	set	vvn	set	set	0
up	up	a-acp	up	up	0
his	his	po31	his	his	0
Idols	Idols	n2	Idols	idol	0
in	in	p-acp	in	in	0
Dan	Dan	n1	Dan	dan	0
and	and	cc	and	and	0
Bethel	Bethel	np1	Bethel	Bethel	0
,	,	,	,	,	0
