HOnoured	HOnoured	j-vvn	HOnoured	honour	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
were	were	vbdr	were	be	0
yours	yours	png22	yours	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Pulpit	Pulpit	n1	Pulpit	pulpit	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
they	they	pns32	they	they	0
present	present	vvb	present	present	0
themselves	themselves	px32	themselves	themselves	0
yours	yours	png22	yours	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Presse	Presse	vvb	Press	press	0
;	;	;	;	;	0
whither	whither	c-crq	whither	whither	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
importuned	importuned	vvn	importuned	importune	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
interest	interest	n1	interest	interest	0
hath	hath	vhz	hath	have	0
prevailed	prevailed	vvn	prevailed	prevail	0
against	against	p-acp	against	against	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
inclinations	inclinations	n2	inclinations	inclination	0
.	.	.	.	.	1
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
own	own	vvi	own	own	0
them	them	pno32	them	they	0
now	now	av	now	now	0
,	,	,	,	,	0
having	having	vhg	having	have	0
first	first	ord	first	first	0
given	given	vvn	given	give	0
them	them	pno32	them	they	0
roome	roome	n1	room	room	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
refuse	refuse	vvi	refuse	refuse	0
them	them	pno32	them	they	0
entertainment	entertainment	n1	entertainment	entertainment	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
houses	houses	n2	houses	house	0
.	.	.	.	.	1
They	They	pns32	They	they	0
come	come	vvb	come	come	0
out	out	av	out	out	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confesse	confesse	vvi	confess	confess	0
very	very	av	very	very	0
late	late	av-j	late	late	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
times	times	n2	times	time	0
are	are	vbr	are	be	0
somewhat	somewhat	av	somewhat	somewhat	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
tered	tered	j	tered	tered	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
preacht	preacht	vvd	preached	preach	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
change	change	n1	change	change	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	n2	times	time	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
lessened	lessened	vvn	lessened	lessen	0
the	the	dt	the	the	0
encouragement	encouragement	n1	encouragement	encouragement	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
they	they	pns32	they	they	0
hold	hold	vvb	hold	hold	0
forth	forth	av	forth	forth	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
:	:	:	:	:	0
our	our	po12	our	our	0
hopes	hopes	n2	hope's	hope	0
still	still	av	still	still	0
are	are	vbr	are	be	0
infinitely	infinitely	av-j	infinitely	infinite	0
above	above	p-acp	above	above	0
our	our	po12	our	our	0
feares	feares	n2	fears	fear	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
our	our	po12	our	our	0
feares	feares	n2	fears	fear	0
are	are	vbr	are	be	0
but	but	cc-acp	but	but	0
from	from	p-acp	from	from	0
dying	dying	j-vvg	dying	die	0
men	men	n2	men	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
our	our	po12	our	our	0
hopes	hopes	n2	hope's	hope	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
working	working	vvg	working	work	0
out	out	av	out	out	0
his	his	po31	his	his	0
own	own	d	own	own	0
glorious	glorious	j	glorious	glorious	0
Ends	Ends	n2	Ends	end	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
desperate	desperate	j	desperate	desperate	0
oppositions	oppositions	n2	oppositions	opposition	0
and	and	cc	and	and	0
resistances	resistances	n2	resistances	resistance	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
implacable	implacable	j	implacable	implacable	0
Enemies	Enemies	n2	Enemies	enemy	0
:	:	:	:	:	0
this	this	d	this	this	0
cals	cals	vvz	calls	call	0
for	for	p-acp	for	for	0
dutie	dutie	n1	duty	duty	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
God	God	np1	God	God	0
support	support	vvb	support	support	0
our	our	po12	our	our	0
hopes	hopes	n2	hope's	hope	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
oppositions	oppositions	n2	oppositions	opposition	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
turn	turn	n1	turn	turn	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
duty	duty	n1	duty	duty	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
temptations	temptations	n2	temptations	temptation	0
;	;	;	;	;	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
presse	presse	vvb	press	press	0
this	this	d	this	this	0
also	also	av	also	also	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
perusall	perusall	n1	perusal	perusal	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
your	your	po22	your	your	0
memo	memo	fw-la	memo	memo	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
revived	revived	vvn	revived	revive	0
,	,	,	,	,	0
your	your	po22	your	your	0
Affections	Affections	n2	Affections	affection	0
edged	edged	vvn	edged	edge	0
,	,	,	,	,	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
engaged	engaged	vvn	engaged	engage	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
strengthned	strengthned	vvn	strengthened	strengthen	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
duties	duties	n2	duties	duty	0
God	God	np1	God	God	0
and	and	cc	and	and	0
the	the	dt	the	the	0
times	times	n2	times	time	0
call	call	vvb	call	call	0
for	for	p-acp	for	for	0
;	;	;	;	;	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
need	need	n1	need	need	0
to	to	pc-acp	to	to	0
bestirre	bestirre	vvi	bestir	bestir	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
curse	curse	n1	curse	curse	0
issu	issu	fw-fr	issu	issu	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
out	out	av	out	out	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Angel	Angel	n1	Angel	angel	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
those	those	d	those	those	0
that	that	cst	that	that	0
go	go	vvb	go	go	0
not	not	xx	not	not	0
forth	forth	av	forth	forth	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
mightie	mightie	j	mighty	mighty	0
;	;	;	;	;	0
Judg.	Judg.	np1	Judg.	Judg.	1
5.23	5.23	crd	5.23	5.23	0
.	.	.	.	.	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
enough	enough	av-d	enough	enough	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
the	the	dt	the	the	0
mightie	mightie	j	mighty	mighty	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
Neuters	Neuters	n2	Neuters	neuter	0
are	are	vbr	are	be	0
enemies	enemies	n2	enemies	enemy	0
in	in	p-acp	in	in	0
Christs	Christs	npg1	Christs	Christ	0
Catalogue	Catalogue	n1	Catalogue	catalogue	0
;	;	;	;	;	0
Matth.	Matth.	np1	Matth.	Matth.	1
12.30	12.30	crd	12.30	12.30	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
is	is	vbz	is	be	0
against	against	p-acp	against	against	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
your	your	po22	your	your	0
Names	Names	n2	Names	name	0
there	there	a-acp	there	there	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
worlds	worlds	n2	world's	world	0
.	.	.	.	.	1
Expect	Expect	vvb	Expect	expect	0
not	not	xx	not	not	0
a	a	dt	a	a	0
second	second	ord	second	second	0
service	service	n1	service	service	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
now	now	av	now	now	0
,	,	,	,	,	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
then	then	av	then	then	0
;	;	;	;	;	0
or	or	cc	or	or	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
God	God	np1	God	God	0
then	then	av	then	then	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
help	help	n1	help	help	0
.	.	.	.	.	1
The	The	dt	The	the	0
