SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
WHEN	WHEN	c-crq	WHEN	when	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
my	my	po11	my	my	0
happinesse	happinesse	n1	happiness	happiness	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
frequent	frequent	j	frequent	frequent	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
face	face	n1	face	face	0
,	,	,	,	,	0
and	and	cc	and	and	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
passing	passing	vvg	passing	pass	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
you	you	pn22	you	you	0
;	;	;	;	;	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
ioy	ioy	n1	joy	joy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
now	now	av	now	now	0
farre	farre	av-j	far	far	0
from	from	p-acp	from	from	0
flattery	flattery	n1	flattery	flattery	0
in	in	p-acp	in	in	0
professing	professing	vvg	professing	profess	0
it	it	pn31	it	it	0
,	,	,	,	,	0
cal'd	cal'd	vvd	called	call	0
to	to	p-acp	to	to	0
mind	mind	n1	mind	mind	0
that	that	cst	that	that	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
great	great	j	great	great	0
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
quisitors	quisitors	n2	quisitors	quisitor	0
in	in	p-acp	in	in	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hold	hold	vvb	hold	hold	0
euery	euery	d	every	every	0
royall	royall	j	royal	royal	0
&	&	cc	&	and	0
heroique	heroique	j	heroic	heroic	0
forme	forme	n1	form	form	0
to	to	pc-acp	to	to	0
partake	partake	vvi	partake	partake	0
and	and	cc	and	and	0
draw	draw	vvi	draw	draw	0
much	much	d	much	much	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heauenly	heauenly	j	heavenly	heavenly	0
vertue	vertue	n1	virtue	virtue	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
that	that	d	that	that	0
a	a	dt	a	a	0
diuine	diuine	j-jn	divine	divine	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
being	being	vbg	being	be	0
