WHen	WHen	c-crq	WHen	when	0
as	as	a-acp	as	as	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
)	)	)	)	)	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
Citizen	Citizen	n1	Citizen	citizen	0
of	of	pp-f	of	of	0
Rome	Rome	n1	Room	room	0
in	in	p-acp	in	in	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
senting	senting	n-vvg	senting	send	0
a	a	dt	a	a	0
Booke	Booke	n1	Book	book	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
renowned	renowned	j-vvn	renowned	renown	0
and	and	cc	and	and	0
noble	noble	j	noble	noble	0
Em	Em	np1	Em	Em	0
∣	∣	sy	∣	∣	0
perour	perour	n1	perour	perour	0
Augustus	Augustus	np1	Augustus	Augustus	0
Caesar	Caesar	np1	Caesar	Caesar	0
,	,	,	,	,	0
being	being	vbg	being	be	0
fearefull	fearefull	j	fearful	fearful	0
and	and	cc	and	and	0
bashfull	bashfull	j	bashful	bashful	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
seemed	seemed	vvd	seemed	seem	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
forth	forth	av	forth	forth	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
drawe	drawe	vvi	draw	draw	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
willing	willing	j	willing	willing	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
timerous	timerous	j	timorous	timorous	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
Emperour	Emperour	n1	Emperor	emperor	0
who	who	r-crq	who	who	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
things	things	n2	things	thing	0
ab	ab	zz	ab	ab	0
∣	∣	sy	∣	∣	0
horred	horred	j	horred	horrid	0
and	and	cc	and	and	0
detested	detested	j-vvn	detested	detest	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
terrible	terrible	j	terrible	terrible	0
or	or	cc	or	or	0
fearefull	fearefull	j	fearful	fearful	0
towardes	towardes	p-acp	towards	towards	0
his	his	po31	his	his	0
subiectes	subiectes	n2-jn	subjects	subject	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
espied	espied	vvn	espied	espy	0
the	the	dt	the	the	0
bashfulnesse	bashfulnesse	n1	bashfulness	bashfulness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
man	man	n1	man	man	0
,	,	,	,	,	0
courte	courte	n1	court	court	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
receiuing	receiuing	vvg	receiving	receive	0
the	the	dt	the	the	0
present	present	j	present	present	0
frō	frō	p-acp	from	from	0
out	out	av	out	out	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
asked	asked	vvd	asked	ask	0
him	him	pno31	him	he	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
thought	thought	vvn	thought	think	0
with	with	p-acp	with	with	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
byn	byn	vbn	been	be	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
foode	foode	n1	food	food	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Elephant	Elephant	n1	Elephant	elephant	0
,	,	,	,	,	0
signifying	signifying	vvg	signifying	signify	0
that	that	cst	that	that	0
Magistra	Magistra	np1	Magistra	Magistra	0
∣	∣	sy	∣	∣	0
tes	tes	zz	tes	tes	0
and	and	cc	and	and	0
Rulers	Rulers	n2	Rulers	ruler	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
so	so	av	so	so	0
behaue	behaue	vvi	behave	behave	0
themselues	themselues	px32	themselves	themselves	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gouernment	gouernment	n1	government	government	0
and	and	cc	and	and	0
ruling	ruling	n-vvg	ruling	rule	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
subiect	subiect	j-jn	subject	subject	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
rather	rather	av-c	rather	rather	0
appeare	appeare	vvi	appear	appear	0
fathers	fathers	n2	father's	father	0
then	then	cs	then	than	0
maisters	maisters	n2	masters	master	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
bee	bee	vbb	be	be	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
simple	simple	j	simple	simple	0
shoulde	shoulde	vmd	should	shall	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
be	be	vbi	be	be	0
bashfull	bashfull	j	bashful	bashful	0
or	or	cc	or	or	0
fearefull	fearefull	j	fearful	fearful	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
the	the	dt	the	the	0
