Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
IF	IF	cs	IF	if	0
you	you	pn22	you	you	0
suffer	suffer	vvb	suffer	suffer	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Judgment	Judgment	n1	Judgement	judgement	0
by	by	p-acp	by	by	0
commanding	commanding	vvg	commanding	command	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Discourse	Discourse	n1	Discourse	discourse	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
publick	publick	j	public	public	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
well	well	av	well	well	0
satisfied	satisfied	vvn	satisfied	satisfy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Obedience	Obedience	n1	Obedience	obedience	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
Application	Application	n1	Application	application	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Hearers	Hearers	n2	Hearers	hearer	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
inforced	inforced	vvn	enforced	enforce	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
good	good	j	good	good	0
Autho	Autho	np1	Autho	Autho	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
;	;	;	;	;	0
Especially	Especially	av-j	Especially	especial	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
deliver'd	deliver'd	vvn	delivered	deliver	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
present	present	j	present	present	0
Epidemick	Epidemick	j-jn	Epidemic	epidemic	0
Distempers	Distempers	n2	Distempers	distemper	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
wise	wise	j	wise	wise	0
Counsels	Counsels	n2	Counsels	counsel	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
allready	allready	av	already	already	0
prescribed	prescribed	vvn	prescribed	prescribe	0
such	such	d	such	such	0
wholsom	wholsom	j	wholesome	wholesome	0
Remedies	Remedies	n2	Remedies	remedy	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
earnest	earnest	j	earnest	earnest	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
