SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
undou	undou	n1	undou	undou	0
∣	∣	sy	∣	∣	0
bted	bted	j	bted	bted	0
Canon	Canon	n1	Canon	canon	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
Apo	Apo	p-acp	Upon	upon	0
∣	∣	sy	∣	∣	0
stles	stles	n2	stles	stle	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
Elder	Elder	n-jn	Elder	elder	0
that	that	cst	that	that	0
rules	rules	vvz	rules	rule	0
well	well	av	well	well	0
,	,	,	,	,	0
and	and	cc	and	and	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
that	that	d	that	that	0
labours	labours	n2	labours	labour	0
(	(	(	(	(	0
too	too	av	too	too	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
and	and	cc	and	and	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
counted	counted	vvn	counted	count	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
double	double	j-jn	double	double	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
an	an	dt	and	a	0
One	One	pi	One	one	0
was	was	vbds	was	be	0
your	your	po22	your	your	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
good	good	j	good	good	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	cs	the	than	0
dou	dou	pns21	dou	thou	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
honour	honour	n1	honour	honour	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
allowed	allowed	vvd	allowed	allow	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
once	once	a-acp	once	once	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
bounty	bounty	n1	bounty	bounty	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
worthily	worthily	av-jn	worthily	worthy	0
pos	pos	fw-fr	pos	pos	0
∣	∣	sy	∣	∣	0
sessed	sessed	vvn	sessed	sess	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
though	though	cs	though	though	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
all	all	d	all	all	0
know	know	vvb	know	know	0
)	)	)	)	)	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
muzzled	muzzled	vvn	muzzled	muzzle	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Enjoy	Enjoy	vvi	Enjoy	enjoy	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Envy	Envy	n1	Envy	envy	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
(	(	(	(	(	0
and	and	cc	and	and	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
worse	worse	av-jc	worse	worse	0
)	)	)	)	)	0
cannot	cannot	vmbx	cannot	can	0
deprive	deprive	vvi	deprive	deprive	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
double	double	j-jn	double	double	0
honour	honour	n1	honour	honour	0
:	:	:	:	:	0
One	One	pi	One	one	0
part	part	n1	part	part	0
whereof	whereof	c-crq	whereof	whereof	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
already	already	av	already	already	0
enjoyed	enjoyed	vvn	enjoyed	enjoy	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
life	life	n1	life	life	0
time	time	n1	time	time	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Hearts	Hearts	n2	Hearts	heart	0
,	,	,	,	,	0
Tongues	Tongues	n2	Tongues	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
Pens	Pens	n2	Pens	pen	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
lived	lived	vvd	lived	live	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
part	part	n1	part	part	0
remains	remains	vvz	remains	remain	0
still	still	av	still	still	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
want	want	vvi	want	want	0
,	,	,	,	,	0
whiles	whiles	cs	while	while	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
any	any	d	any	any	0
living	living	j-vvg	living	live	0
whose	whose	rg-crq	whose	who	0
