WHen	WHen	c-crq	WHen	when	0
the	the	dt	the	the	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
SHEBA	SHEBA	np1	SHEBA	Sheba	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
PRINCE	PRINCE	n1	PRINCE	prince	0
)	)	)	)	)	0
had	had	vhd	had	have	0
heard	heard	vvn	herd	hear	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
SALOMON	SALOMON	np1	SALOMON	Salomon	0
,	,	,	,	,	0
and	and	cc	and	and	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
serued	serued	vvd	served	serve	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
house	house	n1	house	house	0
;	;	;	;	;	0
shee	shee	pns31	she	she	0
pronounced	pronounced	vvd	pronounced	pronounce	0
his	his	po31	his	his	0
seruants	seruants	n2	servants	servant	0
Happy	Happy	j	Happy	happy	0
,	,	,	,	,	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
attend	attend	vvi	attend	attend	0
vpon	vpon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
heard	heard	vvd	herd	hear	0
his	his	po31	his	his	0
Wisedome	Wisedome	n1	Wisdom	wisdom	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
that	that	cst	that	that	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
houshold	houshold	n1	household	household	0
seruants	seruants	n2	servants	servant	0
find	find	vvb	find	find	0
an	an	dt	and	a	0
happines	happines	n1	happiness	happiness	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
Prince	Prince	n1	Prince	prince	0
that	that	cst	that	that	0
feareth	feareth	vvz	fears	fear	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
steth	steth	vvz	steth	st	0
all	all	d	all	all	0
wisedome	wisedome	n1	wisdom	wisdom	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
this	this	d	this	this	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
happinesse	happinesse	n1	happiness	happiness	0
is	is	vbz	is	be	0
also	also	av	also	also	0
spread	spread	vvn	spread	spread	0
and	and	cc	and	and	0
powreth	powreth	vvz	poureth	pour	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
blood	blood	n1	blood	blood	0
frō	frō	p-acp	from	from	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
through	through	p-acp	through	through	0
all	all	d	all	all	0
the	the	dt	the	the	0
veines	veines	n2	veins	vein	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
