MAy	MAy	vmb	MAy	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Worships	Worships	n2	Worships	worship	0
to	to	p-acp	to	to	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
both	both	d	both	both	0
,	,	,	,	,	0
committed	committed	vvd	committed	commit	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
to	to	p-acp	to	to	0
wri	wri	n1	wri	wri	0
∣	∣	sy	∣	∣	0
ting	ting	zf	ting	thing	0
;	;	;	;	;	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
such	such	d	such	such	0
varietie	varietie	n1	variety	variety	0
and	and	cc	and	and	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
sermons	sermons	n2	sermons	sermon	0
,	,	,	,	,	0
both	both	av-d	both	both	0
preached	preached	vvn	preached	preach	0
and	and	cc	and	and	0
prin	prin	av	prin	prin	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
seeme	seeme	vvi	seem	seem	0
nothing	nothing	pix	nothing	nothing	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
added	added	vvn	added	add	0
vnto	vnto	p-acp	unto	unto	0
thē	thē	pno32	them	they	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
fallen	fallen	vvn	fallen	fall	0
out	out	av	out	out	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
copies	copies	n2	copies	copy	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
multiplied	multiplied	vvn	multiplied	multiply	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
diuersly	diuersly	av-j	diversely	diverse	0
dispersed	dispersed	vvn	dispersed	disperse	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
still	still	av	still	still	0
desired	desired	vvn	desired	desire	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
one	one	crd	one	one	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
ease	ease	vvi	ease	ease	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
burden	burden	n1	burden	burden	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
