MAy	MAy	vmb	MAy	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
being	being	vbg	being	be	0
advised	advised	vvn	advised	advise	0
thereunto	thereunto	av	thereunto	thereunto	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
and	and	cc	and	and	0
commend	commend	vvb	commend	commend	0
this	this	d	this	this	0
little	little	j	little	little	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
serious	serious	j	serious	serious	0
consideration	consideration	n1	consideration	consideration	0
;	;	;	;	;	0
The	The	dt	The	the	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
don	don	vdn	dONE	do	0
,	,	,	,	,	0
though	though	cs	though	though	0
advised	advised	vvn	advised	advise	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
being	being	vbg	being	be	0
so	so	av	so	so	0
meane	meane	j	mean	mean	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
Had	Had	vhd	Had	have	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Highnes	Highnes	n1	Highness	highness	0
will	will	vmb	will	will	0
approve	approve	vvi	approve	approve	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contents	contents	n2	contents	content	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
Or	Or	cc	Or	or	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
also	also	av	also	also	0
conceived	conceived	vvn	conceived	conceive	0
that	that	cst	that	that	0
your	your	po22	your	your	0
approbation	approbation	n1	approbation	approbation	0
and	and	cc	and	and	0
publike	publike	j	public	public	0
owning	owning	vvg	owning	own	0
and	and	cc	and	and	0
incouragement	incouragement	n1	encouragement	encouragement	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
would	would	vmd	would	will	0
much	much	av-d	much	much	0
tend	tend	vvi	tend	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
people	people	n1	people	people	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
consequence	consequence	n1	consequence	consequence	0
also	also	av	also	also	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fullfilling	fullfilling	j-vvg	fulfilling	fulfil	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
desires	desires	n2	desires	desire	0
being	being	vbg	being	be	0
bent	bent	vvn	bent	bend	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
really	really	av-j	really	real	0
tend	tend	vvi	tend	tend	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
&	&	cc	&	and	0
advantage	advantage	n1	advantage	advantage	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
easily	easily	av-j	easily	easy	0
name	name	vvi	name	name	0
:	:	:	:	:	0
One	One	pi	One	one	0
whereof	whereof	c-crq	whereof	whereof	0
is	is	vbz	is	be	0
that	that	d	that	that	0
though	though	c-acp	though	though	0
the	the	dt	the	the	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
is	is	vbz	is	be	0
little	little	j	little	little	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
much	much	av-d	much	much	0
