GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Conceive	Conceive	vvb	Conceive	conceive	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
any	any	d	any	any	0
presump	presump	n1	presump	presump	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
to	to	p-acp	to	to	0
present	present	j	present	present	0
that	that	cst	that	that	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
without	without	p-acp	without	without	0
in	in	a-acp	in	in	0
∣	∣	sy	∣	∣	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
and	and	cc	and	and	0
breach	breach	n1	breach	breach	0
of	of	pp-f	of	of	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
detain	detain	vvi	detain	detain	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
heard	heard	vvd	herd	hear	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
designed	designed	vvn	designed	design	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
solemn	solemn	j	solemn	solemn	0
Service	Service	n1	Service	service	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
being	being	n1	being	being	0
Gods	Gods	npg1	Gods	God	0
mouth	mouth	n1	mouth	mouth	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lique	lique	n1	lique	lique	0
Thanks-giving	Thanks-giving	j	Thanksgiving	thanksgiving	0
;	;	;	;	;	0
the	the	dt	the	the	0
consciousness	consciousness	n1	consciousness	consciousness	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
weakness	weakness	n1	weakness	weakness	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
entertain	entertain	vvi	entertain	entertain	0
the	the	dt	the	the	0
message	message	n1	message	message	0
with	with	p-acp	with	with	0
