WHat	WHat	q-crq	WHat	what	0
is	is	vbz	is	be	0
now	now	av	now	now	0
held	held	vvn	held	hold	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
forepart	forepart	n1	forepart	forepart	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Piece	Piece	n1	Piece	piece	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
occasioned	occasioned	vvn	occasioned	occasion	0
the	the	dt	the	the	0
second	second	ord	second	second	0
)	)	)	)	)	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
offered	offered	vvn	offered	offer	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
love	love	n1	love	love	0
and	and	cc	and	and	0
faithfulness	faithfulness	n1	faithfulness	faithfulness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Lecture	Lecture	n1	Lecture	lecture	0
at	at	p-acp	at	at	0
Edinburgh	Edinburgh	np1	Edinburgh	Edinburgh	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
then	then	av	then	then	0
frowardly	frowardly	av-j	frowardly	froward	0
entertained	entertained	vvn	entertained	entertain	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
,	,	,	,	,	0
roughly	roughly	av-j	roughly	rough	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
ear	ear	c-acp	ear	ere	0
∣	∣	sy	∣	∣	0
nestly	nestly	av-j	nestly	nest	0
desired	desired	vvd	desired	desire	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
the	the	dt	the	the	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
former	former	j	former	former	0
hindered	hindered	vvd	hindered	hinder	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
rested	rested	vvd	rested	rest	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
expe	expe	n1	expe	expe	0
∣	∣	sy	∣	∣	0
ctation	ctation	n1	ctation	ctation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
season	season	n1	season	season	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
former	former	j	former	former	0
also	also	av	also	also	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
likely	likely	j	likely	likely	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
such	such	d	such	such	0
words	words	n2	words	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
are	are	vbr	are	be	0
never	never	av	never	never	0
sweet	sweet	j	sweet	sweet	0
till	till	c-acp	till	till	0
a	a	dt	a	a	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
calamity	calamity	n1	calamity	calamity	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
141.	141.	crd	141.	141.	0
or	or	cc	or	or	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
Judges	Judges	n2	Judges	judge	0
are	are	vbr	are	be	0
overthrown	overthrown	vvn	overthrown	overthrow	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
oft	oft	av	oft	oft	0
times	times	n2	times	time	0
sweeten	sweeten	vvb	sweeten	sweeten	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
sayings	sayings	n2-vvg	sayings	say	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
bitterness	bitterness	n1	bitterness	bitterness	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
doings	doings	n2-vdg	doings	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
takes	takes	vvz	takes	take	0
out	out	av	out	out	0
one	one	crd	one	one	0
heat	heat	n1	heat	heat	0
by	by	p-acp	by	by	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
Jonah	Jonah	np1	Jonah	Jonah	0
is	is	vbz	is	be	0
peevish	peevish	j	peevish	peevish	0
and	and	cc	and	and	0
hot	hot	j	hight	hot	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
heat	heat	n1	heat	heat	0
cannot	cannot	vmbx	cannot	can	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
expostulation	expostulation	n1	expostulation	expostulation	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
such	such	d	such	such	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
the	the	dt	the	the	0
case	case	n1	case	case	0
here	here	av	here	here	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
afterward	afterward	av	afterwards	afterward	0
the	the	dt	the	the	0
suns	suns	ng1	suns	sun	0
heat	heat	n1	heat	heat	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
East-wind	East-wind	n1	East-wind	east-wind	0
(	(	(	(	(	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
Scripture	Scripture	n1	Scripture	scripture	0
Hieroglyphicks	Hieroglyphicks	n2	Hieroglyphics	hieroglyphic	0
of	of	pp-f	of	of	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fliction	fliction	n1	fliction	fliction	0
)	)	)	)	)	0
do	do	vdb	do	do	0
beat	beat	vvi	beatrice	beat	0
something	something	pi	something	something	0
into	into	p-acp	into	into	0
Jo	Jo	np1	Jo	Jo	0
∣	∣	sy	∣	∣	0
nahs	nahs	n2	nahs	nah	0
head	head	n1	head	head	0
,	,	,	,	,	0
Jonah	Jonah	np1	Jonah	Jonah	0
4.	4.	crd	4.	4.	0
and	and	cc	and	and	0
(	(	(	(	(	0
having	having	vhg	having	have	0
Gods	Gods	ng1	Gods	god	0
own	own	d	own	own	0
comment	comment	n1	comment	comment	0
)	)	)	)	)	0
do	do	vdb	do	do	0
si	si	fw-fr	si	si	0
∣	∣	sy	∣	∣	0
lence	lence	n1	lence	lence	0
the	the	dt	the	the	0
passion	passion	n1	passion	passion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
.	.	.	.	.	1
Possibly	Possibly	av-j	Possibly	possible	0
Scotlands	Scotlands	npg1	Scotlands	Scotland	0
vision	vision	n1	vision	vision	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
as	as	p-acp	as	as	0
Ezekiels	Ezekiels	np1	Ezekiels	Ezekiels	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whirl	whirl	n1	whirl	whirl	0
∣	∣	sy	∣	∣	0
winde	winde	n1	wind	wind	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fire	fire	n1	fire	fire	0
.	.	.	.	.	1
Ezek.	Ezek.	np1	Ezek.	Ezek.	0
1.	1.	crd	1.	1.	1
God	God	np1	God	God	0
,	,	,	,	,	0
afore	afore	p-acp	afore	afore	0
this	this	d	this	this	0
testimony	testimony	n1	testimony	testimony	0
was	was	vbds	was	be	0
given	given	vvn	given	give	0
,	,	,	,	,	0
had	had	vhd	had	have	0
spoken	spoken	vvn	spoken	speak	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
wrath	wrath	n1	wrath	wrath	0
to	to	p-acp	to	to	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Preston	Preston	np1	Preston	Preston	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
grosser	grosser	jc	grosser	gross	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
Dun	Dun	np1	Dun	Dun	0
∣	∣	sy	∣	∣	0
bar	bar	zz	bar	bar	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
finer	finer	jc	finer	fine	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
Hamilton	Hamilton	np1	Hamilton	Hamilton	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
finest	finest	js	finest	fine	0
oposites	oposites	n2-jn	opposites	opposite	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
its	its	po31	its	its	0
interest	interest	n1	interest	interest	0
;	;	;	;	;	0
and	and	cc	and	and	0
since	since	c-acp	since	since	0
this	this	d	this	this	0
testi	testi	n1	testi	testi	0
∣	∣	sy	∣	∣	0
mony	mony	n1	money	money	0
given	given	vvn	given	give	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
gone	gone	vvn	gone	go	0
on	on	a-acp	on	on	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
the	the	dt	the	the	0
same	same	d	same	same	0
language	language	n1	language	language	0
from	from	p-acp	from	from	0
Enerkethen	Enerkethen	np1	Enerkethen	Enerkethen	0
to	to	p-acp	to	to	0
Worcester	Worcester	np1	Worcester	Worcester	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
beloved	beloved	j-vvn	beloved	belove	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
we	we	pns12	we	we	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
think	think	vvi	think	think	0
and	and	cc	and	and	0
call	call	vvi	call	call	0
some	some	d	some	some	0
so	so	av	so	so	0
,	,	,	,	,	0
howsoever	howsoever	c-acp	howsoever	howsoever	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
taken	taken	vvn	taken	take	0
)	)	)	)	)	0
may	may	vmb	may	may	0
suspect	suspect	vvi	suspect	suspect	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
wretchednesse	wretchednesse	n1	wretchedness	wretchedness	0
,	,	,	,	,	0
poverty	poverty	n1	poverty	poverty	0
,	,	,	,	,	0
blindnesse	blindnesse	n1	blindness	blindness	0
and	and	cc	and	and	0
nakednes	nakednes	n1	nakedness	nakedness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
national	national	j	national	national	0
Church	Church	n1	Church	church	0
state	state	n1	state	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
your	your	po22	your	your	0
ear	ear	n1	ear	ear	0
opened	opened	vvn	opened	open	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
discipline	discipline	n1	discipline	discipline	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
rod	rod	n1	rod	rod	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
,	,	,	,	,	0
stop	stop	vvb	stop	stop	0
the	the	dt	the	the	0
ear	ear	n1	ear	ear	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
faithfull	faithfull	j	faithful	faithful	0
Char	Char	np1	Char	Char	0
∣	∣	sy	∣	∣	0
mer	mer	n1	mere	mere	0
,	,	,	,	,	0
Psal	Psal	np1	Psal	Psal	0
58.	58.	crd	58.	58.	0
or	or	cc	or	or	0
soft	soft	j	soft	soft	0
and	and	cc	and	and	0
sweet	sweet	j	sweet	sweet	0
wisperer	wisperer	n1	wisperer	wisperer	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Hebrew	Hebrew	njp	Hebrew	hebrew	0
signifies	signifies	vvz	signifies	signify	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
wisely	wisely	av-j	wisely	wise	0
charming	charming	vvg	charming	charm	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
corruption	corruption	n1	corruption	corruption	0
,	,	,	,	,	0
not	not	xx	not	not	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
.	.	.	.	.	1
If	If	cs	If	if	0
a	a	dt	a	a	0
loose	loose	j	lose	loose	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
,	,	,	,	,	0
despising	despising	vvg	despising	despise	0
those	those	d	those	those	0
precious	precious	j	precious	precious	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
seize	seize	vvi	seize	seize	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
forbid	forbid	vvb	forbid	forbid	0
)	)	)	)	)	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
judge	judge	vvi	judge	judge	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
venomous	venomous	j	venomous	venomous	0
adder	adder	n1	adder	adder	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
resisted	resisted	vvn	resisted	resist	0
and	and	cc	and	and	0
detested	detested	j-vvn	detested	detest	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
present	present	j	present	present	0
state	state	n1	state	state	0
.	.	.	.	.	1
If	If	cs	If	if	0
this	this	d	this	this	0
good	good	j	good	good	0
man	man	n1	man	man	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
sweet	sweet	j	sweet	sweet	0
sa	sa	fw-fr	sa	sa	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
believe	believe	vvb	believe	believe	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
his	his	po31	his	his	0
soul	soul	n1	soul	soul	0
loves	loves	vvz	loves	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
also	also	av	also	also	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
soul	soul	n1	soul	soul	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Work	Work	n1	Work	work	0
may	may	vmb	may	may	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
upon	upon	p-acp	upon	upon	0
enquiry	enquiry	n1	enquiry	enquiry	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
dealt	dealt	vvn	dealt	deal	0
kindly	kindly	av-j	kindly	kind	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
obtrude	obtrude	vvi	obtrude	obtrude	0
as	as	p-acp	as	as	0
imperious	imperious	j	imperious	imperious	0
and	and	cc	and	and	0
selfish	selfish	n1	selfish	selfish	0
Guardians	Guardians	n2	Guardians	guardian	0
or	or	cc	or	or	0
Tutors	Tutors	n2	Tutors	tutor	0
,	,	,	,	,	0
such	such	d	such	such	0
a	a	dt	a	a	0
spouse	spouse	n1	spouse	spouse	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
choyce	choyce	n1	choice	choice	0
,	,	,	,	,	0
minde	minde	n1	mind	mind	0
or	or	cc	or	or	0
lking	lking	vvg	lking	lk	0
.	.	.	.	.	1
The	The	dt	The	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
deserving	deserving	j-vvg	deserving	deserve	0
shepherds	shepherds	n2	shepherd's	shepherd	0
here	here	av	here	here	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
dear	dear	j-jn	dear	dear	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
other	other	j-jn	other	other	0
brethren	brethren	n2	brothers	brethren	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shep	shep	n1	shep	sheep	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
wolves	wolves	n2	wolves	wolf	0
)	)	)	)	)	0
doth	doth	vdz	does	do	0
tell	tell	vvi	tell	tell	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
almost	almost	av	almost	almost	0
nine	nine	crd	nine	nine	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
ten	ten	crd	ten	ten	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
flock	flock	n1	flock	flock	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
sheep	sheep	n1	sheep	sheep	0
,	,	,	,	,	0
not	not	xx	not	not	0
fit	fit	j	fit	fit	0
(	(	(	(	(	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
civill	civill	j	civil	civil	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	dc	less	less	0
(	(	(	(	(	0
say	say	vvb	say	say	0
we	we	pns12	we	we	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
priveledges	priveledges	n2	privileges	privilege	0
;	;	;	;	;	0
and	and	cc	and	and	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
ra	ra	uh	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
a	a	zz	a	a	0
herd	herd	n1	heard	herd	0
or	or	cc	or	or	0
drove	drove	vvd	drove	drive	0
,	,	,	,	,	0
then	then	cs	then	than	0
a	a	dt	a	a	0
flock	flock	n1	flock	flock	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
few	few	d	few	few	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
shepherds	shepherds	n2	shepherd's	shepherd	0
themselves	themselves	px32	themselves	themselves	0
think	think	vvb	think	think	0
now	now	av	now	now	0
their	their	po32	their	their	0
driving	driving	j-vvg	driving	drive	0
power	power	n1	power	power	0
ceas	ceas	fw-la	ceas	ceas	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
)	)	)	)	)	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
many	many	d	many	many	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
already	already	av	already	already	0
know	know	vvb	know	know	0
)	)	)	)	)	0
do	do	vdb	do	do	0
turn	turn	vvi	turn	turn	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
gladly	gladly	av-j	gladly	glad	0
rend	rend	vvi	rend	rend	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
keeping	keeping	n-vvg	keeping	keep	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
flock	flock	n1	flock	flock	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
unsafe	unsafe	j	unsafe	unsafe	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
good	good	j	good	good	0
Ministers	Ministers	n2	Ministers	minister	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
unprofitable	unprofitable	j	unprofitable	unprofitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
people	people	n1	people	people	0
(	(	(	(	(	0
both	both	d	both	both	0
good	good	j	good	good	0
and	and	cc	and	and	0
bad	bad	j	bad	bad	0
)	)	)	)	)	0
and	and	cc	and	and	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
honourable	honourable	j	honourable	honourable	0
to	to	pc-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
right	right	n-jn	right	right	0
done	done	vdn	done	do	0
to	to	p-acp	to	to	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
mercy	mercy	n1	mercy	mercy	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hearken	hearken	vvi	harken	hearken	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
voyce	voyce	n1	voice	voice	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
testimony	testimony	n1	testimony	testimony	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
better	better	av-jc	better	better	0
dispose	dispose	vvi	dispose	dispose	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
reception	reception	n1	reception	reception	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
necessary	necessary	j	necessary	necessary	0
preservative	preservative	n1	preservative	preservative	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvi	give	give	0
a	a	dt	a	a	0
blessd	blessd	j	blessed	blessed	0
tendency	tendency	n1	tendency	tendency	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
better	better	jc	better	better	0
correspondence	correspondence	n1	correspondence	correspondence	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
and	and	cc	and	and	0
men	men	n2	men	man	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
while	while	cs	while	while	0
(	(	(	(	(	0
not	not	xx	not	not	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
