GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
!	!	!	!	!	1
MAny	MAny	av-d	MAny	many	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Papers	Papers	n2	Papers	paper	0
were	were	vbdr	were	be	0
drawn	drawn	vvn	drawn	draw	0
by	by	p-acp	by	by	0
mee	mee	pno11	me	i	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
solitude	solitude	n1	solitude	solitude	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Tower	Tower	n1	Tower	tower	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
intended	intended	vvd	intended	intend	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
publick	publick	j	public	public	0
view	view	n1	view	view	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
private	private	j	private	private	0
use	use	n1	use	use	0
;	;	;	;	;	0
after	after	c-acp	after	after	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
Providence	Providence	n1	Providence	providence	0
ordering	ordering	vvg	ordering	order	0
it	it	pn31	it	it	0
so	so	av	so	so	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
commanded	commanded	vvn	commanded	command	0
by	by	p-acp	by	by	0
som	som	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Council	Council	n1	Council	council	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
them	them	pno32	them	they	0
my	my	po11	my	my	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tendance	tendance	n1	tendance	tendance	0
and	and	cc	and	and	0
humble	humble	j	humble	humble	0
advice	advice	n1	advice	advice	0
about	about	p-acp	about	about	0
removing	removing	vvg	removing	remove	0
the	the	dt	the	the	0
obstruction	obstruction	n1	obstruction	obstruction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mint	Mint	n1	Mint	mint	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
attend	attend	vvi	attend	attend	0
som	som	d	some	some	0
honorable	honorable	j	honourable	honourable	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
a	a	dt	a	a	0
table	table	n1	table	table	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
just	just	j	just	just	0
value	value	n1	valve	value	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Coins	Coins	n2	Coins	coin	0
in	in	p-acp	in	in	0
Christendom	Christendom	np1	Christendom	Christendom	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
settle	settle	vvi	settle	settle	0
their	their	po32	their	their	0
true	true	j	true	true	0
values	values	n2	value's	value	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Standard	Standard	n1	Standard	standard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mint	Mint	n1	Mint	mint	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
