Honoured	Honoured	j-vvn	Honoured	honour	0
and	and	cc	and	and	0
beloved	beloved	vvn	beloved	belove	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Harvest	Harvest	n1	Harvest	harvest	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
wise	wise	j	wise	wise	0
and	and	cc	and	and	0
good	good	j	good	good	0
Providence	Providence	n1	Providence	providence	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
allot	allot	vvi	allot	allot	0
my	my	po11	my	my	0
Work	Work	n1	Work	work	0
and	and	cc	and	and	0
Service	Service	n1	Service	service	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
worth	worth	j	worth	worth	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Service	Service	n1	Service	service	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Citie	Citie	n1	City	city	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
not	not	xx	not	not	0
one	one	pi	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
your	your	po22	your	your	0
habitation	habitation	n1	habitation	habitation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
your	your	po22	your	your	0
charge	charge	n1	charge	charge	0
;	;	;	;	;	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
pleased	pleased	vvn	pleased	please	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
lot	lot	n1	lot	lot	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
:	:	:	:	:	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
(	(	(	(	(	0
and	and	cc	and	and	0
hereby	hereby	av	hereby	hereby	0
do	do	vdb	do	do	0
)	)	)	)	)	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
that	that	d	that	that	0
affection	affection	n1	affection	affection	0
and	and	cc	and	and	0
respect	respect	n1	respect	respect	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
as	as	c-acp	as	as	0
becomes	becomes	vvz	becomes	become	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
testimony	testimony	n1	testimony	testimony	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
sought	sought	vvn	sought	seek	0
my	my	po11	my	my	0
own	own	d	own	own	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
profit	profit	n1	profit	profit	0
of	of	pp-f	of	of	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
