Dearly	Dearly	av-jn	Dearly	dear	0
Beloved	Beloved	vvn	Beloved	belove	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
THis	THis	d	THis	this	0
Treatise	Treatise	n1	Treatise	treatise	0
(	(	(	(	(	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
)	)	)	)	)	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
I	I	pns11	I	i	0
judging	judging	vvg	judging	judge	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
proper	proper	j	proper	proper	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
dedi	dedi	fw-la	dedi	dedi	0
∣	∣	sy	∣	∣	0
cate	cate	vvb	cate	care	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
is	is	vbz	is	be	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
special	special	j	special	special	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
excite	excite	vvi	excite	excite	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
your	your	po22	your	your	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
your	your	po22	your	your	0
Houses	Houses	n2	Houses	house	0
,	,	,	,	,	0
your	your	po22	your	your	0
All	All	d	All	all	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
.	.	.	.	.	1
Had	Had	vhd	Had	have	0
I	I	pns11	I	i	0
gone	gone	vvn	gone	go	0
by	by	p-acp	by	by	0
favours	favours	n2	favours	favour	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Personal	Personal	j	Personal	personal	0
obligations	obligations	n2	obligations	obligation	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
usual	usual	j	usual	usual	0
measures	measures	n2	measures	measure	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
writers	writers	n2	writers	writer	0
proceed	proceed	vvb	proceed	proceed	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
their	their	po32	their	their	0
Dedications	Dedications	n2	Dedications	dedication	0
,	,	,	,	,	0
)	)	)	)	)	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
favours	favours	n2	favours	favour	0
recei	recei	n1	recei	recei	0
∣	∣	sy	∣	∣	0
ved	ved	n1	ved	ved	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
expressing	expressing	vvg	expressing	express	0
their	their	po32	their	their	0
gratitude	gratitude	n1	gratitude	gratitude	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
)	)	)	)	)	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
gone	gone	vvn	gone	go	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
measures	measures	n2	measures	measure	0
,	,	,	,	,	0
(	(	(	(	(	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
ever	ever	av	ever	ever	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
highly	highly	av-j	highly	high	0
obliged	obliged	vvn	obliged	oblige	0
to	to	p-acp	to	to	0
verie	verie	av	very	very	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
)	)	)	)	)	0
certainly	certainly	av-j	certainly	certain	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
else	else	av	else	else	0
∣	∣	sy	∣	∣	0
where	where	c-crq	where	where	0
made	made	vvd	made	make	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
;	;	;	;	;	0
(	(	(	(	(	0
viz.	viz.	n1	viz.	viz.	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
(	(	(	(	(	0
tru	tru	j	true	true	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
)	)	)	)	)	0
Honourable	Honourable	j	Honourable	honourable	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
happiness	happiness	n1	happiness	happiness	0
long	long	av-j	long	long	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
,	,	,	,	,	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
whom	whom	ro-crq	whom	who	0
for	for	p-acp	for	for	0
her	her	po31	her	her	0
favours	favours	n2	favours	favour	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
more	more	dc	more	more	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
besides	besides	a-acp	beside	beside	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Rule	Rule	n1	Rule	rule	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
)	)	)	)	)	0
I	I	pns11	I	i	0
go	go	vvb	go	go	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
here	here	av	here	here	0
treated	treated	vvn	treated	treat	0
of	of	pp-f	of	of	0
and	and	cc	and	and	0
insisted	insisted	vvd	insisted	insist	0
upon	upon	p-acp	upon	upon	0
:	:	:	:	:	0
that	that	cst	that	that	0
therefore	therefore	av	therefore	therefore	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
most	most	av-ds	most	most	0
suitable	suitable	j	suitable	suitable	0
and	and	cc	and	and	0
applicable	applicable	j	applicable	applicable	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
being	being	vbg	being	be	0
specially	specially	av-j	specially	special	0
(	(	(	(	(	0
though	though	cs	though	though	0
not	not	xx	not	not	0
exclusively	exclusively	av-j	exclusively	exclusive	0
)	)	)	)	)	0
concern	concern	vvi	concern	concern	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
being	being	vbg	being	be	0
penn'd	penn'd	vvn	penned	pen	0
on	on	p-acp	on	on	0
pur	pur	fw-fr	pur	pur	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
particular	particular	j	particular	particular	0
Case	Case	n1	Case	case	0
,	,	,	,	,	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
Rebuilding	Rebuilding	vvg	Rebuilding	rebuild	0
your	your	po22	your	your	0
Houses	Houses	n2	Houses	house	0
,	,	,	,	,	0
)	)	)	)	)	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
judge	judge	vvi	judge	judge	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
venient	venient	av-j	venient	venient	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
and	and	cc	and	and	0
dedicate	dedicate	vvi	dedicate	dedicate	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
right	right	n-jn	right	right	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
give	give	vvi	give	give	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
satisfa	satisfa	n1	satisfa	satisfa	0
∣	∣	sy	∣	∣	0
ctory	ctory	n1	ctory	ctory	0
an	an	cs	and	an	0
account	account	n1	account	account	0
,	,	,	,	,	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
dedicated	dedicated	vvn	dedicated	dedicate	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
indeed	indeed	av	indeed	indeed	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
do	do	vdi	do	do	0
.	.	.	.	.	1
I	I	pns11	I	i	0
here	here	av	here	here	0
tender	tender	j	tender	tender	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
publick	publick	j	public	public	0
view	view	n1	view	view	0
,	,	,	,	,	0
a	a	dt	a	a	0
very	very	j	very	very	0
mean	mean	j	mean	mean	0
and	and	cc	and	and	0
inconsiderable	inconsiderable	j	inconsiderable	inconsiderable	0
piece	piece	n1	piece	piece	0
;	;	;	;	;	0
a	a	dt	a	a	0
Discourse	Discourse	n1	Discourse	discourse	0
more	more	av-dc	more	more	0
plain	plain	j	plain	plain	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
unpolished	unpolished	j	unpolished	unpolished	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
ordinary	ordinary	j	ordinary	ordinary	0
than	than	cs	than	than	0
this	this	d	this	this	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
very	very	av	very	very	0
seldom	seldom	av	seldom	seldom	0
seen	seen	vvn	seen	see	0
the	the	dt	the	the	0
light	light	n1	light	light	0
.	.	.	.	.	1
And	And	cc	And	and	0
how	how	c-crq	how	how	0
I	I	pns11	I	i	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
trouble	trouble	vvi	trouble	trouble	0
you	you	pn22	you	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
imperfect	imperfect	j	imperfect	imperfect	0
,	,	,	,	,	0
worthless	worthless	j	worthless	worthless	0
endea	endea	n1	endea	endea	0
∣	∣	sy	∣	∣	0
vours	vours	n2	vours	vour	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
well	well	av	well	well	0
know	know	vvi	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
severe	severe	j	severe	severe	0
)	)	)	)	)	0
can	can	vmb	can	can	0
less	less	av-dc	less	less	0
justifie	justifie	vvi	justify	justify	0
.	.	.	.	.	1
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
look	look	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
my	my	po11	my	my	0
self	self	n1	self	self	0
as	as	c-acp	as	as	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
censured	censured	vvn	censured	censure	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
,	,	,	,	,	0
lamented	lamented	vvn	lamented	lament	0
in	in	p-acp	in	in	0
others	others	n2-jn	others	other	0
;	;	;	;	;	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
the	the	dt	the	the	0
burdening	burdening	vvg	burdening	burden	0
and	and	cc	and	and	0
overcharging	overcharging	vvg	overcharging	overcharge	0
the	the	dt	the	the	0
world	world	n1	world	world	0
with	with	p-acp	with	with	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
empty	empty	j	empty	empty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Cardi	Cardi	np1	Cardi	Cardi	0
∣	∣	sy	∣	∣	0
nals	nals	n2-j	nals	nals	0
Trunks	Trunks	n2	Trunks	trunk	0
once	once	a-acp	once	once	0
were	were	vbdr	were	be	0
;	;	;	;	;	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
contain	contain	vvb	contain	contain	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
trite	trite	j	trite	trite	0
,	,	,	,	,	0
common	common	j	common	common	0
,	,	,	,	,	0
almost	almost	av	almost	almost	0
trivial	trivial	j	trivial	trivial	0
.	.	.	.	.	1
Surely	Surely	np1	Surely	Surely	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
if	if	cs	if	if	0
men	men	n2	men	man	0
had	had	vhd	had	have	0
either	either	d	either	either	0
that	that	cst	that	that	0
prudence	prudence	n1	prudence	prudence	0
or	or	cc	or	or	0
that	that	d	that	that	0
modesty	modesty	n1	modesty	modesty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
well	well	av	well	well	0
be	be	vbi	be	be	0
expected	expected	vvn	expected	expect	0
:	:	:	:	:	0
The	The	dt	The	the	0
plain	plain	j	plain	plain	0
thread-bare	thread-bare	j	threadbare	threadbare	0
suit	suit	n1	suit	suit	0
,	,	,	,	,	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
well	well	av	well	well	0
enough	enough	av-d	enough	enough	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
persons	persons	n2	persons	person	0
go	go	vvb	go	go	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
better	better	jc	better	better	0
clothes	clothes	n2	clothes	clothes	0
are	are	vbr	are	be	0
required	required	vvn	required	require	0
;	;	;	;	;	0
'tis	'tis	pn31|vbz	it's	it|be	0
folly	folly	n1	folly	folly	0
to	to	pc-acp	to	to	0
open	open	vvi	open	open	0
that	that	d	that	that	0
shop	shop	n1	shop	shop	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
wares	wares	n2	wares	ware	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
,	,	,	,	,	0
the	the	dt	the	the	0
seller	seller	n1	seller	seller	0
is	is	vbz	is	be	0
disparaged	disparaged	vvn	disparaged	disparage	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
buyer	buyer	n1	buyer	buyer	0
disappointed	disappointed	vvn	disappointed	disappoint	0
.	.	.	.	.	1
I	I	pns11	I	i	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
Application	Application	n1	Application	application	0
,	,	,	,	,	0
others	others	n2-jn	others	other	0
will	will	vmb	will	will	0
do	do	vdb	do	do	0
that	that	d	that	that	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
(	(	(	(	(	0
probably	probably	av-j	probably	probable	0
)	)	)	)	)	0
will	will	vmb	will	will	0
first	first	ord	first	first	0
begin	begin	vvi	begin	begin	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
am	am	vbm	am	be	0
too	too	av	too	too	0
much	much	av-d	much	much	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
lash	lash	n1	lash	lash	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
allusions	allusions	n2	allusions	allusion	0
.	.	.	.	.	1
Well	Well	uh-av	Well	well	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
fall	fall	vvb	fallen	fall	0
out	out	av	out	out	0
so	so	av	so	so	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
submit	submit	vvi	submit	submit	0
;	;	;	;	;	0
severe	severe	j	severe	severe	0
reflexions	reflexions	n2	reflexions	reflection	0
upon	upon	p-acp	upon	upon	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
done	done	vdn	done	do	0
,	,	,	,	,	0
are	are	vbr	are	be	0
(	(	(	(	(	0
I	I	pns11	I	i	0
fear	fear	vvb	fear	fear	0
)	)	)	)	)	0
too	too	av	too	too	0
justly	justly	av-j	justly	just	0
deserved	deserved	vvn	deserved	deserve	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
.	.	.	.	.	1
All	All	av-d	All	all	0
that	that	d	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
your	your	po22	your	your	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
and	and	cc	and	and	0
my	my	po11	my	my	0
own	own	d	own	own	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
couragement	couragement	n1	couragement	couragement	0
)	)	)	)	)	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
the	the	dt	the	the	0
subject	subject	n-jn	subject	subject	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
pursue	pursue	vvb	pursue	pursue	0
)	)	)	)	)	0
is	is	vbz	is	be	0
very	very	av	very	very	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
very	very	av	very	very	0
seasonable	seasonable	j	seasonable	seasonable	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
)	)	)	)	)	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
great	great	j	great	great	0
affair	affair	n1	affair	affair	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
lies	lies	vvz	lies	lie	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
:	:	:	:	:	0
)	)	)	)	)	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
is	is	vbz	is	be	0
weighty	weighty	j	weighty	weighty	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
handling	handling	vvg	handling	handle	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
weak	weak	j	weak	weak	0
;	;	;	;	;	0
the	the	dt	the	the	0
former	former	j	former	former	0
must	must	vmb	must	must	0
make	make	vvi	make	make	0
some	some	d	some	some	0
amends	amends	n2	amends	amends	0
and	and	cc	and	and	0
reparation	reparation	n1	reparation	reparation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
;	;	;	;	;	0
had	had	vhn	had	have	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
and	and	cc	and	and	0
seasonableness	seasonableness	n1	seasonableness	seasonableness	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
insist	insist	vvb	insist	insist	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
stifled	stifled	vvn	stifled	stifle	0
these	these	d	these	these	0
Papers	Papers	n2	Papers	paper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
should	should	vmd	should	shall	0
never	never	av-x	never	never	0
have	have	vhi	have	have	0
shone	shone	vvn	shone	shine	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
being	being	vbg	being	be	0
seriously	seriously	av-j	seriously	serious	0
considered	considered	vvn	considered	consider	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
couraged	couraged	vvn	couraged	courage	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
publick	publick	j	public	public	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
