ALBEIT	ALBEIT	cs	ALBEIT	albeit	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
learned	learned	j	learned	learned	0
&	&	cc	&	and	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tuous	tuous	j	tuous	tuous	0
Prelate	Prelate	n1	Prelate	prelate	0
)	)	)	)	)	0
the	the	dt	the	the	0
wonder	wonder	n1	wonder	wonder	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
workmāship	workmāship	n1	workmanship	workmanship	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
:	:	:	:	:	0
the	the	dt	the	the	0
great	great	j	great	great	0
¦	¦	sy	¦	¦	0
nes	nes	zz	nes	nes	0
and	and	cc	and	and	0
beawtye	beawtye	n1	beauty	beauty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
celestiall	celestiall	j	celestial	celestial	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
dyes	dyes	vvz	dies	die	0
:	:	:	:	:	0
the	the	dt	the	the	0
inuiolable	inuiolable	j	inviolable	inviolable	0
order	order	n1	order	order	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
keepe	keepe	vvb	keep	keep	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
cōtinuall	cōtinuall	j	continual	continual	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
swift	swift	j	swift	swift	0
mouing	mouing	n-vvg	moving	move	0
:	:	:	:	:	0
the	the	dt	the	the	0
inestimable	inestimable	j	inestimable	inestimable	0
bene	bene	vbn	be	be	0
∣	∣	sy	∣	∣	0
fites	fites	n2	fites	fite	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
yeeld	yeeld	vvb	yield	yield	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
inferi	inferi	fw-la	inferi	inferi	0
∣	∣	sy	∣	∣	0
or	or	cc	or	or	0
partes	partes	n2	parts	part	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
seasonable	seasonable	j	seasonable	seasonable	0
inter	inter	vvb	inter	inter	0
∣	∣	sy	∣	∣	0
chaunges	chaunges	ng1	changes	change	0
:	:	:	:	:	0
the	the	dt	the	the	0
straunge	straunge	j	strange	strange	0
and	and	cc	and	and	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
tyme	tyme	n1	time	time	0
terrible	terrible	j	terrible	terrible	0
effectes	effectes	n2	effects	effect	0
that	that	cst	that	that	0
proceede	proceede	vvb	proceed	proceed	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
secret	secret	j-jn	secret	secret	0
influences	influences	n2	influences	influence	0
and	and	cc	and	and	0
ope	ope	j	open	open	0
∣	∣	sy	∣	∣	0
rations	rations	j	rations	rations	0
:	:	:	:	:	0
the	the	dt	the	the	0
continuall	continuall	j	continual	continual	0
intercourses	intercourses	n2	intercourses	intercourse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
and	and	cc	and	and	0
nightes	nightes	n2	nights	night	0
:	:	:	:	:	0
the	the	dt	the	the	0
orderly	orderly	j	orderly	orderly	0
succeeding	succeeding	j-vvg	succeeding	succeed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tymes	tymes	n2	times	time	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
winter	winter	n1	winter	winter	0
,	,	,	,	,	0
Springtyme	Springtyme	av	Springtyme	springtyme	0
,	,	,	,	,	0
Sommer	Sommer	n1	Summer	summer	0
,	,	,	,	,	0
and	and	cc	and	and	0
Haruest	Haruest	n1	Harvest	harvest	0
:	:	:	:	:	0
the	the	dt	the	the	0
generation	generation	n1	generation	generation	0
of	of	pp-f	of	of	0
Cloudes	Cloudes	n2	Clouds	cloud	0
,	,	,	,	,	0
Frosts	Frosts	n2	Frosts	frost	0
,	,	,	,	,	0
dewes	dewes	n2	dews	dew	0
,	,	,	,	,	0
windes	windes	n2	winds	wind	0
,	,	,	,	,	0
thunder	thunder	n1	thunder	thunder	0
,	,	,	,	,	0
lightning	lightning	n1	lightning	lightning	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
other	other	j-jn	other	other	0
impressions	impressions	n2	impressions	impression	0
and	and	cc	and	and	0
alte	alte	n1	alte	alte	0
∣	∣	sy	∣	∣	0
rations	rations	j	rations	rations	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ayre	ayre	n1	air	air	0
:	:	:	:	:	0
the	the	dt	the	the	0
situation	situation	n1	situation	situation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
huge	huge	j	huge	huge	0
earth	earth	n1	earth	earth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middes	middes	n2-jn	mids	mid	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
proppe	proppe	n1	prop	prop	0
or	or	cc	or	or	0
stay	stay	vvi	stay	stay	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
it	it	pn31	it	it	0
vp	vp	a-acp	up	up	0
:	:	:	:	:	0
the	the	dt	the	the	0
highnes	highnes	n1	highness	highness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
moū	moū	fw-fr	moū	moū	0
∣	∣	sy	∣	∣	0
taynes	taynes	vvz	tains	tain	0
:	:	:	:	:	0
the	the	dt	the	the	0
fertilitye	fertilitye	n1	fertility	fertility	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
valleyes	valleyes	n2	valleys	valley	0
:	:	:	:	:	0
the	the	dt	the	the	0
largenes	largenes	n1	largeness	largeness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chāpiō	chāpiō	n1	champion	champion	0
groūdes	groūdes	n2	grounds	ground	0
:	:	:	:	:	0
the	the	dt	the	the	0
beawtye	beawtye	n1	beauty	beauty	0
and	and	cc	and	and	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
plantes	plantes	n2	plants	plant	0
,	,	,	,	,	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
herbes	herbes	n2	herbs	herb	0
,	,	,	,	,	0
and	and	cc	and	and	0
flowers	flowers	n2	flowers	flower	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
is	is	vbz	is	be	0
so	so	av	so	so	0
excellently	excellently	av-j	excellently	excellent	0
adorned	adorned	vvn	adorned	adorn	0
:	:	:	:	:	0
the	the	dt	the	the	0
vnmeasurable	vnmeasurable	j	unmeasurable	unmeasurable	0
