Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
this	this	d	this	this	0
Farewel	Farewel	n1	Farewell	farewell	0
Sermon	Sermon	n1	Sermon	sermon	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
barely	barely	av-j	barely	bare	0
intended	intended	vvn	intended	intend	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
solemn	solemn	j	solemn	solemn	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
mality	mality	n1	mality	mality	0
upon	upon	p-acp	upon	upon	0
quitting	quitting	vvg	quitting	quit	0
my	my	po11	my	my	0
employ	employ	vvb	employ	employ	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
result	result	n1	result	result	0
of	of	pp-f	of	of	0
sentiments	sentiments	n2	sentiments	sentiment	0
both	both	d	both	both	0
tender	tender	j	tender	tender	0
and	and	cc	and	and	0
serious	serious	j	serious	serious	0
,	,	,	,	,	0
expressed	expressed	vvn	expressed	express	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
imaginable	imaginable	j	imaginable	imaginable	0
sincerity	sincerity	n1	sincerity	sincerity	0
and	and	cc	and	and	0
heartiness	heartiness	n1	heartiness	heartiness	0
;	;	;	;	;	0
so	so	av	so	so	0
I	I	pns11	I	i	0
flatter	flatter	vvb	flatter	flatter	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Belief	Belief	n1	Belief	belief	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
desiring	desiring	vvg	desiring	desire	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
publick	publick	j	public	public	0
,	,	,	,	,	0
was	was	vbds	was	be	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
a	a	dt	a	a	0
ceremonious	ceremonious	j	ceremonious	ceremonious	0
Comple	Comple	vvb	Comple	comple	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
fresh	fresh	j	fresh	fresh	0
instance	instance	n1	instance	instance	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
kindness	kindness	n1	kindness	kindness	0
and	and	cc	and	and	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
always	always	av	always	always	0
been	been	vbn	been	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	pc-acp	to	to	0
favour	favour	vvi	favour	favour	0
me	me	pno11	me	i	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
fairly	fairly	av-j	fairly	fair	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
excuse	excuse	vvi	excuse	excuse	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
plainness	plainness	n1	plainness	plainness	0
and	and	cc	and	and	0
indi	indi	fw-la	indi	indi	0
∣	∣	sy	∣	∣	0
gestedness	gestedness	n1	gestedness	gestedness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Discourse	Discourse	n1	Discourse	discourse	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
refuse	refuse	vvi	refuse	refuse	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
absolute	absolute	j	absolute	absolute	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
sposal	sposal	n1	sposal	sposal	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
so	so	av	so	so	0
justly	justly	av-j	justly	just	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tirely	tirely	av-j	tirely	tire	0
your	your	po22	your	your	0
own	own	d	own	own	0
;	;	;	;	;	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
agreeable	agreeable	j	agreeable	agreeable	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
That	That	cst	That	that	0
your	your	po22	your	your	0
Affection	Affection	n1	Affection	affection	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
Pub	Pub	fw-la	Pub	pub	0
∣	∣	sy	∣	∣	0
lishing	lishing	n-vvg	lishing	lish	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
my	my	po11	my	my	0
Affection	Affection	n1	Affection	affection	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
Composing	Composing	vvg	Composing	compose	0
.	.	.	.	.	1
That	That	cst	That	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
still	still	av	still	still	0
continue	continue	vvi	continue	continue	0
stedfast	stedfast	j	steadfast	steadfast	0
and	and	cc	and	and	0
immoveable	immoveable	j	immoveable	immovable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Faith	Faith	n1	Faith	faith	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
preached	preached	vvn	preached	preach	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
always	always	av	always	always	0
abound	abound	vvb	abound	abound	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Work	Work	n1	Work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perfor	perfor	j	perfor	perfor	0
∣	∣	sy	∣	∣	0
mance	mance	n1	mance	mance	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
constantly	constantly	av-j	constantly	constant	0
exhort	exhort	vvb	exhort	exhort	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
you	you	pn22	you	you	0
;	;	;	;	;	0
that	that	d	that	that	0
so	so	av	so	so	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
my	my	po11	my	my	0
Labour	Labour	n1	Labour	labour	0
in	in	p-acp	in	in	0
Preaching	Preaching	vvg	Preaching	preach	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yours	yours	png22	yours	you	0
in	in	p-acp	in	in	0
practising	practising	vvg	practising	practise	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
earnest	earnest	n1	earnest	earnest	0
and	and	cc	and	and	0
continual	continual	j	continual	continual	0
Prayer	Prayer	n1	Prayer	prayer	0
of	of	pp-f	of	of	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	1
