My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
▪	▪	▪	▪	▪	0
TO	TO	p-acp	TO	to	0
whom	whom	ro-crq	whom	who	0
first	first	ord	first	first	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Judge	Judge	n1	Judge	judge	0
,	,	,	,	,	0
&	&	cc	&	and	0
next	next	ord	next	next	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
tron	tron	n1	tron	tron	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
concernes	concernes	vvz	concerns	concern	0
both	both	d	both	both	0
Uni	Uni	np1	Uni	Uni	0
∣	∣	sy	∣	∣	0
versities	versities	n2	versities	versity	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
person	person	n1	person	person	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
lower	lower	jc	lower	low	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
scarcely	scarcely	av-j	scarcely	scarce	0
any	any	d	any	any	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
more	more	dc	more	more	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fited	fited	vvn	fited	fit	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
more	more	dc	more	more	0
time	time	n1	time	time	0
;	;	;	;	;	0
a	a	dt	a	a	0
diligent	diligent	j	diligent	diligent	0
and	and	cc	and	and	0
apprehen	apprehen	fw-ge	apprehen	apprehen	0
∣	∣	sy	∣	∣	0
sive	sive	fw-la	sive	sive	0
Learner	Learner	n1	Learner	learner	0
,	,	,	,	,	0
having	having	vhg	having	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
able	able	j	able	able	0
&	&	cc	&	and	0
communi	communi	fw-la	communi	communi	0
∣	∣	sy	∣	∣	0
cative	cative	n1	cative	cative	0
Teacher	Teacher	n1	Teacher	teacher	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
higher	higher	jc	higher	high	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
well	well	av	well	well	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
love	love	vvb	love	love	0
it	it	pn31	it	it	0
well	well	av	well	well	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
farre	farre	av-j	far	far	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
proofe	proofe	n1	proof	proof	0
,	,	,	,	,	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pressions	pressions	n2	pressions	pression	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
,	,	,	,	,	0
did	did	vdd	did	do	0
arise	arise	vvi	arise	arise	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
beleeve	beleeve	vvb	believe	believe	0
)	)	)	)	)	0
especially	especially	av-j	especially	especial	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
root	root	n1	root	root	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
thought	thought	vvd	thought	think	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Universitie	Universitie	n1	University	university	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
another	another	n-jn	another	another	0
is	is	vbz	is	be	0
lo	lo	uh	lo	lo	0
∣	∣	sy	∣	∣	0
ved	ved	n-vvn	ved	ve	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
be	be	vbi	be	be	0
loved	loved	vvn	loved	love	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
loved	loved	vvn	loved	love	0
is	is	vbz	is	be	0
knowne	knowne	vvn	known	know	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
we	we	pns12	we	we	0
love	love	vvb	love	love	0
not	not	xx	not	not	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
love	love	n1	love	love	0
and	and	cc	and	and	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
may	may	vmb	may	may	0
still	still	av	still	still	0
increase	increase	vvi	increase	increase	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
you	you	pn22	you	you	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fountaine	fountaine	n1	fountain	fountain	0
of	of	pp-f	of	of	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
finall	finall	j	final	final	0
,	,	,	,	,	0
full	full	j	full	full	0
,	,	,	,	,	0
and	and	cc	and	and	0
transcendent	transcendent	j	transcendent	transcendent	0
object	object	n1	object	object	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
created	created	j-vvn	created	create	0
love	love	n1	love	love	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
this	this	d	this	this	0
increase	increase	n1	increase	increase	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
work	work	n1	work	work	0
may	may	vmb	may	may	0
give	give	vvi	give	give	0
some	some	d	some	some	0
advancement	advancement	n1	advancement	advancement	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
adde	adde	vvi	add	add	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
joy	joy	n1	joy	joy	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	1
