GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
,	,	,	,	,	0
FOR	FOR	p-acp	FOR	for	0
Your	Your	po22	Your	your	0
sakes	sakes	n2	sakes	sake	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
inserted	inserted	vvn	inserted	insert	0
this	this	d	this	this	0
following	following	j-vvg	following	follow	0
Abridgment	Abridgment	n1	Abridgment	abridgment	0
or	or	cc	or	or	0
Summary	Summary	n1	Summary	summary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
Penalties	Penalties	n2	Penalties	penalty	0
,	,	,	,	,	0
and	and	cc	and	and	0
Forfeitures	Forfeitures	n2	Forfeitures	forfeiture	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
limited	limited	vvn	limited	limit	0
and	and	cc	and	and	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pointed	pointed	vvd	pointed	point	0
by	by	p-acp	by	by	0
several	several	j	several	several	0
Acts	Acts	n2	Acts	act	0
of	of	pp-f	of	of	0
Parlia	Parlia	np1	Parlia	Parlia	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
relating	relating	vvg	relating	relate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Customs	Customs	n2	Customs	custom	0
and	and	cc	and	and	0
Navigation	Navigation	n1	Navigation	navigation	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
Cases	Cases	n2	Cases	case	0
both	both	d	both	both	0
Ships	Ships	n2	Ships	ship	0
and	and	cc	and	and	0
Goods	Goods	n2-j	Goods	good	0
are	are	vbr	are	be	0
forfei	forfei	fw-mi	forfei	forfei	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Exporting	Exporting	vvg	Exporting	export	0
or	or	cc	or	or	0
Importation	Importation	n1	Importation	importation	0
of	of	pp-f	of	of	0
Prohibited	Prohibited	vvn	Prohibited	prohibit	0
Goods	Goods	n2-j	Goods	good	0
;	;	;	;	;	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
several	several	j	several	several	0
Statutes	Statutes	n2	Statutes	statute	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
upon	upon	p-acp	upon	upon	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
grounded	grounded	vvn	grounded	ground	0
,	,	,	,	,	0
being	being	vbg	being	be	0
duly	duly	av-jn	duly	due	0
compared	compared	vvn	compared	compare	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Statutes	Statutes	n2	Statutes	statute	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Abridgment	Abridgment	n1	Abridgment	abridgment	0
to	to	p-acp	to	to	0
1664.	1664.	crd	1664.	1664.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
provoked	provoked	vvn	provoked	provoke	0
to	to	pc-acp	to	to	0
annex	annex	vvi	annex	annex	0
this	this	d	this	this	0
Summary	Summary	n1	Summary	summary	0
of	of	pp-f	of	of	0
Custom-House	Custom-House	n1	Custom-House	custom-house	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Princi	Princi	np1	Princi	Princi	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
will	will	n1	will	will	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
knowing	knowing	vvg	knowing	know	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
defects	defects	n2	defects	defect	0
,	,	,	,	,	0
or	or	cc	or	or	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
own	own	d	own	own	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	j	past	past	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
mander	mander	zz	mander	mander	0
my	my	po11	my	my	0
self	self	n1	self	self	0
.	.	.	.	.	1
Through	Through	p-acp	Through	through	0
ignorance	ignorance	n1	ignorance	ignorance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Laws	Laws	n2	Laws	law	0
your	your	po22	your	your	0
Goods	Goods	n2-j	Goods	good	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
seised	seised	vvn	seized	seize	0
and	and	cc	and	and	0
lost	lost	vvn	lost	lose	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ships	Ships	n2	Ships	ship	0
stopp'd	stopp'd	vvn	stopped	stop	0
and	and	cc	and	and	0
hindred	hindred	vvn	hindered	hinder	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Voyages	Voyages	n2	Voyages	voyage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
loss	loss	n1	loss	loss	0
and	and	cc	and	and	0
damage	damage	n1	damage	damage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
and	and	cc	and	and	0
Owners	Owners	n2	Owners	owner	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mariners	Mariners	n2	Mariners	mariner	0
:	:	:	:	:	0
Whereas	Whereas	cs	Whereas	whereas	0
if	if	cs	if	if	0
all	all	d	all	all	0
concerned	concerned	vvd	concerned	concern	0
had	had	vhd	had	have	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
know	know	vvi	know	know	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
prevent	prevent	vvi	prevent	prevent	0
this	this	d	this	this	0
loss	loss	n1	loss	loss	0
and	and	cc	and	and	0
damage	damage	n1	damage	damage	0
,	,	,	,	,	0
and	and	cc	and	and	0
walk	walk	vvi	walk	walk	0
safe	safe	j	safe	safe	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
detriment	detriment	n1	detriment	detriment	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
or	or	cc	or	or	0
Goods	Goods	n2-j	Goods	good	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Officers	Officers	n2	Officers	officer	0
;	;	;	;	;	0
whereas	whereas	cs	whereas	whereas	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
this	this	d	this	this	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
your	your	po22	your	your	0
Ignorance	Ignorance	n1	Ignorance	ignorance	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Officers	Officers	ng1	Officers	officer	0
Advan	Advan	n1	Advan	advan	0
∣	∣	sy	∣	∣	0
tage	tage	n1	tage	tage	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
pay	pay	vvb	pay	pay	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
advise	advise	vvi	advice	advise	0
every	every	d	every	every	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
our	our	po12	our	our	0
Saviour's	Saviour's	ng1	Saviour's	saviour	0
Counsel	Counsel	n1	Counsel	counsel	0
Matthew	Matthew	np1	Matthew	Matthew	0
22.21	22.21	crd	22.21	22.21	0
.	.	.	.	.	1
Render	Render	vvb	Render	render	0
therefore	therefore	av	therefore	therefore	0
unto	unto	p-acp	unto	unto	0
Caesar	Caesar	np1	Caesar	Caesar	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
Caesar's	Caesar's	npg1	Caesar's	Caesar	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
God	God	np1	God	God	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
God's	God's	npg1	God's	God	0
:	:	:	:	:	0
as	as	p-acp	as	as	0
likewise	likewise	av	likewise	likewise	0
Rom.	Rom.	np1	Rom.	Rom.	1
13.6	13.6	crd	13.6	13.6	0
,	,	,	,	,	0
7.	7.	crd	7.	7.	1
Render	Render	vvb	Render	render	0
therefore	therefore	av	therefore	therefore	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
their	their	po32	their	their	0
dues	dues	n2-jn	dues	due	0
,	,	,	,	,	0
Tribute	Tribute	n1	Tribute	tribute	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
Tribute	Tribute	n1	Tribute	tribute	0
is	is	vbz	is	be	0
due	due	j-jn	due	due	0
,	,	,	,	,	0
Custom	Custom	n1	Custom	custom	0
to	to	p-acp	to	to	0
whom	whom	r-crq	whom	who	0
Cu	Cu	zz	Cu	cu	0
∣	∣	sy	∣	∣	0
stom	stom	n1	stom	stom	0
,	,	,	,	,	0
Fear	Fear	vvb	Fear	fear	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
Fear	Fear	n1	Fear	fear	0
,	,	,	,	,	0
Honour	Honour	vvb	Honour	honour	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
