HAVING	HAVING	vhg	HAVING	have	0
offered	offered	vvn	offered	offer	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
Iesus-Christ	Iesus-Christ	np1	Iesus-Christ	Iesus-Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
sollicit	sollicit	vvi	solicit	solicit	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
the	the	dt	the	the	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Sacred	Sacred	j	Sacred	sacred	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
esty	esty	n1	esty	esty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
place	place	n1	place	place	0
I	I	pns11	I	i	0
bring	bring	vvb	bring	bring	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
yours	yours	png22	yours	you	0
:	:	:	:	:	0
and	and	cc	and	and	0
I-beseech	I-beseech	j	I-beseech	i-beseech	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
earnest	earnest	n1	earnest	earnest	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
humility	humility	n1	humility	humility	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
as	as	c-acp	as	as	0
fauourably	fauourably	av-j	favourably	favourable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
done	done	vdn	done	do	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
that	that	cst	that	that	0
desireth	desireth	vvz	desires	desire	0
your	your	po22	your	your	0
protection	protection	n1	protection	protection	0
.	.	.	.	.	1
A	A	dt	A	a	0
subiect	subiect	n-jn	subject	subject	0
too	too	av	too	too	0
sublime	sublime	j	sublime	sublime	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
handled	handled	vvn	handled	handle	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
insufficiency	insufficiency	n1	insufficiency	insufficiency	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
neede	neede	vvi	need	need	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
protected	protected	vvn	protected	protect	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
the	the	dt	the	the	0
present	present	j	present	present	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
required	required	vvd	required	require	0
this	this	d	this	this	0
la	la	uh	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
of	of	pp-f	of	of	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
acceptable	acceptable	j	acceptable	acceptable	0
stoode	stoode	vvd	stood	stand	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
protection	protection	n1	protection	protection	0
.	.	.	.	.	1
This	This	d	This	this	0
I	I	pns11	I	i	0
inge	inge	vvb	inge	inge	0
∣	∣	sy	∣	∣	0
genuously	genuously	av-j	genuously	genuous	0
confesse	confesse	vvb	confess	confess	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
onely	onely	j	only	only	0
motiue	motiue	n1	motive	motive	0
why	why	c-crq	why	why	0
next	next	ord	next	next	0
vnto	vnto	p-acp	unto	unto	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
my	my	po11	my	my	0
worke	worke	n1	work	work	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
.	.	.	.	.	1
Because	Because	p-acp	Because	because	0
setting	setting	vvg	setting	set	0
forth	forth	av	forth	forth	0
this	this	d	this	this	0
methode	methode	n1	method	method	0
of	of	pp-f	of	of	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Councell	Councell	n1	Council	council	0
of	of	pp-f	of	of	0
Trent	Trent	np1	Trent	Trent	0
hath	hath	vhz	hath	have	0
soe	soe	av	so	so	0
earnestly	earnestly	av-j	earnestly	earnest	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mended	mended	vvn	mended	mend	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
practised	practised	vvn	practised	practise	0
with	with	p-acp	with	with	0
soe	soe	av	so	so	0
much	much	d	much	much	0
profit	profit	n1	profit	profit	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
places	places	n2	places	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
liuered	liuered	vvn	livered	liver	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
il	il	av-jn	ill	ill	0
soe	soe	av	so	so	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
was	was	vbds	was	be	0
sittest	sittest	vv2	sittest	sit	0
for	for	p-acp	for	for	0
England	England	np1	England	England	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
soe	soe	av	so	so	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
a	a	dt	a	a	0
powerfull	powerfull	j	powerful	powerful	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
tectour	tectour	n1	tectour	tectour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
both	both	d	both	both	0
seasonable	seasonable	j	seasonable	seasonable	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
acceptable	acceptable	j	acceptable	acceptable	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
carefull	carefull	j	careful	careful	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
ordinary	ordinary	j	ordinary	ordinary	0
approbation	approbation	n1	approbation	approbation	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
entred	entred	vvd	entered	enter	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
;	;	;	;	;	0
soe	soe	av	so	so	0
now	now	av	now	now	0
comming	comming	vvg	coming	come	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
publicke	publicke	j	public	public	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
it	it	pn31	it	it	0
