COnsidering	COnsidering	vvg	COnsidering	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
worshipfull	worshipfull	j	worshipful	worshipful	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
whō	whō	ro-crq	whom	who	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
small	small	j	small	small	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
schoole	schoole	n1	school	school	0
indea	indea	n1	indea	indea	0
∣	∣	sy	∣	∣	0
uours	uours	n2	uours	uour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
bethink	bethink	vvi	bethink	bethink	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
none	none	pix	none	none	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
iust	iust	j	just	just	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
due	due	zz	due	due	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
sith	sith	c-acp	sith	sith	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
euen	euen	av-j	even	even	0
mine	mine	png11	mine	i	0
owne	owne	d	own	own	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
all	all	d	all	all	0
my	my	po11	my	my	0
later	later	jc	later	late	0
trauels	trauels	n2	travels	travel	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
your	your	po22	your	your	0
vnfained	vnfained	j	unfeigned	unfeigned	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
tender	tender	j	tender	tender	0
care	care	n1	care	care	0
for	for	p-acp	for	for	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
and	and	cc	and	and	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
bles	bles	n2-j	bles	bles	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
God	God	n1	God	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bind	bind	vvi	bind	bind	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
still	still	av	still	still	0
more	more	av-dc	more	more	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
heauenly	heauenly	j	heavenly	heavenly	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
euen	euen	av	even	even	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
thank	thank	n1	thank	thank	0
∣	∣	sy	∣	∣	0
fulnesse	fulnesse	n1	fullness	fullness	0
,	,	,	,	,	0
all	all	d	all	all	0
my	my	po11	my	my	0
daies	daies	n2	days	day	0
.	.	.	.	.	1
Because	Because	p-acp	Because	because	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
all	all	d	all	all	0
your	your	po22	your	your	0
regarde	regarde	n1	regard	regard	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
euer	euer	av	ever	ever	0
had	had	vhd	had	have	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
health	health	n1	health	health	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
through	through	p-acp	through	through	0
long	long	j	long	long	0
affliction	affliction	n1	affliction	affliction	0
by	by	p-acp	by	by	0
sundrie	sundrie	j	sundry	sundry	0
most	most	av-ds	most	most	0
heauie	heauie	j	heavy	heavy	0
trials	trials	n2	trials	trial	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
ouer-toyling	ouer-toyling	j	overtoiling	overtoiling	0
both	both	d	both	both	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
lacke	lacke	n1	lack	lack	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
meet	meet	j	meet	meet	0
helps	helps	n2	helps	help	0
and	and	cc	and	and	0
means	means	n2	means	mean	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
that	that	d	that	that	0
seruice	seruice	n1	service	service	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
entered	entered	vvn	entered	enter	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
desired	desired	vvn	desired	desire	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
common	common	j	common	common	0
weale	weale	n1	weal	weal	0
)	)	)	)	)	0
my	my	po11	my	my	0
life	life	n1	life	life	0
was	was	vbds	was	be	0
become	become	vvn	become	become	0
most	most	ds	most	most	0
mise	mise	n2	mice	mouse	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
and	and	cc	and	and	0
a	a	dt	a	a	0
burden	burden	n1	burden	burden	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
chan	chan	av	chan	chan	0
∣	∣	sy	∣	∣	0
ging	ging	n1	ging	ging	0
the	the	dt	the	the	0
best	best	js	best	best	0
humors	humors	n2	humours	humour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
bodie	bodie	n1	body	body	0
into	into	p-acp	into	into	0
lumpish	lumpish	j	lumpish	lumpish	0
melancholy	melancholy	n-jn	melancholy	melancholy	0
,	,	,	,	,	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
his	his	po31	his	his	0
principall	principall	j-jn	principal	principal	0
instrument	instrument	n1	instrument	instrument	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
recouerie	recouerie	n1	recovery	recovery	0
and	and	cc	and	and	0
restoring	restoring	vvg	restoring	restore	0
.	.	.	.	.	1
Whereby	Whereby	c-crq	Whereby	whereby	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
heauie	heauie	j	heavy	heavy	0
dumpishnesse	dumpishnesse	n1	dumpishness	dumpishness	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
vnfit	vnfit	j	unfit	unfit	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
calling	calling	n-vvg	calling	call	0
,	,	,	,	,	0
and	and	cc	and	and	0
almost	almost	av	almost	almost	0
vtterly	vtterly	av-j	utterly	utter	0
ouerwhelmed	ouerwhelmed	vvn	overwhelmed	overwhelm	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
well	well	av	well	well	0
knowe	knowe	vvi	know	know	0
;	;	;	;	;	0
that	that	d	that	that	0
our	our	po12	our	our	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
gra	gra	j	gram	great	0
∣	∣	sy	∣	∣	0
tious	tious	j	tious	tious	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
praised	praised	vvn	praised	praise	0
for	for	p-acp	for	for	0
euermore	euermore	av	evermore	evermore	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
caused	caused	vvn	caused	cause	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
euen	euen	av	even	even	0
heauen	heauen	n1	heaven	heaven	0
vp	vp	p-acp	up	up	0
∣	∣	sy	∣	∣	0
pon	pon	av	pon	pon	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
againe	againe	av	again	again	0
reioice	reioice	vvi	rejoice	rejoice	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
calling	calling	n-vvg	calling	call	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
my	my	po11	my	my	0
ioy	ioy	n1	joy	joy	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
is	is	vbz	is	be	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
indeed	indeed	av	indeed	indeed	0
a	a	dt	a	a	0
continuall	continuall	j	continual	continual	0
feast	feast	n1	feast	feast	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
my	my	po11	my	my	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
health	health	n1	health	health	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
portion	portion	n1	portion	portion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
account	account	vvi	account	account	0
base	base	n1	base	base	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
earthly	earthly	j	earthly	earthly	0
things	things	n2	things	thing	0
.	.	.	.	.	1
And	And	cc	And	and	0
secondly	secondly	ord	secondly	second	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
fauour	fauour	n1	favour	favour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
continually	continually	av-j	continually	continual	0
shewed	shewed	vvn	showed	show	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bours	bours	n1	bours	bours	0
,	,	,	,	,	0
so	so	av	so	so	0
