MY	MY	po11	MY	my	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
Jews	Jews	np2	Jews	Jew	0
Church-Government	Church-Government	n1	Church-Government	church-government	0
was	was	vbds	was	be	0
so	so	av	so	so	0
firmly	firmly	av-j	firmly	firm	0
settled	settled	vvn	settled	settle	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Laws	Laws	n2	Laws	law	0
so	so	av	so	so	0
strictly	strictly	av-j	strictly	strict	0
observed	observed	vvn	observed	observe	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
liberty	liberty	n1	liberty	liberty	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Command	Command	n1	Command	command	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
and	and	cc	and	and	0
Resolution	Resolution	n1	Resolution	resolution	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sanhedrin	Sanhedrin	np1	Sanhedrin	Sanhedrin	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
cause	cause	n1	cause	cause	0
or	or	cc	or	or	0
matter	matter	n1	matter	matter	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
:	:	:	:	:	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
so	so	av	so	so	0
expresly	expresly	av-j	expressly	express	0
comman	comman	j	commn	common	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
17.	17.	crd	17.	17.	1
Chap.	Chap.	np1	Chap.	Chap.	0
of	of	pp-f	of	of	0
Deut.	Deut.	np1	Deut.	Deut.	0
That	That	cst	That	that	0
when	when	c-crq	when	when	0
there	there	pc-acp	there	there	0
should	should	vmd	should	shall	0
happen	happen	vvi	happen	happen	0
any	any	d	any	any	0
Controversie	Controversie	n1	Controversy	controversy	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Priest	Priest	n1	Priest	priest	0
or	or	cc	or	or	0
Judge	Judge	n1	Judge	judge	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
days	days	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hearken	hearken	vvi	harken	hearken	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
according	according	p-acp	according	according	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
told	told	vvn	told	tell	0
there	there	a-acp	there	there	0
:	:	:	:	:	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
Sentence	Sentence	n1	Sentence	sentence	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
decline	decline	vvi	decline	decline	0
ei	ei	fw-mi	ei	ei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
or	or	cc	or	or	0
the	the	dt	the	the	0
left	left	j	left	left	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
words	words	vvz	words	word	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
interpret	interpret	vvi	interpret	interpret	0
thus	thus	av	thus	thus	0
;	;	;	;	;	0
If	If	cs	If	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
left	left	j	left	left	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
left	left	j	left	left	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
obey	obey	vvi	obey	obey	0
them	them	pno32	them	they	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
4.	4.	crd	4.	4.	0
of	of	pp-f	of	of	0
Levit.	Levit.	np1	Levit.	Levit.	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
That	That	cst	That	that	0
when	when	c-crq	when	when	0
all	all	d	all	all	0
the	the	dt	the	the	0
Congregation	Congregation	n1	Congregation	congregation	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
committed	committed	vvn	committed	commit	0
a	a	dt	a	a	0
Sin	Sin	n1	since	sin	0
through	through	p-acp	through	through	0
Ignorance	Ignorance	n1	Ignorance	ignorance	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
hidden	hidden	vvn	hidden	hide	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
As	As	c-acp	As	as	0
∣	∣	sy	∣	∣	0
sembly	sembly	n1	sembly	sembly	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
(	(	(	(	(	0
Where	Where	c-crq	Where	where	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Case	Case	n1	Case	case	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Consent	Consent	vvb	Consent	consent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sanhedrin	Sanhedrin	np1	Sanhedrin	Sanhedrin	0
,	,	,	,	,	0
somewhat	somewhat	av	somewhat	somewhat	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
observed	observed	vvn	observed	observe	0
generally	generally	av-j	generally	general	0
;	;	;	;	;	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
afterwards	afterwards	av	afterwards	afterward	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
Sanhedrin	Sanhedrin	np1	Sanhedrin	Sanhedrin	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
another	another	j-jn	another	another	0
that	that	cst	that	that	0
succeeded	succeeded	vvd	succeeded	succeed	0
it	it	pn31	it	it	0
,	,	,	,	,	0
after	after	a-acp	after	after	0
more	more	av-dc	more	more	0
serious	serious	j	serious	serious	0
Consideration	Consideration	n1	Consideration	consideration	0
,	,	,	,	,	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
unlawfull	unlawfull	j	unlawful	unlawful	0
or	or	cc	or	or	0
unexpedient	unexpedient	j	unexpedient	unexpedient	0
:	:	:	:	:	0
)	)	)	)	)	0
then	then	av	then	then	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledgment	ledgment	n1	ledgment	ledgment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Errour	Errour	n1	Error	error	0
a	a	dt	a	a	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
,	,	,	,	,	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowing	lowing	vvg	lowing	low	0
their	their	po32	their	their	0
own	own	d	own	own	0
Rule	Rule	n1	Rule	rule	0
,	,	,	,	,	0
expound	expound	vvb	expound	expound	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
case	case	n1	case	case	0
the	the	dt	the	the	0
word	word	n1	word	word	0
Elders	Elders	np1	Elders	Elders	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
wise	wise	j	wise	wise	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
rule	rule	vvb	rule	rule	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
old	old	j	old	old	0
man	man	n1	man	man	0
?	?	?	?	?	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
possesseth	possesseth	vvz	possesses	possess	0
Wisedom	Wisedom	n1	Wisdom	wisdom	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
one	one	pi	one	one	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
would	would	vmd	would	will	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
or	or	cc	or	or	0
command	command	vvi	command	command	0
others	others	n2-jn	others	other	0
to	to	p-acp	to	to	0
doe	doe	n1	doe	doe	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Opinion	Opinion	n1	Opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
major	major	j	major	major	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Assembly	Assembly	n1	Assembly	assembly	0
,	,	,	,	,	0
although	although	cs	although	although	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
nevertheless	nevertheless	av	nevertheless	nevertheless	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
appears	appears	vvz	appears	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Chap.	Chap.	np1	Chap.	Chap.	0
of	of	pp-f	of	of	0
Deuterono	Deuterono	np1	Deuterono	Deuterono	0
∣	∣	sy	∣	∣	0
my	my	po11	my	my	0
above	above	a-acp	above	above	0
mentioned	mentioned	vvn	mentioned	mention	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
several	several	j	several	several	0
Examples	Examples	n2	Examples	example	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Talmud	Talmud	np1	Talmud	Talmud	0
concerning	concerning	vvg	concerning	concern	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
monly	monly	av-j	monly	mon	0
received	received	vvn	received	receive	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
That	That	cst	That	that	0
if	if	cs	if	if	0
there	there	a-acp	there	there	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
Prophets	Prophets	n2	Prophets	prophet	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
side	side	n1	side	side	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
one	one	crd	one	one	0
wise	wise	j	wise	wise	0
men	men	n2	men	man	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
the	the	dt	the	the	0
Opinion	Opinion	n1	Opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
major	major	j	major	major	0
part	part	n1	part	part	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
say	say	vvb	say	say	0
