NOble	NOble	j	NOble	noble	0
Princesse	Princesse	n1	Princess	princess	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
consider	consider	vvb	consider	consider	0
the	the	dt	the	the	0
seuerall	seuerall	j	several	several	0
dignities	dignities	n2	dignities	dignity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
man	man	n1	man	man	0
so	so	av	so	so	0
eminent	eminent	j	eminent	eminent	0
,	,	,	,	,	0
and	and	cc	and	and	0
neere	neere	av-j	near	near	0
and	and	cc	and	and	0
deare	deare	j-jn	deer	dear	0
a	a	dt	a	a	0
Friend	Friend	n1	Friend	friend	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
worke	worke	vvi	work	work	0
a	a	dt	a	a	0
deepe	deepe	j-jn	deep	deep	0
impres	impres	ng1	impres	impres	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
losse	losse	n1	loss	loss	0
befallen	befallen	vvn	befallen	befall	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
world	world	n1	world	world	0
doth	doth	vdz	does	do	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Elegie	Elegie	n1	Elegy	elegy	0
doth	doth	vdz	does	do	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
presse	presse	n1	press	press	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
mourne	mourne	vvi	mourn	mourn	0
further	further	av-jc	further	further	0
;	;	;	;	;	0
satis	satis	fw-la	satis	satis	0
sufficit	sufficit	fw-la	sufficit	sufficit	0
.	.	.	.	.	1
So	So	av	So	so	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
,	,	,	,	,	0
considering	considering	vvg	considering	consider	0
the	the	dt	the	the	0
frailtie	frailtie	n1	frailty	frailty	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
in	in	p-acp	in	in	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
