MAY	MAY	vmb	MAY	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
to	to	pc-acp	to	to	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
,	,	,	,	,	0
that	that	cst	that	that	0
although	although	cs	although	although	0
,	,	,	,	,	0
being	being	vbg	being	be	0
so	so	av	so	so	0
little	little	av-j	little	little	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
over	over	p-acp	over	over	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
ensuing	ensuing	vvg	ensuing	ensue	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
am	am	vbm	am	be	0
persuaded	persuaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
divers	divers	j	diverse	diverse	0
good	good	j	good	good	0
reasons	reasons	n2	reasons	reason	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
doe	doe	vdb	do	do	0
occasion	occasion	vvi	occasion	occasion	0
me	me	pno11	me	i	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
this	this	d	this	this	0
once	once	a-acp	once	once	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
Graces	Graces	ng1	Graces	grace	0
goodnes	goodnes	n1	goodness	goodness	0
therein	therein	av	therein	therein	0
;	;	;	;	;	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
former	former	j	former	former	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
matter	matter	n1	matter	matter	0
besides	besides	a-acp	beside	beside	0
.	.	.	.	.	1
The	The	dt	The	the	0
former	former	j	former	former	0
interest	interest	n1	interest	interest	0
that	that	cst	that	that	0
now	now	av	now	now	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
place	place	n1	place	place	0
that	that	cst	that	that	0
then	then	av	then	then	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
your	your	po22	your	your	0
Gra	Gra	uh	Gram	gra	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
immediate	immediate	j	immediate	immediate	0
Predecessor	Predecessor	n1	Predecessor	predecessor	0
,	,	,	,	,	0
had	had	vhd	had	have	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
a	a	dt	a	a	0
good	good	j	good	good	0
while	while	n1	while	while	0
together	together	av	together	together	0
,	,	,	,	,	0
many	many	d	many	many	0
yeeres	yeeres	n2	years	year	0
since	since	a-acp	since	since	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	png31	his	he	0
,	,	,	,	,	0
if	if	cs	if	if	0
so	so	av	so	so	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
stand	stand	vvi	stand	stand	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Graces	Graces	ng1	Graces	grace	0
pleasure	pleasure	n1	pleasure	pleasure	0
:	:	:	:	:	0
and	and	cc	and	and	0
afterward	afterward	av	afterwards	afterward	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
hee	hee	pns31	he	he	0
saw	saw	vvd	saw	see	0
his	his	po31	his	his	0
time	time	n1	time	time	0
,	,	,	,	,	0
approued	approued	vvn	approved	approve	0
of	of	pp-f	of	of	0
