AFter	AFter	p-acp	AFter	after	0
that	that	cst	that	that	0
this	this	d	this	this	0
hystorye	hystorye	n1	history	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tuyne	tuyne	n1	tuyne	tuyne	0
&	&	cc	&	and	0
destruction	destruction	n1	destruction	destruction	0
of	of	pp-f	of	of	0
Troye	Troye	np1	Troye	Troy	0
writ	writ	vvd	writ	write	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
aun	aun	zz	aun	aun	0
¦	¦	sy	¦	¦	0
cient	cient	n1	cient	cient	0
histori	histori	fw-la	histori	histori	0
graph	graph	n1	graph	graph	0
Dares	Dares	vvz	Dares	dare	0
Phrigius	Phrigius	np1	Phrigius	Phrigius	0
,	,	,	,	,	0
was	was	vbds	was	be	0
euen	euen	av	even	even	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
deliuered	deliuered	vvn	delivered	deliver	0
me	me	pno11	me	i	0
,	,	,	,	,	0
tran	tran	vvd	tran	tran	0
∣	∣	sy	∣	∣	0
slated	slated	vvn	slated	slate	0
into	into	p-acp	into	into	0
Frenche	Frenche	jp	French	french	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
perused	perused	vvn	perused	peruse	0
,	,	,	,	,	0
&	&	cc	&	and	0
well	well	av	well	well	0
perceaued	perceaued	vvd	perceived	perceive	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
the	the	dt	the	the	0
prety	prety	j	pretty	pretty	0
and	and	cc	and	and	0
fyne	fyne	j	fine	fine	0
conueyaunce	conueyaunce	n1	conveyance	conveyance	0
ther	ther	a-acp	there	there	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
the	the	dt	the	the	0
politike	politike	j	politic	politic	0
and	and	cc	and	and	0
ingenius	ingenius	n1	ingenius	ingenius	0
feates	feates	n2	feats	feat	0
of	of	pp-f	of	of	0
martial	martial	j	martial	martial	0
actes	actes	n2	acts	act	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
prudent	prudent	j	prudent	prudent	0
per	per	fw-la	per	per	0
¦	¦	sy	¦	¦	0
suasions	suasions	n2	suasions	suasion	0
and	and	cc	and	and	0
counsels	counsels	n2	counsels	counsel	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grecians	Grecians	njp2	Grecians	grecian	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Troians	Troians	njp2	Trojans	trojan	0
ther	ther	pc-acp	there	there	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
contayned	contayned	vvn	contained	contain	0
:	:	:	:	:	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
that	that	cst	that	that	0
incontinently	incontinently	av-j	incontinently	incontinent	0
I	I	pns11	I	i	0
prepared	prepared	vvd	prepared	prepare	0
both	both	d	both	both	0
penne	penne	n1	pen	pen	0
,	,	,	,	,	0
ynke	ynke	n1	ink	ink	0
,	,	,	,	,	0
and	and	cc	and	and	0
paper	paper	n1	paper	paper	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
tran	tran	vvd	tran	tran	0
∣	∣	sy	∣	∣	0
slate	slate	vvi	slate	slate	0
the	the	dt	the	the	0
same	same	d	same	same	0
into	into	p-acp	into	into	0
oure	oure	po12	our	our	0
Englysshe	Englysshe	jp	English	english	0
tonge	tonge	n1	tongue	tongue	0
:	:	:	:	:	0
ponderynge	ponderynge	vvg	pondering	ponder	0
there	there	a-acp	there	there	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
pleasaunt	pleasaunt	j	pleasant	pleasant	0
&	&	cc	&	and	0
how	how	c-crq	how	how	0
profitable	profitable	j	profitable	profitable	0
a	a	dt	a	a	0
thinge	thinge	n1	thing	thing	0
it	it	pn31	it	it	0
shulde	shulde	vmd	should	shall	0
be	be	vbi	be	be	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
nobilitie	nobilitie	n1	nobility	nobility	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
feruentlye	feruentlye	av-j	fervently	fervent	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
our	our	po12	our	our	0
dayes	dayes	n2	days	day	0
geuē	geuē	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
forren	forren	j	foreign	foreign	0
historyes	historyes	n2	histories	history	0
,	,	,	,	,	0
and	and	cc	and	and	0
subtell	subtell	j	subtle	subtle	0
poyntes	poyntes	n2	points	point	0
and	and	cc	and	and	0
stratagenies	stratagenies	n2	stratagenies	stratageny	0
of	of	pp-f	of	of	0
warre	warre	n1	war	war	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
Englyshe	Englyshe	jp	English	english	0
.	.	.	.	.	1
