Most	Most	ds	Most	most	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
religious	religious	j	religious	religious	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Lady	Lady	n1	Lady	lady	0
:	:	:	:	:	0
AS	AS	p-acp	AS	as	0
your	your	po22	your	your	0
vndeserued	vndeserued	j	undeserved	undeserved	0
fauour	fauour	n1	favour	favour	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
wards	wards	vvz	wards	ward	0
,	,	,	,	,	0
challengeth	challengeth	vvz	challengeth	challenge	0
my	my	po11	my	my	0
seruice	seruice	n1	service	service	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
debt	debt	n1	debt	debt	0
:	:	:	:	:	0
so	so	av	so	so	0
tho	tho	cs	though	though	0
vnmerited	vnmerited	j	unmerited	unmerited	0
mercies	mercies	n2	mercies	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
vs	vs	pno12	us	we	0
all	all	d	all	all	0
,	,	,	,	,	0
requires	requires	vvz	requires	require	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
due	due	j-jn	due	due	0
.	.	.	.	.	1
The	The	dt	The	the	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
ditation	ditation	n1	dictation	dictation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
pen	pen	vvi	pen	pen	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
,	,	,	,	,	0
animated	animated	vvn	animated	animate	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
;	;	;	;	;	0
not	not	xx	not	not	0
that	that	d	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hauing	hauing	vhg	having	have	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
learned	learned	vvd	learned	learn	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
consecrate	consecrate	vvi	consecrate	consecrate	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
forget	forget	vvi	forget	forget	0
to	to	pc-acp	to	to	0
practise	practise	vvi	practise	practise	0
it	it	pn31	it	it	0
.	.	.	.	.	1
All	All	av-d	All	all	0
that	that	d	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
requires	requires	vvz	requires	require	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
but	but	p-acp	but	but	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
studie	studie	vvi	study	study	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
him	him	pno31	him	he	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
