THere	THere	pc-acp	THere	there	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Saviour	Saviour	n1	Saviour	saviour	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
short	short	j	short	short	0
Epitomie	Epitomie	n1	Epitome	epitome	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
fiery	fiery	j	fiery	fiery	0
law	law	n1	law	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
everlasting	everlasting	j	everlasting	everlasting	0
Gospell	Gospell	n1	Gospel	gospel	0
(	(	(	(	(	0
Deut.	Deut.	np1	Deut.	Deut.	1
33.2	33.2	crd	33.2	33.2	0
.	.	.	.	.	0
and	and	cc	and	and	0
Rev.	Rev.	n1	Rev.	rev.	0
14.6	14.6	crd	14.6	14.6	0
.	.	.	.	.	1
)	)	)	)	)	0
which	which	r-crq	which	which	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
preached	preached	vvn	preached	preach	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
dwell	dwell	vvb	dwell	dwell	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
every	every	d	every	every	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
and	and	cc	and	and	0
kinred	kinred	n1	kindred	kindred	0
,	,	,	,	,	0
and	and	cc	and	and	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
immediately	immediately	av-j	immediately	immediate	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
downfall	downfall	n1	downfall	downfall	0
of	of	pp-f	of	of	0
Babilon	Babilon	np1	Babilon	Babylon	0
,	,	,	,	,	0
see	see	vvb	see	see	0
vers	vers	zz	vers	vers	0
.	.	.	.	.	1
7	7	crd	7	7	0
,	,	,	,	,	0
8	8	crd	8	8	0
,	,	,	,	,	0
9	9	crd	9	9	0
,	,	,	,	,	0
10	10	crd	10	10	0
,	,	,	,	,	0
11	11	crd	11	11	0
,	,	,	,	,	0
12.	12.	crd	12.	12.	0
as	as	p-acp	as	as	0
by	by	p-acp	by	by	0
reading	reading	vvg	reading	read	0
these	these	d	these	these	0
6	6	crd	6	6	0
verses	verses	n2	verses	verse	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
plainly	plainly	av-j	plainly	plain	0
see	see	vvi	see	see	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
the	the	dt	the	the	0
Angell	Angell	n1	Angel	angel	0
flying	flying	vvg	flying	fly	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
everlasting	everlasting	j	everlasting	everlasting	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
The	The	dt	The	the	0
next	next	ord	next	next	0
that	that	cst	that	that	0
followed	followed	vvd	followed	follow	0
proclaimed	proclaimed	vvn	proclaimed	proclaim	0
Babilon	Babilon	np1	Babilon	Babylon	0
is	is	vbz	is	be	0
fallen	fallen	vvn	fallen	fall	0
,	,	,	,	,	0
is	is	vbz	is	be	0
fallen	fallen	vvn	fallen	fall	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
And	And	cc	And	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
third	third	ord	third	three	0
Angell	Angell	n1	Angel	angel	0
followeth	followeth	vvz	follows	follow	0
threatning	threatning	vvg	threatening	threaten	0
the	the	dt	the	the	0
Judgment	Judgment	n1	Judgement	judgement	0
and	and	cc	and	and	0
wrath	wrath	n1	wrath	wrath	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
certainly	certainly	av-j	certainly	certain	0
befall	befall	vvi	befall	befall	0
them	them	pno32	them	they	0
that	that	d	that	that	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
shiped	shiped	vvn	shipped	ship	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Image	Image	n1	Image	image	0
,	,	,	,	,	0
or	or	cc	or	or	0
receive	receive	vvi	receive	receive	0
his	his	po31	his	his	0
mark	mark	n1	mark	mark	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
foreheads	foreheads	n2	foreheads	forehead	0
,	,	,	,	,	0
or	or	cc	or	or	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
see	see	vvb	see	see	0
vers	vers	zz	vers	vers	0
.	.	.	.	.	1
9	9	crd	9	9	0
,	,	,	,	,	0
10	10	crd	10	10	0
,	,	,	,	,	0
11	11	crd	11	11	0
,	,	,	,	,	0
12.	12.	crd	12.	12.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
all	all	d	all	all	0
these	these	d	these	these	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
or	or	cc	or	or	0
effects	effects	n2	effects	effect	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
lest	lest	ds	lest	least	0
part	part	n1	part	part	0
thereof	thereof	av	thereof	thereof	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
7th	7th	ord	7th	seven	0
Angell	Angell	n1	Angel	angel	0
sounding	sounding	vvg	sounding	sound	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Trumpet	Trumpet	n1	Trumpet	trumpet	0
,	,	,	,	,	0
see	see	vvb	see	see	0
Chap.	Chap.	np1	Chap.	Chap.	1
11.15	11.15	crd	11.15	11.15	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	d	that	that	0
time	time	n1	time	time	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
mistery	mistery	n1	mystery	mystery	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
be	be	vbb	be	be	0
finished	finished	vvn	finished	finish	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
seventh	seventh	ord	seventh	seven	0
Angell	Angell	n1	Angel	angel	0
should	should	vmd	should	shall	0
sound	sound	vvi	found	sound	0
his	his	po31	his	his	0
Trumpet	Trumpet	n1	Trumpet	trumpet	0
,	,	,	,	,	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
Oath	Oath	n1	Oath	oath	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Angell	Angell	n1	Angel	angel	0
,	,	,	,	,	0
Chap.	Chap.	np1	Chap.	Chap.	1
10	10	crd	10	10	0
,	,	,	,	,	0
5	5	crd	5	5	0
,	,	,	,	,	0
6	6	crd	6	6	0
,	,	,	,	,	0
7.	7.	crd	7.	7.	1
And	And	cc	And	and	0
this	this	d	this	this	0
14	14	crd	14	14	0
Chapter	Chapter	n1	Chapter	chapter	0
being	being	vbg	being	be	0
held	held	vvn	held	hold	0
forth	forth	av	forth	forth	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
as	as	p-acp	as	as	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
effects	effects	n2	effects	effect	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
7th	7th	ord	7th	seven	0
Angells	Angells	n2	Angels	angel	0
sounding	sounding	vvg	sounding	sound	0
,	,	,	,	,	0
