TO	TO	p-acp	TO	to	0
keep	keep	vvi	keep	keep	0
a	a	dt	a	a	0
mean	mean	j	mean	mean	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
alwaies	alwaies	av	always	always	0
been	been	vbn	been	be	0
very	very	av	very	very	0
difficult	difficult	j	difficult	difficult	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
accounted	accounted	vvn	accounted	account	0
so	so	av	so	so	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
writing	writing	vvg	writing	write	0
a	a	dt	a	a	0
Panegyrick	Panegyrick	n1	Panegyric	panegyric	0
.	.	.	.	.	1
A	A	dt	A	a	0
Reflection	Reflection	n1	Reflection	reflection	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
question	question	vvb	question	question	0
not	not	xx	not	not	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
me	me	pno11	me	i	0
make	make	vvi	make	make	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
first	first	ord	first	first	0
had	had	vhb	had	have	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Conversation	Conversation	n1	Conversation	conversation	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
severe	severe	j	severe	severe	0
or	or	cc	or	or	0
morose	morose	j	morose	morose	0
humour	humour	n1	humour	humour	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
some	some	d	some	some	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
guilty	guilty	j	guilty	guilty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
think	think	vvb	think	think	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
dull	dull	j	dull	dull	0
or	or	cc	or	or	0
nonsence	nonsence	n1	nonsense	nonsense	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
so	so	av	so	so	0
spoke	spoke	vvn	spoke	speak	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
justice	justice	n1	justice	justice	0
be	be	vbi	be	be	0
applied	applied	vvn	applied	apply	0
to	to	p-acp	to	to	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
reasons	reasons	n2	reasons	reason	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
first	first	ord	first	first	0
imagine	imagine	vvi	imagine	imagine	0
this	this	d	this	this	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
writing	writing	vvg	writing	write	0
so	so	av	so	so	0
difficult	difficult	j	difficult	difficult	0
one	one	pi	one	one	0
was	was	vbds	was	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
saw	saw	vvd	saw	see	0
above	above	p-acp	above	above	0
two	two	crd	two	two	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
judgment	judgment	n1	judgement	judgement	0
)	)	)	)	)	0
good	good	j	good	good	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
Pliny	Pliny	np1	Pliny	Pliny	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
incomparable	incomparable	j	incomparable	incomparable	0
Poet	Poet	n1	Poet	poet	0
Laureat	Laureat	j-jn	Laureate	laureate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Duke	Duke	n1	Duke	duke	0
of	of	pp-f	of	of	0
New	New	j	New	new	0
Castle	Castle	n1	Castle	castle	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
only	only	j	only	only	0
men	men	n2	men	man	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
Tully	Tully	np1	Tully	Tully	0
,	,	,	,	,	0
say	say	vvb	say	say	0
,	,	,	,	,	0
(	(	(	(	(	0
pardon	pardon	vvb	pardon	pardon	0
the	the	dt	the	the	0
pedantry	pedantry	n1	pedantry	pedantry	0
)	)	)	)	)	0
his	his	po31	his	his	0
lauda	lauda	fw-la	lauda	lauda	0
∣	∣	sy	∣	∣	0
tionibus	tionibus	fw-la	tionibus	tionibus	0
historia	historia	fw-la	historia	historia	0
rerum	rerum	fw-la	rerum	rerum	0
nostrarum	nostrarum	fw-la	nostrarum	nostrarum	0
