Dread	Dread	j	Dread	dread	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
OF	OF	pp-f	OF	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
crea	crea	n1	crea	crea	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Vni	Vni	n1	Vni	vni	0
∣	∣	sy	∣	∣	0
uerse	uerse	n1	verse	verse	0
,	,	,	,	,	0
none	none	pix	none	none	0
draw	draw	vvb	draw	draw	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
neerer	neerer	av-jc	nearer	near	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
thē	thē	pno32	them	they	0
man	man	n1	man	man	0
;	;	;	;	;	0
neither	neither	dx	neither	neither	0
any	any	d	any	any	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
gree	gree	n1	gree	gree	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
wee	wee	pns12	we	we	0
consider	consider	vvb	consider	consider	0
his	his	po31	his	his	0
persō	persō	n1	person	person	0
or	or	cc	or	or	0
his	his	po31	his	his	0
Office	Office	n1	Office	office	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
descending	descending	vvg	descending	descend	0
the	the	dt	the	the	0
Mount	Mount	n1	Mount	mount	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
shone	shone	vvd	shone	shine	0
bright	bright	j	bright	bright	0
and	and	cc	and	and	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
Maiesticke	Maiesticke	j	Majestic	majestic	0
looke	looke	n1	look	look	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
King	King	n1	King	king	0
(	(	(	(	(	0
reflecting	reflecting	vvg	reflecting	reflect	0
diuine	diuine	j-jn	divine	divine	0
beames	beames	n2	beams	beam	0
,	,	,	,	,	0
receiued	receiued	vvn	received	receive	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
)	)	)	)	)	0
daunteth	daunteth	vvz	daunteth	daunt	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
proud	proud	j	proud	proud	0
and	and	cc	and	and	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
uadge	uadge	j-jn	uadge	uadge	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
Inferiors	Inferiors	n2-jn	Inferiors	inferior	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
Kings	Kings	n2	Kings	king	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
holy	holy	j	holy	holy	0
Writ	Writ	vvn	Writ	write	0
cal	cal	vvi	call	call	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
Lights	Lights	n2	Lights	light	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
glory	glory	n1	glory	glory	0
;	;	;	;	;	0
Gods	Gods	n2	Gods	god	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
power	power	n1	power	power	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
nointed	nointed	vvn	anointed	anoint	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
their	their	po32	their	their	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
dignity	dignity	n1	dignity	dignity	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
