THE	THE	dt	THE	the	0
Providence	Providence	n1	Providence	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
having	having	vhg	having	have	0
stirred	stirred	vvn	stirred	stir	0
me	me	pno11	me	i	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
years	years	n2	years	year	0
last	last	ord	last	last	0
past	past	vvn	passed	pass	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
represent	represent	vvi	represent	represent	0
the	the	dt	the	the	0
dreadful	dreadful	j	dreadful	dreadful	0
Ruin	Ruin	n1	Ruin	ruin	0
and	and	cc	and	and	0
Misery	Misery	n1	Misery	misery	0
and	and	cc	and	and	0
Destruction	Destruction	n1	Destruction	destruction	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Loyal	Loyal	j	Loyal	loyal	0
and	and	cc	and	and	0
Valiant	Valiant	j	Valiant	valiant	0
Seamen	Seamen	n2	Seamen	seaman	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Destruction	Destruction	n1	Destruction	destruction	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Lives	Lives	n2	Lives	life	0
,	,	,	,	,	0
Health	Health	n1	Health	health	0
,	,	,	,	,	0
and	and	cc	and	and	0
payment	payment	n1	payment	payment	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
deplorable	deplorable	j	deplorable	deplorable	0
Case	Case	n1	Case	case	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
Age	Age	n1	Age	age	0
or	or	cc	or	or	0
History	History	n1	History	history	0
Record	Record	vvb	Record	record	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
hear	hear	vvi	hear	hear	0
or	or	cc	or	or	0
read	read	vvi	read	read	0
of	of	pp-f	of	of	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Sea-faring	Sea-faring	j	Seafaring	seafaring	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
Mankind	Mankind	n1	Mankind	mankind	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
ha	ha	vhi	would	have	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
been	been	vbn	been	be	0
an	an	dt	and	a	0
Act	Act	n1	Act	act	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
or	or	cc	or	or	0
two	two	crd	two	two	0
concerning	concerning	vvg	concerning	concern	0
their	their	po32	their	their	0
Relief	Relief	n1	Relief	relief	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
supposed	supposed	vvn	supposed	suppose	0
now	now	av	now	now	0
all	all	d	all	all	0
is	is	vbz	is	be	0
well	well	av	well	well	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
say	say	vvi	say	say	0
,	,	,	,	,	0
their	their	po32	their	their	0
Mise	Mise	n2	Mice	mouse	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
cases	cases	n2	cases	case	0
worse	worse	av-jc	worse	worse	0
than	than	cs	than	than	0
before	before	a-acp	before	before	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
first	first	ord	first	first	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
those	those	d	those	those	0
Acts	Acts	n2	Acts	act	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
many	many	d	many	many	0
Ships	Ships	n2	Ships	ship	0
had	had	vhd	had	have	0
three	three	crd	three	three	0
or	or	cc	or	or	0
four	four	crd	four	four	0
years	years	n2	years	year	0
Pay	Pay	vvi	Pay	pay	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
many	many	d	many	many	0
have	have	vhi	have	have	0
five	five	crd	five	five	0
or	or	cc	or	or	0
six	six	crd	six	six	0
Years	Years	n2	Years	year	0
Pay	Pay	vvi	Pay	pay	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
Before	Before	c-acp	Before	before	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
ten	ten	crd	ten	ten	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
Pound	Pound	n1	Pound	pound	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
above	above	p-acp	above	above	0
eigh	eigh	vvi	eigh	eigh	0
∣	∣	sy	∣	∣	0
teen	teen	n1	teen	teen	0
hundred	hundred	crd	hundred	hundred	0
thousand	thousand	crd	thousand	thousand	0
Pound	Pound	n1	Pound	pound	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
