Dear	Dear	j-jn	Dear	dear	0
Friends	Friends	n2	Friends	friend	0
!	!	!	!	!	1
I	I	pns11	I	i	0
Here	Here	av	Here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Sum	Sum	n1	Sum	sum	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
not	not	xx	not	not	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
preached	preached	vvd	preached	preach	0
,	,	,	,	,	0
and	and	cc	and	and	0
delivered	delivered	vvn	delivered	deliver	0
by	by	p-acp	by	by	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
mouth	mouth	n1	mouth	mouth	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
charge	charge	n1	charge	charge	0
.	.	.	.	.	1
If	If	cs	If	if	0
anie	anie	d	any	any	0
enquire	enquire	vvi	inquire	inquire	0
what	what	r-crq	what	what	0
put	put	vvd	put	put	0
mee	mee	pno11	me	i	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
will	will	vmb	will	will	0
resolv	resolv	n1	resolve	resolve	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
particular	particular	j	particular	particular	0
.	.	.	.	.	1
If	If	cs	If	if	0
anie	anie	d	any	any	0
ask	ask	vvb	ask	ask	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
moved	moved	vvd	moved	move	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
,	,	,	,	,	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
answer	answer	n1	answer	answer	0
now	now	av	now	now	0
:	:	:	:	:	0
It's	It's	pn31|vbz	It's	it|be	0
not	not	xx	not	not	0
anie	anie	d	any	any	0
by	by	p-acp	by	by	0
end	end	n1	end	end	0
,	,	,	,	,	0
it's	it's	pn31|vbz	it's	it|be	0
not	not	xx	not	not	0
anie	anie	d	any	any	0
high	high	j	high	high	0
thought	thought	n1	thought	thought	0
of	of	pp-f	of	of	0
anie	anie	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
own	own	d	own	own	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
discours	discours	n1	discourse	discourse	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
The	The	dt	The	the	0
Truths	Truths	n2	Truths	truth	0
are	are	vbr	are	be	0
Divine	Divine	j-jn	Divine	divine	0
and	and	cc	and	and	0
Sound	Sound	vvi	Found	sound	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
The	The	dt	The	the	0
handling	handling	n-vvg	handling	handle	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
seasonable	seasonable	j	seasonable	seasonable	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
so	so	av	so	so	0
much	much	d	much	much	0
miscarriage	miscarriage	n1	miscarriage	miscarriage	0
of	of	pp-f	of	of	0
youth	youth	n1	youth	youth	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
need	need	n1	need	need	0
