RIght	RIght	av-jn	RIght	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
former	former	j	former	former	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
combat	combat	n1	combat	combat	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
latter	latter	d	latter	latter	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
combat	combat	n1	combat	combat	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
.	.	.	.	.	1
He	He	pns31	He	he	0
that	that	cst	that	that	0
fought	fought	vvd	fought	fight	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
head	head	n1	head	head	0
,	,	,	,	,	0
will	will	vmb	will	will	0
fight	fight	vvi	fight	fight	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
members	members	n2	members	member	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
assaulted	assaulted	vvd	assaulted	assault	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
will	will	vmb	will	will	0
assaile	assaile	vvi	assail	assail	0
all	all	d	all	all	0
Christians	Christians	np1	Christians	Christians	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
beare	beare	vvi	bear	bear	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
borne	borne	vvn	born	bear	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
haue	haue	vhi	have	have	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
borne	borne	vvn	born	bear	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
If	If	cs	If	if	0
our	our	po12	our	our	0
afflictions	afflictions	n2	afflictions	affliction	0
were	were	vbdr	were	be	0
plagues	plagues	n2	plagues	plague	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Egyptians	Egyptians	njp2	Egyptians	egyptian	0
:	:	:	:	:	0
curses	curses	n2	curses	curse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
Cham	Cham	n1	Cham	cham	0
:	:	:	:	:	0
destruction	destruction	n1	destruction	destruction	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
Sodome	Sodome	np1	Sodome	Sodom	0
:	:	:	:	:	0
desolation	desolation	n1	desolation	desolation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
Israel	Israel	np1	Israel	Israel	0
:	:	:	:	:	0
then	then	av	then	then	0
had	had	vhd	had	have	0
we	we	pns12	we	we	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
flie	flie	vvi	fly	fly	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Moses	Moses	np1	Moses	Moses	0
did	did	vdd	did	do	0
from	from	p-acp	from	from	0
